episode,step,ep_length,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10
22,21,22,0.21761232614517212,0.4123608469963074,0.48500850796699524,1.5603175163269043,0,3,0,12,8,3.0,17.230100750923157,0.9895523341234285,0.0,0.0,0.0,0.0,0.041818958520889286,0.0,0.0,0.0,-0.10924369096755981,0.0,0.0
23,21,22,0.294367253780365,0.41034290194511414,0.9957184195518494,2.210465908050537,0,3,1,18,8,3.0,17.589906096458435,0.9890575579563669,-0.0662903130054474,0.0897404776275158,0.0,0.04364673495292664,0.0,0.0,0.08705597935914994,0.08401481211185455,-0.10942363739013672,0.04223343431949616,0.0
24,21,22,0.027401430532336235,-0.4098055362701416,-1.1038691997528076,-2.449954032897949,0,-3,-1,-20,10,5.0,17.21214586496353,0.9885630291773887,0.0,0.0,0.04266147017478943,0.0,0.0,-0.10943166017532349,0.04277368783950806,0.0,0.0,0.0,-0.10930905342102051
25,21,22,-0.10087233781814575,-0.41603848338127136,-0.7028613090515137,-1.931487798690796,0,-3,-1,-15,9,4.0,16.949702084064484,0.9880687476628001,0.0,0.0,0.04372434318065643,0.044476911425590515,0.08613655471682549,0.041256424784660344,0.04252586960792542,0.0,0.0,-0.10939006805419922,0.0
26,21,22,-0.1562751829624176,-0.4181762933731079,-0.653770923614502,-1.8565620183944702,0,-3,-1,-15,0,-5.0,16.955463409423828,0.9875747132889687,-0.10966856479644777,0.0,0.04372434318065643,0.044476911425590515,0.08613655471682549,0.041256424784660344,0.04252586960792542,0.0,0.0,-0.10939006805419922,0.0
27,21,22,-0.2813851237297058,-0.40889599919319153,-0.2586359977722168,-1.257178544998169,0,-3,0,-10,3,-2.0,17.1038036942482,0.9870809259323243,0.0,0.04223335087299347,0.0,-0.10894883871078492,0.0,0.0,0.04133055210113526,0.0,0.0,0.12332742860913277,0.0
28,22,23,0.2573015093803406,0.41160351037979126,0.9522901773452759,2.2073183059692383,0,3,1,18,7,2.0,18.34109455347061,0.9865873854693582,-0.0662903130054474,0.0897404776275158,0.0,0.04364673495292664,0.0,0.042879688739776614,0.08705597935914994,-0.029685136079788205,-0.10942363739013672,0.04223343431949616,0.0
29,23,24,0.26370105147361755,0.3971851170063019,1.2808876037597656,2.7353293895721436,0,3,1,22,8,3.0,19.268119156360626,0.9860940917766235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10907491445541383,0.0,0.0
30,23,24,0.05893651023507118,0.41640162467956543,0.049155134707689285,0.9820564389228821,0,3,0,8,9,4.0,19.16188955307007,0.9856010447307353,0.0,0.0,0.0,0.04469781517982483,0.0,0.0,0.04455468654632569,0.0,0.04335258007049561,-0.1092038631439209,0.0
31,23,24,0.4133661985397339,0.4104810953140259,0.9515355229377747,2.0925700664520264,0,3,1,17,6,1.0,19.58463156223297,0.98510824420837,0.0,0.0,0.0,0.0,0.048638840144872665,0.04428101778030396,-0.10933200120925904,0.04429244697093964,0.04310795068740845,0.0,0.0
32,24,25,-0.0035251935478299856,0.3998486399650574,0.8810999989509583,2.225809097290039,0,3,1,18,8,3.0,20.1027769446373,0.9846156900862658,-0.0662903130054474,0.0897404776275158,0.0,0.04364673495292664,0.0,0.08944896474676729,0.08705597935914994,-0.029685136079788205,-0.20746388435363772,0.04223343431949616,0.0
33,24,25,-0.1953781247138977,-0.4146696925163269,-0.6736529469490051,-1.9162275791168213,0,-3,-1,-15,1,-4.0,20.043804109096527,0.9841233822412228,-0.10966856479644777,-0.109516441822052,0.08214369565248489,0.044476911425590515,0.08613655471682549,0.041256424784660344,0.04252586960792542,0.0,0.0,-0.10939006805419922,0.09217735358476639
34,24,25,-0.03170885890722275,-0.40995562076568604,-1.2146753072738647,-2.6039795875549316,0,-3,-1,-21,1,-4.0,20.438892662525177,0.9836313205501022,0.0,-0.10959602594375611,0.0,0.0,-0.1089281439781189,0.0,0.0,0.0,0.04952921431481838,0.0,0.0
35,24,25,-0.0857861116528511,-0.41505375504493713,-1.2680416107177734,-2.664613723754883,0,-3,-1,-21,5,0.0,20.494106829166412,0.9831395048898272,0.0,-0.10959602594375611,0.0,0.0,-0.1089281439781189,-0.10974847078323365,0.0,0.0,0.04952921431481838,0.0,0.0
36,25,26,0.22752583026885986,0.4149261713027954,-0.22976981103420258,0.8419197797775269,0,3,0,7,6,1.0,20.230214953422546,0.9826479351373822,0.0,0.044482678174972534,0.09354135038102568,0.09139509749412536,0.0,0.08328845739364625,-0.05846783174932003,0.12746149748563768,0.0,0.0,0.0
37,25,26,-0.3012308180332184,-0.4135626256465912,-0.7414759993553162,-1.9946869611740112,0,-3,-1,-16,6,1.0,21.24142462015152,0.9821566111698136,0.04364238977432251,-0.10937231779098511,0.04404298067092896,0.04310074150562287,0.0,0.04384244978427887,0.007320349603891371,0.16448206927180292,0.0,0.04244312047958374,0.042110592126846313
38,25,26,0.08568477630615234,-0.4187639355659485,-0.5756474137306213,-1.8067432641983032,0,-3,-1,-14,2,-3.0,21.091264188289642,0.9816655328642288,0.042260473966598516,-0.06682133376598358,-0.02850582173097134,0.0,0.04319504797458649,0.08579784631729126,0.0439841628074646,0.16020159870386125,0.0,-0.10920124053955078,0.08517132699489594
39,25,26,-0.36502090096473694,-0.40341508388519287,-0.7706674337387085,-1.9542009830474854,0,-3,-1,-16,4,-1.0,21.325627088546753,0.9811747000977967,0.04364238977432251,-0.10937231779098511,0.04404298067092896,0.04310074150562287,-0.10897477865219117,0.04384244978427887,0.007320349603891371,0.16448206927180292,0.0,0.04244312047958374,0.042110592126846313
40,25,26,-0.011440320871770382,-0.41482195258140564,-0.990339457988739,-2.2844667434692383,0,-3,-1,-18,7,2.0,21.50180894136429,0.9806841127477479,0.0,0.0,0.0,0.09027159500718117,0.04239062666893006,0.12881798638474345,0.041908764839172365,-0.10953078269958497,0.04154829382896424,0.08269660174846649,0.0
41,25,26,-0.19797013700008392,-0.40762948989868164,-0.7123567461967468,-2.05698823928833,0,-3,-1,-16,5,0.0,20.81113690137863,0.9801937706913741,0.04364238977432251,-0.10937231779098511,0.04404298067092896,0.04310074150562287,-0.10897477865219117,-0.06971759647130966,0.007320349603891371,0.16448206927180292,0.0,0.04244312047958374,0.042110592126846313
42,25,26,-0.08481637388467789,-0.4174049496650696,-0.5220893621444702,-1.6151186227798462,0,-3,-1,-13,0,-5.0,21.317658364772797,0.9797036738060285,-0.1095327377319336,0.0,0.0,0.04249740540981293,-0.10887887477874757,0.0,0.043613877892494206,0.13208101294636726,0.0,0.043726360797882086,0.04199168682098389
43,26,27,-0.1502995789051056,-0.4039018154144287,-0.43072667717933655,-1.5795683860778809,0,-3,0,-13,2,-3.0,22.180511951446533,0.9792138219691255,0.0,0.04169191122055054,-0.10889288187026978,0.0,0.0,0.0,0.0,0.04280065596103669,0.0,0.04300221800804138,0.0
44,27,28,0.13775770366191864,0.41204649209976196,0.8929968476295471,2.2654035091400146,0,3,1,18,7,2.0,23.163251042366028,0.978724215058141,-0.0662903130054474,0.0897404776275158,0.0,0.04364673495292664,0.0,0.08944896474676729,0.08705597935914994,-0.14334069579839706,-0.20746388435363772,0.04223343431949616,0.0
45,27,28,0.33554214239120483,0.40986207127571106,0.2998420298099518,1.4514126777648926,0,3,0,12,8,3.0,22.957690238952637,0.978234852950612,0.0,0.050815508227944374,0.0,0.0,0.0813571560382843,0.042375278472900395,0.0,0.04304894208908081,-0.20741396546363833,0.042377793788909913,0.0
46,27,28,-0.09626863151788712,0.41040462255477905,0.6917465329170227,1.984114170074463,0,3,1,16,4,-1.0,23.10370296239853,0.9777457355241367,0.0,0.04149792492389679,0.0,-0.10881747007369996,-0.06506815254688264,0.041578400135040286,0.0,0.08322698086500169,0.08472656477689744,0.08427790701389312,0.04282107949256897
47,27,28,0.011000780388712883,0.4107207953929901,0.9306994080543518,2.1880180835723877,0,3,1,18,5,0.0,23.50389701128006,0.9772568626563747,-0.0662903130054474,0.0897404776275158,0.0,0.04364673495292664,0.0,-0.024198971835798028,0.08705597935914994,-0.14334069579839706,-0.20746388435363772,0.04223343431949616,0.0
48,27,28,-0.22096382081508636,-0.39080575108528137,-1.7664834260940552,-3.2647604942321777,0,-3,-2,-26,6,1.0,23.83823698759079,0.9767682342250465,0.0,0.04266983568668366,-0.11018558740615846,0.0,0.0,0.0,-0.10892016887664796,0.0,0.0,0.0,0.0
49,27,28,-0.11663125455379486,-0.4092940092086792,-0.3410169780254364,-1.580430507659912,0,-3,0,-13,0,-5.0,22.67187786102295,0.976279850107934,-0.10917167663574219,0.04169191122055054,-0.10889288187026978,0.0,0.0,0.0,0.0,0.04280065596103669,0.0,0.04300221800804138,0.0
50,27,28,-0.20703023672103882,-0.412161648273468,-0.26856011152267456,-1.438130259513855,0,-3,0,-12,5,0.0,22.814097583293915,0.9757917101828801,0.043132835626602174,0.041402450203895574,0.0,0.0421396940946579,0.0,-0.1091170072555542,0.041495466232299806,0.0,0.0,0.0,0.0
51,28,29,0.26270902156829834,0.4037231206893921,0.5757985711097717,1.7670001983642578,0,3,1,14,0,-5.0,24.229315161705017,0.9753038143277888,-0.1087730646133423,-0.065269136428833,0.08238512516021729,0.0,0.08579515522313119,0.0856783390045166,0.03362394610643387,0.043703031539916996,0.04279136061668396,0.0,0.04837785373330117
52,28,29,-0.08459963649511337,-0.4041021466255188,-0.24366708099842072,-1.4510823488235474,0,-3,0,-12,2,-3.0,23.714048266410828,0.974816162420625,0.043132835626602174,0.041402450203895574,-0.10885182619094849,0.0421396940946579,0.0,-0.1091170072555542,0.041495466232299806,0.047921764299273494,0.0,0.0,0.0
53,28,29,-0.02516256831586361,0.4163040518760681,-0.11329139769077301,1.118415355682373,0,3,0,9,9,4.0,23.077073216438293,0.9743287543394147,0.04618872170746327,0.16203694431816848,0.16937292100787163,0.0,0.0,0.042146104574203494,0.0,0.04313353300094605,0.04421623945236206,-0.06653696894645691,0.043651679158210756
54,28,29,-0.11210781335830688,-0.41778814792633057,0.12834787368774414,-1.0400426387786865,0,-3,0,-8,6,1.0,23.280891180038452,0.973841589962245,0.08212431341409684,0.12428247869014741,0.12795799285173415,0.12883951906859875,0.16094165539741517,0.14137199337512257,-0.10917407274246216,0.13013847624063493,0.04444120526313782,0.12977483891430497,0.044382262229919436
55,28,29,-0.23942217230796814,-0.41064146161079407,-0.4317200779914856,-1.4984432458877563,0,-3,0,-12,7,2.0,24.318519175052643,0.973354669167264,0.043132835626602174,0.041402450203895574,-0.10885182619094849,0.09431491864085198,0.0,-0.1091170072555542,0.041495466232299806,-0.06110492999851704,0.0,0.0,0.0
56,28,29,-0.21611268818378448,-0.41242045164108276,-0.25314393639564514,-1.4550344944000244,0,-3,0,-12,8,3.0,23.787316262722015,0.9728679918326804,0.043132835626602174,0.041402450203895574,-0.10885182619094849,0.09431491864085198,0.0,-0.1091170072555542,0.041495466232299806,-0.06110492999851704,-0.10906479358673096,0.0,0.0
57,28,29,0.06991294771432877,0.407123327255249,1.2030240297317505,2.77839994430542,0,3,1,22,2,-3.0,23.99428427219391,0.972381557836764,0.0,0.0,-0.10937929153442383,0.0,0.0,0.0,0.0,0.0,-0.10907491445541383,0.0,0.0
58,28,29,0.2547455430030823,0.4135856032371521,-0.4569281339645386,0.6100093722343445,0,3,0,5,10,5.0,23.127314627170563,0.9718953670578457,0.0,0.16027842992544175,0.0,0.08991766040623189,0.04171750843524933,0.0,0.041391807794570926,0.0,0.04347146153450013,0.04323696494102478,-0.06490870118141175
59,29,30,0.239982008934021,0.4088447093963623,0.8420746326446533,2.139500141143799,0,3,1,17,4,-1.0,25.33009934425354,0.9714094193743169,0.0,0.0,0.0,0.0,-0.021410964900255215,0.04428101778030396,-0.10933200120925904,0.04429244697093964,0.04310795068740845,0.0,0.048093742121356725
60,29,30,-0.27201172709465027,-0.4145461618900299,-0.7483399510383606,-2.1727943420410156,0,-3,-1,-17,5,0.0,24.75159853696823,0.9709237146646298,0.08032943189144134,0.0,0.04160297214984894,0.0,-0.0028037841993570276,-0.10952425003051758,0.0,0.08124405294656753,0.04393115043640137,0.0,0.0
61,29,30,0.03440225496888161,0.4175182282924652,0.4795936644077301,1.8500195741653442,0,3,0,15,6,1.0,24.541259706020355,0.9704382528072976,0.0,0.0,0.0,0.0,0.0,0.0,-0.10954457521438599,0.0,0.0,0.0,0.0
62,29,30,-0.33351022005081177,-0.4122922718524933,0.05730012431740761,-0.9984725713729858,0,-3,0,-8,7,2.0,24.793031811714172,0.9699530336808939,0.08212431341409684,0.12428247869014741,0.16853375541567803,0.12883951906859875,0.19452704904119789,0.14137199337512257,-0.10917407274246216,0.013027950125932684,0.04444120526313782,0.12977483891430497,0.044382262229919436
63,30,31,0.1001698300242424,-0.40124109387397766,-0.3507363200187683,-1.5944533348083496,0,-3,0,-13,2,-3.0,25.826433777809143,0.9694680571640535,-0.06231026762604713,0.04169191122055054,-0.20679269194602967,0.043334883451461796,0.0,0.0,0.0,0.04280065596103669,0.0,0.08599889874458314,0.0
64,30,31,0.12617556750774384,0.4123954772949219,0.22683319449424744,1.5625091791152954,0,3,0,13,7,2.0,25.333254992961884,0.9689833231354715,0.0,0.041820019483566284,0.0,0.0,0.0,0.0,0.042893132567405706,-0.10922847986221314,0.0,0.0,0.0
65,30,31,0.19288593530654907,0.4066906273365021,0.34450796246528625,1.6477538347244263,0,3,0,13,5,0.0,25.587654411792755,0.9684988314739038,0.0,0.041820019483566284,0.0,0.0,0.0,-0.10897101163864137,0.042893132567405706,-0.10922847986221314,0.0,0.0,0.0
66,30,31,-0.05995665490627289,0.4110680818557739,0.13180500268936157,1.439093828201294,0,3,0,12,4,-1.0,25.342266023159027,0.9680145820581669,0.0,0.050815508227944374,0.0,0.0,0.0373583987236023,0.07963424801826477,0.0,0.04304894208908081,-0.14538863956928255,0.042377793788909913,0.0
67,30,31,0.33619484305381775,0.4107854664325714,0.45461052656173706,1.498043179512024,0,3,0,12,6,1.0,26.444625079631805,0.9675305747671379,0.0,0.050815508227944374,0.0,0.0,0.0373583987236023,0.07963424801826477,-0.10910291671752931,0.04304894208908081,-0.14538863956928255,0.042377793788909913,0.0
68,30,31,-0.05690378695726395,-0.3991411030292511,-1.8867095708847046,-3.320746660232544,0,-3,-2,-27,10,5.0,26.97446757555008,0.9670468094797544,0.0,0.0,0.0,0.0,-0.07034785151481629,0.04236354529857636,0.0,0.0,0.0,0.0,-0.10920162200927735
69,31,32,-0.2362293154001236,-0.3992184102535248,-0.4712391495704651,-1.6726914644241333,0,-3,0,-13,0,-5.0,27.36136043071747,0.9665632860750146,-0.1710912477362156,0.04169191122055054,-0.20679269194602967,0.043334883451461796,0.0,0.0,0.0,0.04280065596103669,0.0,0.08599889874458314,0.0
70,31,32,0.24687275290489197,0.4130914509296417,0.4524769186973572,1.6601271629333496,0,3,0,13,5,0.0,27.148877322673798,0.9660800044319772,0.0,0.041820019483566284,0.0,0.0,0.0,-0.21821829080581667,0.042893132567405706,-0.10922847986221314,0.05327856034284204,0.0,0.0
71,31,32,0.12291163951158524,0.41634124517440796,0.5588200688362122,1.9060585498809814,0,3,1,15,0,-5.0,26.909708201885223,0.9655969644297613,-0.109371817111969,0.2026255833867192,0.0,0.04348720908164978,0.08789190948009491,0.04797290427088738,0.043690976500511174,0.041575258970260626,0.044261997938156133,0.0,-0.10906729698181153
72,31,32,-0.040446653962135315,-0.4161244034767151,-0.9205315113067627,-2.460423469543457,0,-3,-1,-20,6,1.0,26.919864237308502,0.9651141659475465,0.0,0.0,0.08182684361934663,0.079628524184227,0.04159681499004364,-0.10943166017532349,-0.066916823387146,0.0,0.043306303024291996,0.0,-0.10930905342102051
73,31,32,0.04907694831490517,-0.4106675982475281,-0.45925310254096985,-1.8308416604995728,0,-3,0,-15,0,-5.0,26.714670062065125,0.9646316088645728,-0.10933506488800049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04271879196166992,0.0
74,32,33,-0.21773724257946014,-0.4099377691745758,-0.43586236238479614,-1.8521395921707153,0,-3,0,-15,5,0.0,27.520967304706573,0.9641492930601405,-0.10933506488800049,0.0,0.0,0.0,0.0,-0.10919412374496461,0.0,0.0,0.0,0.04271879196166992,0.0
75,32,33,-0.267604261636734,-0.41837576031684875,0.014556437730789185,-1.117304801940918,0,-3,0,-9,3,-2.0,27.542796432971954,0.9636672184136105,0.0,0.1756940957862139,0.08418666571378708,-0.0710062202811241,-0.0012599437341093978,0.04666518698632718,0.06624110786798597,0.17143440216809513,0.08871457391083241,0.12558787167072297,0.04339182376861572
76,32,33,0.16837280988693237,0.4160158336162567,-0.264682799577713,0.9338138699531555,0,3,0,7,10,5.0,27.245646476745605,0.9631853848044037,0.0,0.16451322776079177,0.09354135038102568,0.09139509749412536,0.0,0.08328845739364625,-0.05846783174932003,0.22465099216191056,0.0,0.042349159717559814,-0.07141104251146317
77,32,33,-0.3033689260482788,-0.3971971571445465,-1.0040390491485596,-2.443023204803467,0,-3,-1,-20,5,0.0,28.26007854938507,0.9627037921120016,0.0,0.0,0.08182684361934663,0.079628524184227,0.04159681499004364,-0.218319571018219,-0.066916823387146,0.0,0.043306303024291996,0.0,-0.10930905342102051
78,32,33,-0.07601544260978699,-0.41118600964546204,0.1890881061553955,-1.0230565071105957,0,-3,0,-8,0,-5.0,27.317086100578308,0.9622224402159457,-0.03511615929007529,0.16300956755876544,0.20483376488149166,0.12883951906859875,0.19452704904119789,0.17011711463968573,-0.10917407274246216,0.013027950125932684,0.04444120526313782,0.12977483891430497,0.044382262229919436
79,32,33,-0.1317000538110733,-0.41112053394317627,-0.6643314957618713,-2.1293087005615234,0,-3,-1,-17,8,3.0,27.730264604091644,0.9617413289958378,0.08032943189144134,0.0,0.07955439358949662,0.0,0.030815325689494612,-0.10952425003051758,0.0,0.08124405294656753,-0.06974869012832641,0.08964648500084876,0.0
80,32,33,0.10062120854854584,0.4176815450191498,0.32461535930633545,1.4716607332229614,0,3,0,12,10,5.0,28.115052461624146,0.9612604583313399,0.0,0.050815508227944374,0.0,0.0,0.0373583987236023,0.07963424801826477,-0.10910291671752931,0.04304894208908081,-0.14538863956928255,0.042377793788909913,-0.10948727130889893
81,32,33,-0.08596453070640564,-0.4027155041694641,-0.7737717628479004,-2.259679079055786,0,-3,-1,-18,8,3.0,27.85297131538391,0.9607798281021742,0.0,0.0,0.0,0.09027159500718117,0.04239062666893006,0.12881798638474345,0.041908764839172365,-0.06601555943489075,-0.06743101477622987,0.08269660174846649,0.0
82,33,34,-0.13877879083156586,0.40960413217544556,0.35664525628089905,1.7213133573532104,0,3,0,14,2,-3.0,28.676337778568268,0.9602994381881231,0.0,0.045721489790081976,-0.1090550422668457,0.0,0.0,0.042199069261550905,0.0,0.0,0.0,0.0,0.0
83,33,34,0.3731176555156708,0.3997671604156494,0.9355513453483582,2.1353230476379395,0,3,1,17,10,5.0,29.256054162979126,0.9598192884690291,0.0,0.0,0.0,0.04313856065273285,-0.021410964900255215,0.04428101778030396,-0.10933200120925904,0.04429244697093964,0.04310795068740845,0.0,-0.04143948013110023
84,33,34,-0.12513601779937744,-0.4061196744441986,-0.3932438790798187,-1.75352942943573,0,-3,0,-14,0,-5.0,28.803581714630127,0.9593393788247946,-0.0625975499049468,0.0,0.07885316914439203,0.0,0.0,0.0,0.0,0.0,0.08375529646873475,0.0,0.09297026812434198
85,33,34,-0.08383957296609879,-0.4129962921142578,0.0652845948934555,-1.2958616018295288,0,-3,0,-10,3,-2.0,28.082202792167664,0.9588597091353822,0.197189555485943,0.04223335087299347,0.04620749905705452,-0.2180961847305298,0.0914126834666729,0.1253093361854553,0.08420315988543631,0.08161351508836565,0.13757222464710472,0.2343715385261178,0.0971614906551391
86,34,35,-0.21457165479660034,-0.41632261872291565,-0.9139350056648254,-2.4211652278900146,0,-3,-1,-19,8,3.0,29.94320636987686,0.9583802792808146,0.04362415671348572,0.0,0.0,0.0442795991897583,0.0,0.04405109286308289,0.0,0.0,-0.027334228456020356,0.041448301076889044,0.032706572461128236
87,34,35,-0.10596960037946701,-0.4150693118572235,0.04592842236161232,-1.2076427936553955,0,-3,0,-10,0,-5.0,29.468699395656586,0.9579010891411742,0.08363141896317305,0.04223335087299347,0.04620749905705452,-0.2180961847305298,0.0914126834666729,0.1253093361854553,0.08420315988543631,0.08161351508836565,0.13757222464710472,0.2343715385261178,0.0971614906551391
88,34,35,0.03288659453392029,-0.41774648427963257,0.36999648809432983,-0.7057299017906189,0,-3,0,-6,4,-1.0,29.48721754550934,0.9574221385966036,0.0,0.13327026749551296,0.0877372831106186,0.09452081270515919,-0.10908262729644776,0.0,0.0,0.0,0.04198988378047944,0.08841301798820496,0.12898912529523374
89,34,35,0.0890776738524437,-0.40192651748657227,-0.5844631791114807,-2.1515395641326904,0,-3,-1,-17,10,5.0,29.429667115211487,0.9569434275273054,0.08032943189144134,0.0,0.11573601785302162,0.0,0.030815325689494612,-0.05206651372864842,0.0,0.08124405294656753,-0.06974869012832641,0.13348498938595355,-0.1088578462600708
