episode,step,ep_length,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_20
11,19,20,-0.025222793221473694,0.41162344813346863,1.0378800630569458,2.2613322734832764,0,3,1,18,19,4.5,15.419974565505981,0.9950112350131176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08783825039863587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2190730094909668,0.08599526882171632
12,19,20,-0.2891152799129486,-0.4111879765987396,-0.550287127494812,-1.6055169105529785,0,-3,-1,-13,3,-3.5,15.25070035457611,0.9945137293956111,0.0,0.0,0.09366447941064836,-0.1395075577497482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08495923280715943,0.0,0.0,0.0,0.0,0.0,0.0
13,19,20,-0.09273123741149902,-0.40881770849227905,-1.1194323301315308,-2.3695175647735596,0,-3,-1,-19,7,-1.5,15.510429799556732,0.9940164725309134,0.0,0.0,0.08528202772140503,0.0,0.0,0.0,0.0,-0.21877398490905764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08655580878257751,0.0,0.0,0.0,0.0
14,19,20,-0.16519927978515625,-0.38760119676589966,-1.8600975275039673,-3.256803035736084,0,-3,-2,-26,7,-1.5,16.030974686145782,0.993519464294648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21767709255218506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20,21,0.0359862819314003,0.39987093210220337,1.1358758211135864,2.413506507873535,0,3,1,19,7,-1.5,16.52826553583145,0.9930227045625007,0.08359589576721192,0.08280853629112245,0.08749926686286927,-0.21851563453674316,0.0,0.1629368442296982,0.0,-0.21790032386779787,0.08698006272315979,0.0,0.0,0.08779605627059937,0.0,0.0,0.0,0.0859675407409668,0.0,0.0,0.0,0.0,0.0
16,20,21,0.032781194895505905,0.4152165651321411,0.7885229587554932,2.003758668899536,0,3,1,16,19,4.5,16.083865642547607,0.9925261932102195,0.08630076050758362,0.0,0.08862547278404237,0.0,0.0,0.08607492446899415,0.0,0.08799560070037843,0.0,0.0,0.0,0.08481475114822389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21917529106140138,0.0
17,20,21,-0.08857471495866776,-0.4156637191772461,-0.1287982016801834,-1.067064642906189,0,-3,0,-9,19,4.5,16.080254197120667,0.9920299301136144,0.0,0.0,0.0,0.08366138339042664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08473437428474427,0.0,0.0,0.0,0.08913182020187378,0.08885396122932435,0.0,-0.13814393103122713,0.0
18,21,22,-0.28077733516693115,-0.4008771479129791,-0.6187439560890198,-1.748744010925293,0,-3,-1,-14,3,-3.5,17.231644093990326,0.9915339151485576,0.0,0.0,0.0,-0.21768746376037598,0.0,0.0,0.0,0.0,-0.2180236577987671,0.0,0.0,0.08898882269859315,0.0,0.08549737334251405,0.0,0.0,0.0,0.0,0.0,0.0,-0.21762609481811523
19,21,22,0.3241267204284668,0.40033769607543945,1.2411298751831055,2.534034252166748,0,3,1,20,2,-4.0,17.639754354953766,0.9910381481909833,0.0,0.0,-0.2179182767868042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08633739352226258,0.0,0.0,0.0
20,21,22,-0.22160522639751434,-0.40453165769577026,-0.5282817482948303,-1.6231563091278076,0,-3,-1,-13,17,3.5,17.24180370569229,0.990542629116888,0.0,0.0,0.09366447941064836,-0.1395075577497482,0.0,0.0,0.0,0.0,0.0,0.0,0.16719588994979862,0.08255298733711243,0.0,0.0,0.08495923280715943,0.0,0.08602478504180909,-0.21756632328033448,0.0,0.0,0.0
21,21,22,0.03210977092385292,-0.4176962375640869,-0.4684258997440338,-1.6326462030410767,0,-3,0,-13,6,-2.0,16.75915515422821,0.9900473578023296,0.0,0.0,0.0,0.0,0.0,0.0,-0.2189645528793335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,21,22,-0.19999538362026215,-0.39702779054641724,-0.9650779366493225,-2.197845935821533,0,-3,-1,-18,3,-3.5,17.42280215024948,0.9895523341234285,0.0,0.0,0.0,-0.21772303581237795,0.0,0.0,0.0,0.08808130621910096,0.0,0.08575069904327393,0.08515653014183044,0.0,0.08742066025733948,0.0,0.0,0.0,0.09470743807554245,0.0,0.17034033202528956,0.0,0.0
23,21,22,-0.22540509700775146,-0.4083115756511688,-0.31652161478996277,-1.3449143171310425,0,-3,0,-11,16,3.0,17.104268550872803,0.9890575579563669,0.0,0.0,0.0,0.08483541011810303,0.0,0.0,0.0,0.1804505625629425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21768507957458497,0.08828725218772888,0.0,0.0,0.08816137313842774
24,21,22,0.09944229573011398,0.4092457890510559,0.7303430438041687,1.8964762687683105,0,3,1,15,8,-1.0,17.31269782781601,0.9885630291773887,0.16837499737739564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13829222142696382,0.0,0.0,0.0,0.0,-0.016838674783706695,0.0,0.086509507894516,0.08657204508781434,0.0,0.0,0.16275524377822878,0.0945474534213543
25,21,22,0.21338801085948944,0.4116797149181366,0.31022483110427856,1.347429633140564,0,3,0,11,17,3.5,17.04749220609665,0.9880687476628001,0.0,0.0,0.08307360410690308,0.0,0.0,0.0,0.0,0.0,0.08560727834701538,0.0,0.0,0.0,0.0,0.08422890901565552,0.16645074129104614,0.0,0.08510209918022156,-0.21827924251556396,0.0,0.0,0.0
26,21,22,0.30376067757606506,0.40866199135780334,1.1450875997543335,2.5053977966308594,0,3,1,20,15,2.5,17.242158830165863,0.9875747132889687,0.0,0.0,-0.2179182767868042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21892449855804444,0.0,0.08633739352226258,0.0,0.0,0.0
27,22,23,0.25339236855506897,0.4056652784347534,0.8764469623565674,2.1546761989593506,0,3,1,17,20,5.0,18.14897906780243,0.9870809259323243,0.17420406842827799,0.0,0.08579936623573303,0.0,0.09220978639721872,0.0,0.0,0.0,0.0958320297241211,0.0,0.08498108386993408,0.0,0.0,-0.21768221855163575,0.0,0.08525794744491577,0.0845203459262848,0.0,0.0,0.08528811931610109,-0.21849675178527833
28,22,23,-0.036167584359645844,0.4172144830226898,0.09852718561887741,1.097784399986267,0,3,0,9,8,-1.0,17.913445234298706,0.9865873854693582,0.0,0.17736355943083765,0.0,0.0,0.08810598850250245,0.0,0.0,0.0878587305545807,-0.2183375358581543,0.0,0.08832710385322572,0.0,0.0853247344493866,0.0,0.16313780963420868,0.0,0.0,0.0,0.0,0.0,0.0
29,22,23,0.07010158151388168,0.4164542853832245,0.7678462862968445,2.041985511779785,0,3,1,16,12,1.0,17.919662535190582,0.9860940917766235,0.08630076050758362,0.0,0.08862547278404237,0.0,0.0,0.23608319139480594,0.0,0.08799560070037843,0.09205321790575982,0.0,0.0,0.08481475114822389,-0.2191490650177002,0.0,0.0,0.0,0.0,0.0,0.0,-0.21917529106140138,0.0
30,22,23,0.0411703959107399,-0.3989265263080597,-0.8443933725357056,-2.0546298027038574,0,-3,-1,-16,3,-3.5,18.469137132167816,0.9856010447307353,0.08604050278663636,0.0,0.08717036247253418,-0.21776876449584961,0.0961098143696785,0.0,0.0,0.0,0.08502709865570068,0.0,0.0,0.0,-0.2176999568939209,0.0,0.0,0.15909260869026187,0.0,0.0,0.0,0.08789472579956055,0.06578126406669617
31,22,23,0.027884528040885925,0.3995099663734436,1.6873677968978882,3.111888885498047,0,3,2,25,3,-3.5,18.868589341640472,0.98510824420837,0.0,0.0,0.0,-0.2183386325836182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,23,24,0.07190626114606857,0.40676844120025635,0.6381161212921143,1.7750064134597778,0,3,1,14,8,-1.0,19.319434762001038,0.9846156900862658,0.0,0.0,0.0,0.08363091349601746,0.0,0.09651892994642258,0.0,0.0,-0.13839640200138092,0.0,0.08768320679664612,0.0,0.0,0.0,0.0,0.08436399698257446,0.0,0.08625980615615846,-0.21809253692626954,0.16338243365287783,0.0
33,24,25,0.1312776356935501,0.41323232650756836,1.0298166275024414,2.461972236633301,0,3,1,20,17,3.5,20.023335874080658,0.9841233822412228,0.0,0.0,-0.2179182767868042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21892449855804444,0.0,-0.141636980175972,0.0,0.08504509925842285,0.0
34,24,25,-0.27929097414016724,-0.41610878705978394,-0.02931610494852066,-0.9289394021034241,0,-3,0,-7,16,3.0,20.23727113008499,0.9836313205501022,0.08831709623336792,0.08894456624984742,0.09618520830273629,0.09606001601219177,0.0,0.08947538137435913,0.0,0.0,0.0,0.0,0.18220990514825883,0.0,0.0,0.0,0.0,0.0890137255191803,-0.21800856590270998,0.0,0.0,0.0,0.0
35,24,25,-0.09508714079856873,-0.4141714572906494,-0.37617048621177673,-1.258792519569397,0,-3,0,-10,15,2.5,20.547025740146637,0.9831395048898272,0.0,0.16871955637335778,0.09776556990146637,0.0,0.0,0.08740648627281189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08561522364616395,0.0,-0.1393626856803894,0.08911983966827393,0.0,0.09290816255211831,0.0,0.0
36,25,26,0.19381465017795563,0.41254523396492004,0.4889189302921295,1.5044987201690674,0,3,0,12,6,-2.0,21.547486305236816,0.9826479351373822,0.08287290930747987,0.0,0.22921962869167328,0.0,0.0,0.0,-0.21821835041046145,0.08581162095069886,0.0,0.0,0.08745253682136536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09456652311086655,0.0,0.0
37,25,26,0.07162708044052124,0.4149281680583954,0.7472141981124878,1.930193305015564,0,3,1,15,12,1.0,21.441858649253845,0.9821566111698136,0.16837499737739564,0.0,0.08684497475624085,0.0,0.08321616053581238,0.0,0.0,0.0,-0.13829222142696382,0.0,0.0,0.0,-0.21891977787017824,-0.016838674783706695,0.0,0.086509507894516,0.08657204508781434,0.0,0.0,0.16275524377822878,0.0945474534213543
38,25,26,-0.06837902218103409,-0.4086740016937256,-0.5190377235412598,-1.7398971319198608,0,-3,-1,-14,15,2.5,20.980929136276245,0.9816655328642288,0.09398245066404343,0.08389321565628052,0.0,-0.21768746376037598,0.0,0.0,0.0,0.0,-0.10937427282333373,0.0,0.0,0.16723396956920628,0.0,0.08549737334251405,0.08647676706314088,-0.1410192269086838,0.0,0.1769069811517155,0.0,0.0,-0.10435284702777863
39,25,26,0.11842983961105347,-0.4063842296600342,-0.48968806862831116,-1.651721477508545,0,-3,0,-13,0,-5.0,21.19182938337326,0.9811747000977967,-0.2181485414505005,0.0,0.0,0.0,0.0,0.0,-0.2189645528793335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,25,26,0.007006613537669182,-0.4135141372680664,-0.8804292678833008,-2.2098567485809326,0,-3,-1,-18,12,1.0,21.244661927223206,0.9806841127477479,0.0,0.0,0.0,-0.21772303581237795,0.0,0.0,0.0,0.08808130621910096,0.0,0.08575069904327393,0.08515653014183044,0.0,-0.1402574437856674,0.15966546535491943,0.0,0.0,0.09470743807554245,0.0,0.17034033202528956,0.0,0.0
41,25,26,-0.11760678142309189,-0.4013324975967407,-0.8607179522514343,-2.2358815670013428,0,-3,-1,-18,20,5.0,20.942110240459442,0.9801937706913741,0.0,0.0,0.0,-0.21772303581237795,0.0,0.0,0.0,0.08808130621910096,0.0,0.08575069904327393,0.08515653014183044,0.0,-0.1402574437856674,0.15966546535491943,0.0,0.0,0.09470743807554245,0.0,0.17034033202528956,0.0,-0.21772313117980957
42,25,26,-0.2642592489719391,-0.405635267496109,-0.9379178285598755,-2.239800453186035,0,-3,-1,-18,4,-3.0,21.265908360481262,0.9797036738060285,0.0,0.0,0.0,-0.21772303581237795,-0.218468451499939,0.0,0.0,0.08808130621910096,0.0,0.08575069904327393,0.08515653014183044,0.0,-0.1402574437856674,0.15966546535491943,0.0,0.0,0.09470743807554245,0.0,0.17034033202528956,0.0,-0.21772313117980957
43,26,27,0.3093772232532501,0.40968093276023865,0.40822887420654297,1.5399324893951416,0,3,0,12,14,2.0,22.124890685081482,0.9792138219691255,0.08287290930747987,0.0,0.22921962869167328,0.0,0.0,0.0,-0.21821835041046145,0.08581162095069886,0.0,0.0,0.08745253682136536,0.0,0.0,0.0,-0.21819660663604737,0.0,0.0,0.0,0.09456652311086655,0.0,0.08538010120391847
44,26,27,0.2168525606393814,0.4143134355545044,-0.24945315718650818,0.7999482750892639,0,3,0,6,1,-4.5,21.388922452926636,0.978724215058141,0.0,-0.2176905870437622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08617087602615357,0.0,0.0,0.0,0.0,0.0,0.16729105174541475,0.0,0.0,0.0
45,26,27,0.05769976228475571,-0.4083896279335022,-0.7516088485717773,-1.9829611778259277,0,-3,-1,-16,5,-2.5,22.27300864458084,0.978234852950612,0.08604050278663636,0.0,0.08717036247253418,-0.21776876449584961,0.0961098143696785,-0.2184708595275879,0.0,0.0,0.08502709865570068,0.0,0.0,0.0,-0.2176999568939209,0.0,0.0,0.15909260869026187,0.0834851861000061,0.0,0.0,0.08789472579956055,0.06578126406669617
46,26,27,-0.25845596194267273,-0.40110647678375244,-1.1527562141418457,-2.529843330383301,0,-3,-1,-20,6,-2.0,22.593892097473145,0.9777457355241367,0.08805972933769227,0.0,0.0,0.0,0.0,0.0,-0.21826908588409424,0.0,0.0,0.0,0.0,0.08670799136161805,0.0,0.0,0.0,0.08423689603805543,0.0,0.0,0.0,0.08392398953437806,0.0
47,26,27,-0.14306993782520294,-0.40014657378196716,-0.7467749118804932,-2.058662176132202,0,-3,-1,-16,10,0.0,22.09508043527603,0.9772568626563747,0.08604050278663636,0.0,0.08717036247253418,-0.21776876449584961,0.0961098143696785,-0.2184708595275879,0.0,0.0,0.08502709865570068,0.0,-0.2177149295806885,0.0,-0.2176999568939209,0.0,0.0,0.15909260869026187,0.0834851861000061,0.0,0.0,0.08789472579956055,0.06578126406669617
48,26,27,0.10000534355640411,-0.4109635055065155,-0.23076768219470978,-1.3777189254760742,0,-3,0,-11,9,-0.5,21.793041467666626,0.9767682342250465,0.0,0.16113893628120424,0.0,0.17349495868777803,0.0,0.08682911396026612,0.0,0.1804505625629425,0.0,-0.1402177953720093,0.0,0.0,0.0,0.0,0.0,0.0,-0.21768507957458497,0.1742950484097004,0.0,0.0,0.24057684817113018
49,26,27,-0.1931053102016449,-0.41012898087501526,-0.77840656042099,-2.0124495029449463,0,-3,-1,-16,5,-2.5,22.245569944381714,0.976279850107934,0.08604050278663636,0.0,0.08717036247253418,-0.21776876449584961,0.0961098143696785,-0.41526853561401367,0.0,0.0,0.08502709865570068,0.0,-0.2177149295806885,0.0,-0.2176999568939209,0.10360825050234795,0.0,0.15909260869026187,0.0834851861000061,0.0,0.0,0.08789472579956055,0.06578126406669617
50,27,28,-0.17934252321720123,-0.4143972098827362,-0.21028254926204681,-1.4859659671783447,0,-3,0,-12,3,-3.5,22.358838260173798,0.9757917101828801,0.0,0.08490970134735108,0.0,-0.13508801979660987,0.0,0.0,0.0,0.08390918970108033,0.0,0.08376936912536621,0.0,-0.10958673954010009,0.08543296456336975,0.0,0.0,0.0,0.0,0.08453150987625123,0.0,0.0,0.09150792415738107
51,27,28,-0.002436855575069785,0.40800416469573975,0.9094564318656921,2.237823963165283,0,3,1,18,16,3.0,23.227536976337433,0.9753038143277888,0.0,0.0,0.0,0.0,0.0,0.08278346061706543,0.09596114047169686,0.0,0.0,0.0,0.0,0.08783825039863587,0.0,0.0,0.0,0.0,-0.14031068563461302,0.0,0.0,-0.11356059789657594,0.08599526882171632
52,27,28,-0.1253385841846466,0.40930017828941345,-0.005049297586083412,1.1044886112213135,0,3,0,9,3,-3.5,22.697922468185425,0.974816162420625,0.0,0.17736355943083765,0.16094972133636476,-0.21755871772766114,0.08810598850250245,0.0,0.0,0.0878587305545807,-0.10852906107902527,0.10233917407572268,0.08832710385322572,0.0,0.0853247344493866,0.08439007997512818,0.23204438346624373,0.09280354593992235,0.0,0.0863499402999878,0.0,0.08874781131744386,0.0
53,27,28,0.09252975136041641,0.41237175464630127,0.7383114695549011,2.096754550933838,0,3,1,17,4,-3.0,22.885731518268585,0.9743287543394147,0.17420406842827799,0.0,0.08579936623573303,0.0,-0.135661461750865,0.0,0.0,0.0,0.0958320297241211,0.0,0.08498108386993408,0.0,0.0,-0.21768221855163575,0.0,0.08525794744491577,0.0845203459262848,0.0,0.0,0.08528811931610109,-0.21849675178527833
54,27,28,0.05157031491398811,0.4032154977321625,0.813795268535614,2.136164426803589,0,3,1,17,9,-0.5,23.099529087543488,0.973841589962245,0.17420406842827799,0.0,0.08579936623573303,0.0,-0.135661461750865,0.0,0.0,0.0,0.0958320297241211,-0.21801319122314455,0.08498108386993408,0.0,0.0,-0.21768221855163575,0.0,0.08525794744491577,0.0845203459262848,0.0,0.0,0.08528811931610109,-0.21849675178527833
55,28,29,-0.008569962345063686,0.40490591526031494,1.1950581073760986,2.660106897354126,0,3,1,21,6,-2.0,24.204722225666046,0.973354669167264,0.0911772700548172,0.0,0.0,0.08719754219055176,0.0,0.0,-0.21851351261138918,0.0,0.08332210779190063,0.0,0.08397297263145448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,28,29,0.04153509810566902,-0.41660386323928833,0.09372289478778839,-1.0520050525665283,0,-3,0,-8,13,1.5,23.412456691265106,0.9728679918326804,0.0,0.0,0.08515884280204773,0.1632852751016617,0.20191647857572198,0.0,0.08832840919494629,0.0866648256778717,0.0,0.0,0.0,0.0,0.08613235354423524,-0.13938567698001864,0.0,0.0,0.17187102019906048,0.16825368463993073,0.0,0.18286756160185338,0.0
57,28,29,-0.10178179293870926,-0.41841673851013184,-0.4991360902786255,-1.9157191514968872,0,-3,0,-15,8,-1.0,23.28439348936081,0.972381557836764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2192241430282593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,28,29,-0.12217743694782257,-0.4169441759586334,-0.47801297903060913,-1.7695249319076538,0,-3,0,-14,7,-1.5,23.7582129240036,0.9718953670578457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21899323463439943,0.0,0.0,0.08261574506759645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,29,30,0.25726184248924255,0.41516080498695374,0.9459028840065002,2.101121664047241,0,3,1,17,10,0.0,25.745500028133392,0.9714094193743169,0.24507155154287819,0.0,0.08579936623573303,0.0,-0.135661461750865,0.0,0.0,0.09315438053011894,0.0958320297241211,-0.21801319122314455,-0.14254757165908816,0.0,0.0,-0.21768221855163575,0.0,0.08525794744491577,0.0845203459262848,0.0,0.0,0.08528811931610109,-0.21849675178527833
60,29,30,0.02639537677168846,0.4142972528934479,-0.302653431892395,0.6821807622909546,0,3,0,5,13,1.5,24.707523822784424,0.9709237146646298,0.0,0.0,0.0,0.0,0.0,0.0,0.08964869379997253,0.0,0.0,0.0,0.0,0.0,0.0,-0.21787261962890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,29,30,-0.22266480326652527,-0.4086066484451294,0.3032270669937134,-0.7906335592269897,0,-3,0,-6,3,-3.5,24.33403307199478,0.9704382528072976,0.0,0.0849625051021576,0.0961696804523468,-0.21757798194885256,0.0,0.0,0.16628745675086976,0.0,0.17271492918723047,0.0,0.17327407598614694,0.0,0.0,0.0,0.08574047684669495,0.0,0.0,0.0,0.0,0.16769225597381593,0.0
62,29,30,-0.03439905866980553,-0.41137632727622986,-1.4882762432098389,-3.0180699825286865,0,-3,-1,-24,3,-3.5,25.51422429084778,0.9699530336808939,0.0,0.0,0.0,-0.2196415424346924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,29,30,0.21011105179786682,0.4120803475379944,0.4412457346916199,1.671292781829834,0,3,0,13,11,0.5,24.97580862045288,0.9694680571640535,0.08535527586936952,0.0,0.0,0.0,0.0,0.10243153329633953,0.0,0.0,0.0,0.0,0.0,-0.21844139099121096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,29,30,0.07923395931720734,-0.415318101644516,-0.39348575472831726,-1.7880703210830688,0,-3,0,-14,1,-4.5,24.336981415748596,0.9689833231354715,0.0,-0.21901578903198243,0.0,0.0,0.0,0.0,0.0,-0.21899323463439943,0.0,0.08275109529495239,0.08261574506759645,0.0,0.0,0.0,0.0,0.0,0.08585795760154724,0.0,0.0,0.0,0.0
65,30,31,0.2836453914642334,0.41756147146224976,0.8026807904243469,2.186180591583252,0,3,1,17,7,-1.5,26.057148039340973,0.9684988314739038,0.24507155154287819,0.0,0.08579936623573303,0.0,-0.135661461750865,0.0,0.0,-0.1354106398135424,0.0958320297241211,-0.21801319122314455,-0.14254757165908816,0.0,0.09178651840606333,-0.21768221855163575,0.0,0.08525794744491577,0.0845203459262848,0.0,0.0,0.08528811931610109,-0.21849675178527833
66,30,31,0.09963452070951462,0.4078626036643982,0.5911486744880676,1.8861860036849976,0,3,1,15,1,-4.5,26.131341755390167,0.9680145820581669,0.16837499737739564,-0.21801929473876955,0.08684497475624085,0.0,0.08321616053581238,0.08301898241043092,0.0,0.0,-0.030102353239059465,0.07343458005607129,0.0,0.08842141628265382,-0.13108096294403077,-0.016838674783706695,0.0,0.086509507894516,0.08657204508781434,0.06387100310325622,0.0,0.23164451670646669,0.0945474534213543
67,30,31,0.15612472593784332,0.41564545035362244,0.06520487368106842,1.3352969884872437,0,3,0,11,20,5.0,25.31356430053711,0.9675305747671379,0.0,0.08349696397781373,0.16411226511001586,0.0,0.0,0.10344013023155332,0.0841951847076416,0.08272389173507691,0.1803835923087597,0.0,0.0,0.0,0.0,0.08422890901565552,0.16645074129104614,0.0,0.08510209918022156,-0.21827924251556396,0.0,0.24444698329615594,-0.21869258880615236
68,30,31,-0.05245067551732063,0.40924087166786194,0.27662643790245056,1.473267912864685,0,3,0,12,6,-2.0,25.954458594322205,0.9670468094797544,0.08287290930747987,0.0,0.22921962869167328,0.09708358224630356,0.0,0.0,-0.4143168663978577,0.08581162095069886,0.0,0.0,0.08745253682136536,0.0,0.0,0.0,-0.10873220801353453,0.0,0.0,0.0,0.09456652311086655,0.0,0.08538010120391847
69,31,32,0.2907860279083252,0.4018397629261017,1.0734078884124756,2.404057502746582,0,3,1,19,6,-2.0,27.648512721061707,0.9665632860750146,0.08359589576721192,0.08280853629112245,0.08749926686286927,-0.21851563453674316,0.0,0.1629368442296982,-0.21803898811340333,-0.21790032386779787,0.08698006272315979,0.09197304923534394,0.0,0.14395799283981325,0.0,0.08329952955245973,0.0,0.0859675407409668,0.0,0.0,0.08784862756729127,0.0,0.0
70,31,32,-0.2617327570915222,-0.4107467532157898,-0.8984196186065674,-2.2221713066101074,0,-3,-1,-18,1,-4.5,27.270315945148468,0.9660800044319772,0.0,-0.21896936893463137,0.0,-0.21772303581237795,-0.218468451499939,0.0,0.0,0.08808130621910096,0.0,0.08575069904327393,0.08515653014183044,0.0,-0.1402574437856674,0.15966546535491943,0.0,0.0,0.09470743807554245,0.0,0.17034033202528956,0.0,-0.21772313117980957
