episode,step,ep_length,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4
1,12,13,-0.04206421226263046,0.4138387441635132,1.311682105064392,2.4797027111053467,0,3,1,20,0,-5.0,8.676367282867432,1.0,-0.21898488998413088,0.0,0.0,0.0,0.0
2,14,15,0.03874953091144562,0.40451544523239136,0.5568307042121887,1.4807389974594116,0,3,1,12,2,0.0,10.431243360042572,0.995,0.0,0.0,-0.2176081657409668,0.0,0.0
3,14,15,-0.10799311846494675,-0.4078477621078491,-1.5111145973205566,-2.796360969543457,0,-3,-2,-22,4,5.0,10.777969300746918,0.990025,0.0,0.0,0.0,0.0,-0.21872613430023194
4,15,16,-0.2790583074092865,-0.41563329100608826,-0.9364520311355591,-2.0271387100219727,0,-3,-1,-16,0,-5.0,11.666794300079346,0.985074875,-0.21924920082092286,0.0,0.0,0.0,0.0
5,16,17,0.16518576443195343,0.41033241152763367,1.2436552047729492,2.4888246059417725,0,3,1,20,0,-5.0,12.541425585746765,0.9801495006250001,-0.41577689170837406,0.0,0.08316273093223572,0.0,0.0
6,16,17,0.05108814314007759,0.4181259870529175,0.009138969704508781,0.7891674041748047,0,3,0,6,2,0.0,12.324467539787292,0.9752487531218751,0.08540377616882325,0.0,-0.21820378303527832,0.0,0.08934879302978516
7,17,18,-0.01653682067990303,-0.41847190260887146,-0.23901361227035522,-1.160292148590088,0,-3,0,-9,3,2.5,13.126254260540009,0.9703725093562657,0.0,0.08886364102363586,0.0958806434571743,-0.1398187130689621,0.0
8,18,19,0.11281390488147736,0.3941297233104706,1.469385027885437,2.851282835006714,0,3,1,23,2,0.0,14.502176225185394,0.9655206468094844,0.0,0.0,-0.21783666610717775,0.0,0.0
9,18,19,0.249563068151474,0.4068461060523987,0.36136698722839355,1.2879830598831177,0,3,0,10,3,2.5,14.433918476104736,0.960693043575437,0.09836861348152161,0.0,0.08461812138557434,-0.13016556577563165,0.0
10,18,19,0.09542635828256607,0.40506917238235474,0.8801757097244263,1.9902255535125732,0,3,1,16,0,-5.0,14.63651293516159,0.9558895783575597,-0.21783242225646973,0.2674499009335799,0.08839765191078186,0.0,0.08287376165390015
11,19,20,-0.04801132529973984,0.40596243739128113,0.3589935898780823,1.3804523944854736,0,3,0,11,2,0.0,15.029159128665924,0.9511101304657719,0.0,0.0,-0.13208283280187016,0.11677744960620298,0.10274838199132204
12,19,20,-0.0880114957690239,-0.40799614787101746,-0.1991664469242096,-1.1778297424316406,0,-3,0,-9,1,-2.5,14.926077127456665,0.946354579813443,0.0,-0.06912414640188219,0.5338870279885277,-0.028067619629979113,0.09659596657752992
13,19,20,0.24800431728363037,0.395812451839447,1.7137291431427002,3.1238200664520264,0,3,2,25,3,2.5,15.869033813476562,0.9416228069143757,0.0,0.08658471107482911,0.0,-0.2183171033859253,0.0
14,19,20,-0.08639094978570938,-0.4023415744304657,-0.8126559853553772,-1.9720842838287354,0,-3,-1,-16,4,5.0,15.320205688476562,0.9369146928798039,-0.21924920082092286,0.0,0.0,0.08765373826026918,-0.21758995056152344
15,20,21,0.25724461674690247,0.41108834743499756,0.42228254675865173,1.5373706817626953,0,3,0,12,3,2.5,15.814244031906128,0.9322301194154049,0.0,0.0,0.0,-0.2183377742767334,0.0
16,20,21,-0.07213599234819412,-0.4158315360546112,-0.7311079502105713,-1.8813375234603882,0,-3,-1,-15,0,-5.0,16.304306209087372,0.9275689688183278,-0.21914944648742676,0.09690106160189105,0.37475451061028875,0.18414719301755525,0.26277510888027816
17,20,21,0.01652807928621769,0.3998764157295227,0.9402413964271545,2.119053602218628,0,3,1,17,3,2.5,16.48108822107315,0.9229311239742362,0.1074664994328803,0.0,0.08693534135818481,-0.2178513526916504,0.08517329692840576
18,20,21,-0.040269121527671814,-0.40446609258651733,-0.5854556560516357,-1.6264227628707886,0,-3,-1,-13,3,2.5,16.49778914451599,0.918316468354365,0.0,0.0,0.25290511896255913,-0.21760756969451905,0.1783149656325579
19,21,22,-0.032745204865932465,0.41591742634773254,-0.07661373168230057,0.8285617232322693,0,3,0,7,3,2.5,16.93765026330948,0.9137248860125932,0.0,0.08589390516281128,0.28155772472091156,-0.12916143873010827,0.08363671898841858
20,21,22,-0.14803792536258698,-0.402849942445755,-0.9608945250511169,-2.2622413635253906,0,-3,-1,-18,4,5.0,17.14817374944687,0.9091562615825302,0.0,0.1795860697461399,0.0,0.10620540785321807,-0.12432610059783725
21,22,23,0.25479498505592346,0.41115009784698486,0.538425624370575,1.6586806774139404,0,3,1,13,0,-5.0,18.15972548723221,0.9046104802746175,0.03191759320636692,0.299558673225498,0.19356526052787199,0.2676787202384989,0.08841758966445923
22,22,23,-0.13998721539974213,-0.4101760685443878,-0.8553394675254822,-2.127037286758423,0,-3,-1,-17,3,2.5,18.125100314617157,0.9000874278732445,0.0878738582134247,0.09449881479400325,0.0,-0.034229340090103116,0.20315944276459275
23,22,23,0.029722046107053757,0.4108066260814667,0.12869328260421753,1.0932931900024414,0,3,0,9,0,-5.0,18.149055123329163,0.8955869907338783,0.0773378147982538,0.0,0.0,0.18013819128227235,0.19554635189804737
24,22,23,0.07894901186227798,0.4138476252555847,-0.20653897523880005,0.7929326891899109,0,3,0,6,2,0.0,17.409340739250183,0.8911090557802088,0.08540377616882325,0.0970221011221409,-0.19290604006991902,0.0,0.08934879302978516
25,22,23,-0.12062880396842957,-0.41850921511650085,-0.9013056755065918,-2.1570041179656982,0,-3,-1,-17,3,2.5,18.300204157829285,0.8866535105013078,0.0878738582134247,0.09449881479400325,0.0,-0.25006082826889797,0.20315944276459275
26,22,23,0.0725114718079567,0.41244804859161377,0.45832952857017517,1.5647331476211548,0,3,0,13,0,-5.0,18.08674728870392,0.8822202429488013,-0.218121075630188,0.0,0.0,0.0,0.0
27,22,23,-0.28428715467453003,-0.41850826144218445,-0.10432782769203186,-1.0782227516174316,0,-3,0,-9,4,5.0,18.022772312164307,0.8778091417340573,0.0,0.12736362967054105,0.6962839587069743,-0.028067619629979113,-0.1313064183950424
28,23,24,0.05931689962744713,0.4121037423610687,0.5916774272918701,1.5773383378982544,0,3,1,13,1,-2.5,19.651071667671204,0.8734200960253871,0.03191759320636692,0.051388794710626434,0.19356526052787199,0.2676787202384989,0.08841758966445923
