episode,step,ep_length,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4
1,14,15,-0.17721492052078247,-0.4030996561050415,-1.0369696617126465,-2.133995532989502,0,-3,-1,-17,2,0.0,10.60814779996872,1.0,0.0,0.0,-0.32702189683914185,0.0,0.0
2,15,16,-0.11072428524494171,-0.40609976649284363,-1.6002800464630127,-2.969956159591675,0,-3,-2,-24,2,0.0,11.601432740688324,0.9995,0.0,0.0,-0.32843992710113523,0.0,0.0
3,16,17,-0.15183578431606293,-0.41414666175842285,-0.910656750202179,-2.0398201942443848,0,-3,-1,-16,2,0.0,12.406097829341888,0.9990002500000001,0.1326680302619934,0.1327855110168457,-0.04528008583188056,0.0,0.0
4,16,17,0.2822827398777008,0.41195398569107056,1.7251302003860474,3.118945598602295,0,3,2,25,4,5.0,12.8666170835495,0.9985007498750001,0.0,0.0,0.0,0.0,-0.32976547479629514
5,17,18,0.01277210284024477,0.40901482105255127,0.9014632105827332,2.052419662475586,0,3,1,16,4,5.0,13.327454149723053,0.9980014995000627,0.1310739755630493,0.0,0.5233437517851591,0.29634376863241196,-0.3280448913574219
6,17,18,-0.09934449940919876,-0.41427507996559143,-0.7036116123199463,-1.7621502876281738,0,-3,-1,-14,3,2.5,13.395564138889313,0.9975024987503127,0.0,0.25896627902984615,0.0,-0.2354560580849647,0.0
7,17,18,0.2987605035305023,0.40600377321243286,0.6577061414718628,1.671925663948059,0,3,1,13,4,5.0,13.521181344985962,0.9970037475009376,0.13245669901371002,0.0,0.0,0.0,-0.32718801498413086
8,18,19,0.023436088114976883,0.4082341194152832,0.35695701837539673,1.3607910871505737,0,3,0,11,1,-2.5,14.019063591957092,0.9965052456271871,0.0,-0.3265699982643127,0.0,0.0,0.16369381901621818
9,18,19,0.04043002054095268,0.4060017764568329,0.5625550150871277,1.6090227365493774,0,3,1,13,1,-2.5,14.227592647075653,0.9960069930043736,0.13245669901371002,-0.32658523321151733,0.0,0.0,-0.32718801498413086
10,18,19,-0.17886224389076233,-0.39875948429107666,-1.1716012954711914,-2.4188787937164307,0,-3,-1,-19,0,-5.0,14.523824691772461,0.9955089895078715,-0.3271750330924988,0.12472856640815734,0.0,0.0,0.0
11,18,19,-0.0567224957048893,0.4091853201389313,0.7994765043258667,1.9237087965011597,0,3,1,15,0,-5.0,14.415978133678436,0.9950112350131176,-0.10766727983951566,0.1295345038175583,0.0,0.12690167427062987,0.1314029663801193
12,18,19,0.2251122146844864,0.40625709295272827,1.0182816982269287,2.227041244506836,0,3,1,18,4,5.0,14.372538268566132,0.9945137293956111,0.2184758698940277,0.12882075905799864,0.12754856050014496,0.0,-0.24129514485597614
13,18,19,0.012820134870707989,-0.4104584753513336,-1.2552024126052856,-2.5624144077301025,0,-3,-1,-20,3,2.5,14.430393099784851,0.9940164725309134,0.0,0.0,0.0,-0.19807309806346893,0.0
14,18,19,-0.3457425534725189,-0.4137062132358551,-2.2533116340637207,-3.916623592376709,0,-3,-2,-31,1,-2.5,14.810091495513916,0.993519464294648,0.0,-0.33084161281585694,0.0,0.0,0.0
15,18,19,0.039956387132406235,0.4185105562210083,1.3474483489990234,2.6543307304382324,0,3,1,21,0,-5.0,14.555456101894379,0.9930227045625007,-0.32932080030441285,0.0,0.0,0.0,0.0
16,19,20,0.09389351308345795,0.414016991853714,0.9745802283287048,2.1349549293518066,0,3,1,17,1,-2.5,15.58885282278061,0.9925261932102195,0.0,-0.3282579302787781,0.12428849637508392,0.0,0.0
17,20,21,0.26333925127983093,0.396779328584671,1.1554744243621826,2.3818581104278564,0,3,1,19,4,5.0,16.73386937379837,0.9920299301136144,0.0,0.12894893288612366,0.1263849288225174,0.0,-0.3268773794174194
18,20,21,-0.21680881083011627,-0.40264585614204407,-1.1484251022338867,-2.514754295349121,0,-3,-1,-20,3,2.5,16.156584322452545,0.9915339151485576,0.0,0.0,0.0,-0.5644102576375007,0.0
19,21,22,0.3598097860813141,0.3956570029258728,0.9173656702041626,2.079740047454834,0,3,1,17,4,5.0,17.570187509059906,0.9910381481909833,0.0,-0.3282579302787781,0.25080682039260865,0.0,-0.3263730525970459
20,21,22,0.00691865524277091,-0.407941073179245,-0.4432404339313507,-1.5560790300369263,0,-3,0,-12,4,5.0,17.011155605316162,0.990542629116888,0.0,0.0,0.0,0.0,-0.3265971779823303
21,21,22,-0.09278657287359238,0.4114813804626465,0.9663174748420715,2.3013229370117188,0,3,1,18,1,-2.5,16.970590889453888,0.9900473578023296,0.2184758698940277,-0.19932219386100772,0.12754856050014496,0.0,-0.24129514485597614
22,21,22,-0.17343872785568237,-0.4112236499786377,-1.0770013332366943,-2.4033291339874268,0,-3,-1,-19,3,2.5,17.24971067905426,0.9895523341234285,-0.3271750330924988,0.12472856640815734,0.0,-0.3282332181930542,0.0
23,21,22,0.26813632249832153,0.39949020743370056,0.9161450266838074,2.2204225063323975,0,3,1,18,3,2.5,17.02370148897171,0.9890575579563669,0.2184758698940277,-0.19932219386100772,0.12754856050014496,-0.3268575668334961,-0.24129514485597614
24,22,23,0.24554796516895294,0.41484320163726807,0.5936439633369446,1.7115930318832397,0,3,1,14,3,2.5,18.237622320652008,0.9885630291773887,0.16748971447348593,0.22417860925197602,0.1325265884399414,-0.07135143004320146,0.45510898724877835
25,22,23,0.1337425410747528,0.40958449244499207,1.0059444904327393,2.404780864715576,0,3,1,19,4,5.0,17.85798215866089,0.9880687476628001,0.0,0.12894893288612366,0.1263849288225174,0.22543349236249927,-0.6554450869560241
26,22,23,-0.2418498396873474,-0.40020546317100525,-1.0870130062103271,-2.423579216003418,0,-3,-1,-19,2,0.0,18.33731895685196,0.9875747132889687,-0.09769329071044924,0.12472856640815734,-0.32701570987701417,-0.19680494964122772,0.0
27,22,23,0.11260712146759033,0.3940978944301605,1.2209222316741943,2.6619551181793213,0,3,1,21,1,-2.5,18.113125383853912,0.9870809259323243,-0.32932080030441285,-0.326354455947876,0.0,0.0,0.0
28,23,24,-0.27921009063720703,-0.4019611179828644,-1.2363250255584717,-2.6437618732452393,0,-3,-1,-21,4,5.0,19.347325563430786,0.9865873854693582,0.12881312370300294,0.0,0.12568144798278807,0.0,-0.3271530032157898
29,23,24,0.37377220392227173,0.3969666659832001,1.1446748971939087,2.388561725616455,0,3,1,19,2,0.0,19.704033315181732,0.9860940917766235,0.0,0.12894893288612366,-0.2380868151783943,0.22543349236249927,-0.6554450869560241
30,24,25,-0.3634963929653168,-0.4053269326686859,-0.9518850445747375,-2.1900408267974854,0,-3,-1,-18,2,0.0,20.566602528095245,0.9856010447307353,0.13196272552013397,0.2572463661432266,-0.23819372892379764,0.12659651041030884,0.13075971901416777
31,25,26,0.22548304498195648,0.4143606126308441,0.0032120980322360992,1.179019570350647,0,3,0,9,3,2.5,20.22812843322754,0.98510824420837,0.12838706374168396,0.26592108607292175,0.13295723497867584,-0.23422152400016782,0.17739391934260723
32,25,26,0.04323471337556839,0.409028023481369,0.3348066508769989,1.2951469421386719,0,3,0,10,0,-5.0,21.476162672042847,0.9846156900862658,-0.1958002120256424,0.47082699370293707,0.13167124092578888,0.12711869180202484,0.0
33,25,26,0.011554505676031113,0.3922366499900818,1.4459484815597534,2.948202133178711,0,3,1,24,4,5.0,21.456373751163483,0.9841233822412228,0.0,0.0,0.0,0.0,-0.32699396610260006
34,25,26,-0.09672977775335312,-0.41520747542381287,0.14057163894176483,-0.8289309144020081,0,-3,0,-7,0,-5.0,20.85357439517975,0.9836313205501022,-0.32734673023223876,0.3207492921844125,0.0,0.12673352658748627,0.3544428420066833
35,25,26,0.2852289080619812,0.41229501366615295,-0.13182777166366577,0.853040874004364,0,3,0,7,4,5.0,20.77591121196747,0.9831395048898272,0.13281317353248595,0.13093315958976745,0.46388518876856033,0.2971029740273953,0.21700766763190626
36,26,27,-0.17060688138008118,-0.41789478063583374,-1.0677350759506226,-2.488123655319214,0,-3,-1,-20,1,-2.5,22.216058313846588,0.9826479351373822,0.0,-0.32958791255950926,0.0,-0.36488247594237333,0.0
37,26,27,-0.04656112939119339,-0.40843111276626587,-0.9519965648651123,-2.3034942150115967,0,-3,-1,-18,2,0.0,22.275771141052246,0.9821566111698136,0.13196272552013397,0.2572463661432266,-0.5661236071586608,0.30911286375937164,0.13075971901416777
38,26,27,0.06185556948184967,-0.39801108837127686,-0.8110342025756836,-2.037191867828369,0,-3,-1,-16,1,-2.5,22.408037185668945,0.9816655328642288,0.2166722023487091,-0.17104766142368316,0.13422299257814885,0.281310459421277,0.1329525589942932
39,26,27,0.0004911793512292206,-0.410984069108963,-0.1973070204257965,-1.301647663116455,0,-3,0,-10,0,-5.0,21.887657403945923,0.9811747000977967,0.04576446984440083,0.12503761053085327,0.12891663014888763,0.35652060091495513,0.163842441791296
40,26,27,0.033075012266635895,-0.3961017429828644,-1.180754542350769,-2.583174467086792,0,-3,-1,-21,2,0.0,22.47917151451111,0.9806841127477479,0.12881312370300294,0.0,-0.2010071039199829,0.0,-0.3271530032157898
41,27,28,0.03680885210633278,0.41351014375686646,1.1457464694976807,2.6473848819732666,0,3,1,21,4,5.0,23.0076504945755,0.9801937706913741,-0.32932080030441285,-0.13499276891827586,0.0,0.0,-0.3293923258781433
42,27,28,0.19521991908550262,0.39504876732826233,0.7694936990737915,2.157097101211548,0,3,1,17,4,5.0,22.914146780967712,0.9797036738060285,0.12883545756340026,-0.3282579302787781,0.25080682039260865,0.0,-0.34909362378001213
43,27,28,0.04063190147280693,0.4160412847995758,-0.21477030217647552,0.8099572658538818,0,3,0,6,1,-2.5,22.57118707895279,0.9792138219691255,0.44568410470783715,-0.19825377166271207,0.38755872830450533,0.2971559650403747,0.2633741945028305
44,27,28,0.05834748223423958,-0.4127047657966614,-0.837602972984314,-2.266512393951416,0,-3,-1,-18,4,5.0,22.890169382095337,0.978724215058141,0.2569124311208725,0.3840421623408794,-0.5661236071586608,0.30911286375937164,-0.19732740819454192
45,27,28,-0.10648448020219803,-0.40865880250930786,-1.3416012525558472,-2.725398063659668,0,-3,-1,-22,1,-2.5,23.536503732204437,0.978234852950612,0.0,-0.3286577582359314,0.0,0.0,0.16277120311260224
46,27,28,0.34108951687812805,0.3960273265838623,1.1617439985275269,2.242771863937378,0,3,1,18,4,5.0,23.751743495464325,0.9777457355241367,0.2184758698940277,-0.19932219386100772,0.12754856050014496,-0.09888719916343691,-0.5679018715023995
47,27,28,-0.28530892729759216,-0.4144214391708374,-0.20480528473854065,-1.3425523042678833,0,-3,0,-11,1,-2.5,22.949315071105957,0.9772568626563747,0.0,-0.06817912427186965,0.22059577256441115,0.0,0.284574416937232
48,27,28,-0.07815173268318176,-0.4102640748023987,-0.9685289263725281,-2.2470827102661133,0,-3,-1,-18,3,2.5,23.442849814891815,0.9767682342250465,0.2569124311208725,0.3840421623408794,-0.5661236071586608,-0.07355664977021903,0.03346016585826872
49,28,29,0.24878032505512238,0.4048177897930145,0.9267715215682983,2.371727466583252,0,3,1,19,0,-5.0,23.97683149576187,0.976279850107934,-0.2116624025541365,0.12894893288612366,0.08966597333550452,0.22543349236249927,-0.4293841677904129
50,28,29,0.3108793795108795,0.4075544476509094,0.8539572358131409,2.1299943923950195,0,3,1,17,0,-5.0,24.44655156135559,0.9757917101828801,-0.23706016480922698,-0.3282579302787781,0.25080682039260865,0.0,-0.34909362378001213
51,28,29,-0.028241539373993874,-0.4064512252807617,-1.1185033321380615,-2.4133780002593994,0,-3,-1,-19,1,-2.5,24.68030720949173,0.9753038143277888,-0.09769329071044924,0.11825195971548558,0.0598230626106262,0.0421958301617861,0.1680374049335718
52,28,29,0.27360397577285767,0.41713032126426697,0.41772061586380005,1.691160798072815,0,3,0,14,2,0.0,23.781853437423706,0.974816162420625,0.0,0.0,-0.3283088207244873,0.0,0.0
53,29,30,-0.12311851978302002,-0.4111553430557251,0.3296813666820526,-0.752012312412262,0,-3,0,-6,1,-2.5,24.329259276390076,0.9743287543394147,0.06071141478538514,-0.3265714287757873,0.17235287545323372,0.1255379319190979,0.34186703145503994
54,29,30,-0.010444181971251965,-0.39714181423187256,-1.0987803936004639,-2.383011817932129,0,-3,-1,-19,2,0.0,25.591420829296112,0.973841589962245,-0.09769329071044924,0.11825195971548558,-0.31546930681228635,0.0421958301617861,0.1680374049335718
55,29,30,-0.08545142412185669,-0.3940354585647583,-1.7091648578643799,-3.0944247245788574,0,-3,-2,-25,0,-5.0,26.0627378821373,0.973354669167264,-0.17298326629400254,0.0,0.12526244223117827,0.0,0.0
56,29,30,-0.2966110408306122,-0.3986244201660156,-1.2806005477905273,-2.73034405708313,0,-3,-1,-22,4,5.0,25.572162091732025,0.9728679918326804,0.0,-0.3286577582359314,0.12616478204727172,0.0,-0.21289315562009814
57,29,30,0.22292505204677582,0.4166034460067749,0.6080009341239929,2.0246737003326416,0,3,1,16,4,5.0,24.70414227247238,0.972381557836764,0.5225037320388973,0.31640514329373837,0.6823793003094074,0.5295697152042389,-0.65706707239151
