episode,step,ep_length,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1,q_2,q_3,q_4
1,11,12,-0.041106726974248886,0.40963056683540344,1.474522590637207,2.6715152263641357,0,3,1,21,2,0.0,7.822156548500061,0.9945137293956111,0.0,0.0,-0.1095080852508545,0.0,0.0
2,13,14,0.04013104364275932,0.39966249465942383,1.0749783515930176,2.1666810512542725,0,3,1,17,3,2.5,9.594665229320526,0.993519464294648,0.0,0.0,0.0,-0.10893347263336182,0.0
3,15,16,0.2763163149356842,0.39922094345092773,1.1154392957687378,2.2801034450531006,0,3,1,18,2,0.0,11.509156346321106,0.9925261932102195,0.04395495653152466,0.0,-0.10890250205993653,0.04508107599941254,0.0
4,15,16,0.26751524209976196,0.41357216238975525,1.4603739976882935,2.7402005195617676,0,3,1,22,1,-2.5,11.787456810474396,0.9925261932102195,0.0,-0.10965073108673096,0.0,0.0,0.0
5,16,17,0.30120784044265747,0.41417455673217773,0.8765707015991211,1.9857494831085205,0,3,1,16,3,2.5,12.404793322086334,0.9920299301136144,0.0,0.0,0.04350264014303684,-0.0695712074637413,0.0
6,16,17,-0.023788655176758766,0.4185909032821655,1.2268342971801758,2.493582248687744,0,3,1,20,3,2.5,12.34278291463852,0.9920299301136144,0.0,0.0,0.0,-0.03615699768447876,0.0
7,16,17,0.051904525607824326,0.41650545597076416,0.7143000960350037,1.7574542760849,0,3,1,14,1,-2.5,12.41986471414566,0.9920299301136144,0.04447325766086579,-0.1093708872795105,0.042840498685836795,0.08291648909449578,0.08214156240224839
8,16,17,-0.13465942442417145,-0.40471670031547546,-1.1062711477279663,-2.2606332302093506,0,-3,-1,-18,4,5.0,12.728530287742615,0.9920299301136144,0.0,0.043894422054290776,0.0,0.04430365562438965,-0.06744102269411087
9,16,17,-0.3975616991519928,-0.4172776937484741,-2.096982479095459,-3.656618356704712,0,-3,-2,-29,0,-5.0,12.91920804977417,0.9920299301136144,-0.11039236783981324,0.0,0.0,0.0,0.0
10,17,18,-0.22343309223651886,-0.3956466019153595,-1.5145100355148315,-2.820646047592163,0,-3,-2,-23,2,0.0,13.884794473648071,0.9915339151485576,0.0,0.04177553057670594,-0.06890413373708726,0.0,0.0
11,17,18,0.12816046178340912,0.41387778520584106,0.628242015838623,1.65560781955719,0,3,1,13,1,-2.5,13.410801947116852,0.9915339151485576,0.0,-0.06480409117370843,0.16550636698889237,0.04441173672676087,0.0
12,17,18,-0.0867878720164299,-0.39269566535949707,-1.1512563228607178,-2.363269090652466,0,-3,-1,-19,0,-5.0,13.578831613063812,0.9915339151485576,-0.0679977360367775,0.0,0.04441445451676845,0.04271226823329926,0.04262359142303467
13,17,18,-0.2654116749763489,-0.40557295083999634,-1.5953583717346191,-3.007986545562744,0,-3,-2,-24,1,-2.5,13.557768702507019,0.9915339151485576,0.0,-0.10953400135040284,0.04326915144920349,0.0,0.0433792769908905
14,17,18,0.10158240050077438,0.41748204827308655,0.7272019982337952,1.7505193948745728,0,3,1,14,1,-2.5,13.671089231967926,0.9915339151485576,0.04447325766086579,-0.21331236660480501,0.042840498685836795,0.08291648909449578,0.08214156240224839
15,17,18,-0.11535871028900146,-0.40758976340293884,-0.7292835116386414,-1.804331660270691,0,-3,-1,-14,4,5.0,13.363094508647919,0.9915339151485576,0.0439761697024107,0.0,0.04169353246688843,0.16723837477111178,-0.10894849300384522
16,18,19,-0.072808638215065,-0.4071027338504791,-1.0731345415115356,-2.3132591247558594,0,-3,-1,-19,2,0.0,14.378989100456238,0.9910381481909833,-0.0679977360367775,0.0,-0.06706018733367325,0.04271226823329926,0.04262359142303467
17,18,19,-0.00745944632217288,-0.41745901107788086,0.2079351246356964,-0.6154096126556396,0,-3,0,-5,2,0.0,13.83078944683075,0.9910381481909833,0.0,0.0,-0.06661982536315919,0.0,0.0
18,19,20,-0.2887740731239319,-0.40356603264808655,-1.0463874340057373,-2.2645466327667236,0,-3,-1,-18,1,-2.5,15.525122225284576,0.990542629116888,0.0,-0.027979187935590746,0.0,0.04430365562438965,-0.06744102269411087
19,19,20,0.28946635127067566,0.41842320561408997,1.456676721572876,2.87565279006958,0,3,1,23,4,5.0,15.534228682518005,0.990542629116888,0.0,0.0,0.0,0.0,-0.11010988950729371
