update_step,actor_loss,critic_loss,entropy,alpha
0,0.00012561914045363664,60.29902172088623,1.4175001561641694,
1,0.0003375933622010052,44.60146083831787,1.4145219922065735,
2,0.0002637324621900916,43.89090576171875,1.413237178325653,
3,0.000559280754532665,44.785639953613284,1.4155497193336486,
4,0.0013233345234766603,44.0383825302124,1.4161032617092133,
5,0.00046693747863173484,42.3304666519165,1.415281057357788,
6,0.000369025650434196,44.78227577209473,1.4167820751667022,
7,0.000816802738700062,42.54027900695801,1.4179733991622925,
8,-6.160684861242772e-05,43.08306751251221,1.4210243821144104,
9,0.0013038610166404396,42.96381855010986,1.422150546312332,
10,0.001250770819024183,41.5556718826294,1.422151756286621,
11,0.0007130618207156659,41.4834285736084,1.4223625004291534,
12,0.0004843557660933584,38.49928970336914,1.422855669260025,
13,-0.0013590141345048324,38.9352502822876,1.4247935116291046,
14,0.0013776457170024514,41.05918884277344,1.42515230178833,
15,0.0012867616023868322,38.659427642822266,1.4256071865558624,
16,-0.00011402526870369911,39.62757244110107,1.4266223311424255,
17,-0.0015684739948483184,38.11418895721435,1.4278514981269836,
18,0.00014679436280857773,37.2423189163208,1.4284436225891113,
19,-0.0012337966356426478,37.52638530731201,1.4298308074474335,
20,-0.00422368993749842,36.565062522888184,1.4311204373836517,
21,-0.006347947107860819,34.48010902404785,1.4312937438488007,
22,-0.005980141594773158,34.19411392211914,1.4328315317630769,
23,-0.004409085353836417,34.080078125,1.4336717545986175,
24,-0.007960843603359535,33.6447021484375,1.434754455089569,
25,-0.006616080563981086,33.88272132873535,1.4386646449565887,
26,-0.0012742804363369941,35.010442924499515,1.4413523197174072,
27,0.0032725355122238398,34.261698150634764,1.4409093856811523,
28,0.00213935551000759,34.09289321899414,1.443470984697342,
29,-0.0012336441781371833,35.53189563751221,1.4449689745903016,
30,-0.0007215288467705249,35.770329284667966,1.442035621404648,
31,0.00011088958708569408,35.123534965515134,1.4403675734996795,
32,0.002239235769957304,35.02093849182129,1.436238181591034,
33,0.001802246505394578,34.61442337036133,1.4326735198497773,
34,0.0014742456376552581,34.55572986602783,1.430008441209793,
35,0.0008118775207549333,35.75607528686523,1.429136037826538,
36,-0.00044401902705430983,35.768012046813965,1.4305262207984923,
37,-0.0038243422051891683,35.623578262329104,1.4297403633594512,
38,0.0008571475744247436,34.00788536071777,1.429127275943756,
39,6.519859307445586e-05,33.421896362304686,1.4307825982570648,
40,-0.0008614119462436066,34.22525691986084,1.4312591791152953,
41,0.0021227429155260325,32.46694412231445,1.4317059636116027,
42,0.0007918090326711535,30.321197032928467,1.432564228773117,
43,9.799214312806725e-05,29.623173904418945,1.4334146142005921,
44,0.0004478342569200322,28.535805797576906,1.433727151155472,
45,0.001575228665024042,29.287933540344238,1.434313064813614,
46,0.00041558053344488145,27.78755912780762,1.434078460931778,
47,0.00023094182834029197,25.945817470550537,1.4316682934761047,
48,-0.0008391619776375592,25.75065803527832,1.4288001120090486,
49,-0.0021941504906862973,26.406687641143797,1.4297321736812592,
50,-0.0016389748285291716,25.97624988555908,1.4302932977676392,
51,7.212383206933737e-05,24.96419162750244,1.4295152604579926,
52,0.0008514670247677713,26.603409004211425,1.4296105325222015,
