update_step,actor_loss,critic_loss,entropy,alpha
0,-0.002360682003200054,7.098143577575684,1.4189385175704956,
1,0.027913816273212433,7.018337249755859,1.4194384813308716,
2,0.036401282995939255,6.918118953704834,1.4198362827301025,
3,0.015300823375582695,6.790376663208008,1.4202781915664673,
4,0.004114098846912384,6.648295879364014,1.4207170009613037,
5,-0.0023992806673049927,6.533428192138672,1.4211229085922241,
6,-0.042533423751592636,6.557147979736328,1.4214826822280884,
7,-0.01605137437582016,6.698144435882568,1.4216232299804688,
8,-0.0010732337832450867,6.808786869049072,1.4217084646224976,
9,-0.01932843029499054,6.795912265777588,1.4217967987060547,
10,-0.010666165500879288,6.892112731933594,1.4218329191207886,
11,-0.02417309209704399,6.649917125701904,1.4218493700027466,
12,-0.01397131197154522,6.740451812744141,1.421817660331726,
13,-0.025987062603235245,6.623532295227051,1.4217677116394043,
14,-0.016960997134447098,6.738152503967285,1.421676754951477,
15,0.009661495685577393,6.856782913208008,1.4215691089630127,
16,-0.028763066977262497,7.040895462036133,1.421502709388733,
17,0.015499979257583618,7.0298566818237305,1.4213961362838745,
18,-0.04392210394144058,6.974280834197998,1.421339750289917,
19,0.004174917936325073,6.66522216796875,1.4212216138839722,
20,-0.005264021456241608,6.8137102127075195,1.4211299419403076,
21,0.00286942720413208,7.24083137512207,1.4210460186004639,
22,0.0383785255253315,7.599932670593262,1.4209829568862915,
23,0.011935234069824219,7.089956760406494,1.420997142791748,
24,0.02006610482931137,6.979909896850586,1.4210351705551147,
25,-0.02894504740834236,7.688572883605957,1.421104907989502,
26,-0.021700648590922356,8.086908340454102,1.4211328029632568,
27,0.0026358040049672127,8.049043655395508,1.421133041381836,
28,-0.036111243069171906,8.477636337280273,1.4211442470550537,
29,-0.021271882578730583,8.860661506652832,1.4211101531982422,
30,-0.008151944726705551,7.515254020690918,1.4210560321807861,
31,0.006983899511396885,7.010774612426758,1.421002745628357,
32,0.014516785740852356,9.512312889099121,1.420969009399414,
33,-0.00907205045223236,8.36978530883789,1.4209651947021484,
34,-0.0038428455591201782,7.979785919189453,1.4209568500518799,
35,-0.010822419077157974,9.059267044067383,1.4209505319595337,
36,-0.03592247515916824,7.823409080505371,1.4209375381469727,
37,0.006381873041391373,9.087152481079102,1.4208898544311523,
38,0.01574147492647171,9.40567398071289,1.4208602905273438,
39,-0.03976654261350632,11.760568618774414,1.4208585023880005,
40,0.009035784751176834,11.088096618652344,1.4208112955093384,
41,-0.018450167030096054,11.990294456481934,1.420785665512085,
42,-0.0022056475281715393,13.768497467041016,1.420745849609375,
43,-0.00901094451546669,14.893430709838867,1.4207133054733276,
44,0.0021008960902690887,14.913800239562988,1.4206783771514893,
45,-0.035978060215711594,18.96688461303711,1.4206557273864746,
46,-0.013789422810077667,25.666152954101562,1.4205881357192993,
47,-0.011067604646086693,20.604398727416992,1.4205080270767212,
48,0.039239268749952316,34.144317626953125,1.420426607131958,
49,-0.021717045456171036,50.22099304199219,1.4205186367034912,
50,0.007803148590028286,42.68587875366211,1.420549750328064,
51,0.019551850855350494,34.281517028808594,1.4206453561782837,
52,-0.04457108676433563,45.225685119628906,1.420790672302246,
53,-0.0008730068802833557,47.43365478515625,1.4206684827804565,
54,-0.04547858610749245,44.604148864746094,1.4205777645111084,
55,-0.05677400156855583,41.17322540283203,1.4203152656555176,
56,-0.013900592923164368,33.23545837402344,1.4199376106262207,
57,0.011057328432798386,32.22795867919922,1.4195805788040161,
58,-0.008470956236124039,35.49858093261719,1.4192875623703003,
59,0.015826944261789322,31.419727325439453,1.419011116027832,
60,-0.01117222011089325,38.21137237548828,1.418808102607727,
61,0.01346021518111229,28.214155197143555,1.4185900688171387,
62,0.012838096357882023,16.734882354736328,1.4184173345565796,
63,0.005741015076637268,23.85536766052246,1.4182742834091187,
64,-0.017021361738443375,19.196617126464844,1.4181573390960693,
65,-0.02790137007832527,30.6859188079834,1.4180399179458618,
66,-0.02337249368429184,32.92738723754883,1.4178814888000488,
67,-0.004107397049665451,34.55866622924805,1.4176950454711914,
68,-0.012189367786049843,31.099905014038086,1.4175280332565308,
69,0.00747926440089941,28.283954620361328,1.4173651933670044,
70,-0.005755347199738026,30.57239532470703,1.4172334671020508,
71,-0.011105172336101532,36.303306579589844,1.4171128273010254,
72,0.01534336805343628,51.58795166015625,1.4169890880584717,
73,0.03129037842154503,57.55146789550781,1.4169179201126099,
74,-0.022990774363279343,32.90895462036133,1.4169014692306519,
75,-0.021629363298416138,46.14482879638672,1.4168626070022583,
76,-0.017359565943479538,53.92618179321289,1.4167742729187012,
77,0.01903894916176796,57.95022201538086,1.4166709184646606,
78,-0.024452921003103256,51.689056396484375,1.4166123867034912,
79,-0.004568163305521011,48.26097106933594,1.4165167808532715,
80,0.020305179059505463,47.53240966796875,1.4164314270019531,
81,-0.02592821605503559,41.866634368896484,1.416411280632019,
82,-0.0006659850478172302,42.300880432128906,1.4163269996643066,
83,0.0042618997395038605,34.830116271972656,1.4162614345550537,
