iteration,global_step,td_loss,grad_norm,q_mean,epsilon
127,45632,0.10773420333862305,0.14038348197937012,4.966106414794922,0.7809663999987677
128,45664,0.26117080450057983,0.2065860480070114,4.981074333190918,0.7808127999987668
129,47136,0.0023736804723739624,0.18115484714508057,5.169084548950195,0.7737471999987271
130,48384,0.05447757616639137,0.1265077143907547,5.360025405883789,0.7677567999986934
131,48416,0.32912033796310425,0.22802111506462097,5.363821983337402,0.7676031999986925
132,48448,0.0019025824731215835,0.09853095561265945,5.340909004211426,0.7674495999986917
133,48480,0.22095023095607758,0.2513667047023773,5.380974292755127,0.7672959999986908
134,48928,0.10902591049671173,0.19822777807712555,5.4141740798950195,0.7651455999986787
135,48960,0.16790738701820374,0.17172549664974213,5.402369976043701,0.7649919999986778
136,48992,0.0027243855874985456,0.17140457034111023,5.425405502319336,0.764838399998677
137,49472,0.33281540870666504,0.2200092226266861,5.496005058288574,0.762534399998664
138,49504,0.32670292258262634,0.2424650341272354,5.511363983154297,0.7623807999986632
139,49536,0.11344049125909805,0.16512084007263184,5.532925128936768,0.7622271999986623
140,49568,0.05471740663051605,0.13651004433631897,5.526302814483643,0.7620735999986614
141,49600,0.21689479053020477,0.15406541526317596,5.5225419998168945,0.7619199999986606
142,49632,0.055797699838876724,0.18983997404575348,5.537186622619629,0.7617663999986597
143,49664,0.2218751758337021,0.15196940302848816,5.511323928833008,0.7616127999986588
144,50016,0.16309703886508942,0.1400621086359024,5.589898109436035,0.7599231999986493
145,50336,0.11672750115394592,0.14856305718421936,5.611171245574951,0.7583871999986407
146,50368,0.21905040740966797,0.19396592676639557,5.6263346672058105,0.7582335999986398
147,50400,0.2880322337150574,0.2054782658815384,5.637221813201904,0.758079999998639
148,50432,0.2266440987586975,0.23182515799999237,5.6404032707214355,0.7579263999986381
149,50912,0.003182401414960623,0.18863746523857117,5.7215776443481445,0.7556223999986251
150,50944,0.17336824536323547,0.1610301285982132,5.71074104309082,0.7554687999986243
151,50976,0.3393416404724121,0.268074631690979,5.731178283691406,0.7553151999986234
152,51360,0.3381856083869934,0.21325838565826416,5.766716957092285,0.753471999998613
153,51392,0.23018917441368103,0.2330082207918167,5.734609603881836,0.7533183999986122
154,51744,0.059599652886390686,0.16223940253257751,5.828152179718018,0.7516287999986027
155,52288,0.11746728420257568,0.24329212307929993,5.898565769195557,0.749017599998588
156,52320,0.0608971044421196,0.18348541855812073,5.912949562072754,0.7488639999985871
157,53312,0.17578722536563873,0.19267956912517548,6.0557026863098145,0.7441023999985603
158,53344,0.12070316076278687,0.20390504598617554,6.053979873657227,0.7439487999985595
159,53792,0.12151052057743073,0.14804618060588837,6.171877384185791,0.7417983999985474
160,54176,0.06462948769330978,0.19315382838249207,6.157614231109619,0.739955199998537
161,54208,0.0030083036981523037,0.1952395886182785,6.160017013549805,0.7398015999985361
162,54240,0.24084430932998657,0.16199557483196259,6.212714672088623,0.7396479999985353
163,54272,0.1805092841386795,0.2070685625076294,6.195934295654297,0.7394943999985344
164,54304,0.12102428078651428,0.18570704758167267,6.146066665649414,0.7393407999985335
165,54336,0.1236257329583168,0.21152788400650024,6.203878879547119,0.7391871999985327
166,55168,0.23974426090717316,0.17646488547325134,6.304744720458984,0.7351935999985102
167,55200,0.18118493258953094,0.14938746392726898,6.282765865325928,0.7350399999985093
168,55488,0.062078144401311874,0.1637020707130432,6.358861923217773,0.7336575999985016
169,55520,0.002967720152810216,0.16587722301483154,6.369301795959473,0.7335039999985007
170,55552,0.12341601401567459,0.1689566969871521,6.369219779968262,0.7333503999984998
171,55840,0.23987969756126404,0.15620316565036774,6.382330417633057,0.731967999998492
172,56320,0.12217818200588226,0.21521830558776855,6.478536128997803,0.7296639999984791
173,56960,0.2448563575744629,0.16564953327178955,6.6057047843933105,0.7265919999984618
174,57312,0.12037049233913422,0.16293330490589142,6.614034652709961,0.7249023999984523
175,57344,0.18539777398109436,0.22216002643108368,6.61240816116333,0.7247487999984514
176,57856,0.12724997103214264,0.08880946785211563,6.698318958282471,0.7222911999984376
177,58272,0.06514112651348114,0.21955102682113647,6.690834999084473,0.7202943999984264
178,58304,0.4954162538051605,0.24175219237804413,6.687821865081787,0.7201407999984255
179,58592,0.19186444580554962,0.22601193189620972,6.780993461608887,0.7187583999984177
180,58624,0.18981927633285522,0.1922387033700943,6.823849678039551,0.7186047999984169
181,58656,0.13263651728630066,0.21728117763996124,6.790187835693359,0.718451199998416
182,59392,0.1864316761493683,0.20948252081871033,6.9100751876831055,0.7149183999983961
183,59744,0.25343528389930725,0.2056584358215332,6.949748992919922,0.7132287999983866
184,60384,0.06289096176624298,0.2416958212852478,7.027438640594482,0.7101567999983693
185,60416,0.13042917847633362,0.2459394782781601,7.050403594970703,0.7100031999983685
186,60800,0.13196462392807007,0.24306319653987885,7.102921009063721,0.7081599999983581
187,61632,0.3235740661621094,0.23339994251728058,7.215306758880615,0.7041663999983356
188,61664,0.2626107335090637,0.19136737287044525,7.232314109802246,0.7040127999983348
189,62016,0.0029030144214630127,0.14719316363334656,7.3094024658203125,0.7023231999983253
190,62048,0.20102953910827637,0.21711044013500214,7.278879642486572,0.7021695999983244
191,62080,0.13130365312099457,0.20042525231838226,7.288901329040527,0.7020159999983235
192,62592,0.2740154564380646,0.20326803624629974,7.377353668212891,0.6995583999983097
193,63008,0.13421595096588135,0.15295934677124023,7.410314083099365,0.6975615999982985
194,63040,0.1978646218776703,0.22572164237499237,7.42550802230835,0.6974079999982976
195,63072,0.2621043920516968,0.2722545266151428,7.428474426269531,0.6972543999982967
196,63104,0.003206033958122134,0.1480390578508377,7.409872055053711,0.6971007999982959
197,63520,0.13616237044334412,0.15242575109004974,7.5621113777160645,0.6951039999982846
198,63552,0.06832069903612137,0.19443610310554504,7.495372772216797,0.6949503999982838
199,64032,0.004018633626401424,0.28480613231658936,7.575250625610352,0.6926463999982708
200,64960,0.13608017563819885,0.21863628923892975,7.673735618591309,0.6881919999982458
201,64992,0.0028245970606803894,0.09248686581850052,7.731357097625732,0.6880383999982449
202,66336,0.21164704859256744,0.21504530310630798,7.889195442199707,0.6815871999982086
203,66944,0.14539876580238342,0.23590083420276642,7.978279113769531,0.6786687999981922
204,68032,0.1476123034954071,0.21878878772258759,8.134790420532227,0.6734463999981628
205,68544,0.21422028541564941,0.25183409452438354,8.202203750610352,0.670988799998149
206,68576,0.4266062378883362,0.37406125664711,8.214493751525879,0.6708351999981481
207,68608,0.14588768780231476,0.22543472051620483,8.197742462158203,0.6706815999981472
208,68640,0.14817361533641815,0.20472648739814758,8.113469123840332,0.6705279999981464
209,69088,0.14559371769428253,0.18884293735027313,8.232248306274414,0.6683775999981343
210,69120,0.28716444969177246,0.2556658983230591,8.237412452697754,0.6682239999981334
211,69152,0.14466038346290588,0.14279700815677643,8.302095413208008,0.6680703999981326
212,69184,0.14347898960113525,0.18119116127490997,8.293428421020508,0.6679167999981317
213,69216,0.15066006779670715,0.18421220779418945,8.267990112304688,0.6677631999981308
214,69568,0.21692171692848206,0.16551044583320618,8.346113204956055,0.6660735999981213
215,70560,0.296237051486969,0.27488696575164795,8.401329040527344,0.6613119999980945
216,71136,0.003729628399014473,0.2482357919216156,8.534360885620117,0.658547199998079
217,71168,0.3660263419151306,0.27102330327033997,8.559720993041992,0.6583935999980781
218,71200,0.21639858186244965,0.33727988600730896,8.504805564880371,0.6582399999980773
219,71776,0.1530771404504776,0.21055226027965546,8.638816833496094,0.6554751999980617
220,72320,0.15641959011554718,0.18947231769561768,8.701436996459961,0.652863999998047
221,73312,0.22532029449939728,0.21857643127441406,8.869759559631348,0.6481023999980202
222,73344,0.22532260417938232,0.264987051486969,8.855020523071289,0.6479487999980194
223,73696,0.1514485776424408,0.2142431139945984,8.894430160522461,0.6462591999980098
224,73728,0.08532719314098358,0.27516433596611023,8.993753433227539,0.646105599998009
225,73760,0.15697446465492249,0.26936981081962585,8.924995422363281,0.6459519999980081
226,73792,0.07764392346143723,0.2260737419128418,8.904397964477539,0.6457983999980073
227,73824,0.23111973702907562,0.21273601055145264,8.919748306274414,0.6456447999980064
228,73856,0.22451059520244598,0.15895846486091614,8.896451950073242,0.6454911999980055
229,74240,0.003790235845372081,0.2220674753189087,8.98520278930664,0.6436479999979952
230,74272,0.22797545790672302,0.1712953746318817,8.980990409851074,0.6434943999979943
231,74304,0.6133331060409546,0.3671278655529022,9.00241470336914,0.6433407999979934
232,74752,0.2318616360425949,0.16584540903568268,9.007108688354492,0.6411903999979813
233,74784,0.14985516667366028,0.22404661774635315,9.093690872192383,0.6410367999979805
234,74816,0.2343258261680603,0.21938078105449677,9.044260025024414,0.6408831999979796
235,74848,0.15684393048286438,0.19684967398643494,9.071873664855957,0.6407295999979787
236,74880,0.15214285254478455,0.2270382195711136,9.076445579528809,0.6405759999979779
237,75488,0.31165483593940735,0.2193576544523239,9.15019702911377,0.6376575999979615
238,76256,0.24471186101436615,0.23867681622505188,9.232292175292969,0.6339711999979407
239,76288,0.16187533736228943,0.24482621252536774,9.288511276245117,0.6338175999979399
240,76320,0.31065189838409424,0.2888331115245819,9.279071807861328,0.633663999997939
241,76352,0.23527665436267853,0.28158533573150635,9.291031837463379,0.6335103999979381
242,77088,0.3101440668106079,0.31920766830444336,9.401039123535156,0.6299775999979182
243,77600,0.16100308299064636,0.28984275460243225,9.43161392211914,0.6275199999979044
244,77632,0.3201421797275543,0.30493929982185364,9.44101619720459,0.6273663999979036
245,78016,0.4759520888328552,0.2851187288761139,9.491575241088867,0.6255231999978932
246,79264,0.24554109573364258,0.2767294943332672,9.706310272216797,0.6195327999978595
247,79808,0.15972763299942017,0.17730824649333954,9.68839168548584,0.6169215999978448
248,80352,0.1662115454673767,0.31416231393814087,9.791376113891602,0.6143103999978301
249,80384,0.1637161374092102,0.21901682019233704,9.844714164733887,0.6141567999978292
250,81408,0.2504267692565918,0.31187430024147034,9.933624267578125,0.6092415999978016
251,81440,0.3295854926109314,0.2759241461753845,9.913785934448242,0.6090879999978007
252,81472,0.08753620833158493,0.30733171105384827,10.010090827941895,0.6089343999977999
253,81760,0.16446344554424286,0.16698677837848663,10.03460693359375,0.6075519999977921
254,82208,0.17811578512191772,0.2738562226295471,10.081075668334961,0.60540159999778
255,83072,0.08332660049200058,0.22791706025600433,10.257104873657227,0.6012543999977567
256,83104,0.5025168061256409,0.28516510128974915,10.131209373474121,0.6011007999977558
257,83136,0.17095129191875458,0.29009130597114563,10.233242988586426,0.6009471999977549
258,83168,0.16541677713394165,0.19600850343704224,10.192956924438477,0.6007935999977541
259,83200,0.42694664001464844,0.3552030026912689,10.284412384033203,0.6006399999977532
260,83232,0.08901653438806534,0.3122808635234833,10.207778930664062,0.6004863999977523
261,83808,0.2614176571369171,0.23820796608924866,10.269048690795898,0.5977215999977368
262,83840,0.17298415303230286,0.28338873386383057,10.319005012512207,0.5975679999977359
263,85088,0.4237595498561859,0.29578569531440735,10.543545722961426,0.5915775999977022
264,85120,0.17763793468475342,0.22279879450798035,10.409049034118652,0.5914239999977013
265,85152,0.2559733986854553,0.269745796918869,10.546175003051758,0.5912703999977005
266,85184,0.08420421183109283,0.18886002898216248,10.539318084716797,0.5911167999976996
267,85216,0.26551157236099243,0.37643706798553467,10.465886116027832,0.5909631999976988
268,85248,0.2586709260940552,0.26667627692222595,10.498977661132812,0.5908095999976979
269,85280,0.25738704204559326,0.29773077368736267,10.468204498291016,0.590655999997697
270,85312,0.3439007103443146,0.2393122911453247,10.443828582763672,0.5905023999976962
271,85344,0.17771001160144806,0.3505909740924835,10.507216453552246,0.5903487999976953
272,85376,0.18250270187854767,0.2487427294254303,10.538248062133789,0.5901951999976944
273,86432,0.003963236231356859,0.25861188769340515,10.69700813293457,0.5851263999976659
274,86464,0.26948583126068115,0.3035348057746887,10.647680282592773,0.584972799997665
275,86496,0.004691376816481352,0.33156928420066833,10.69362735748291,0.5848191999976642
276,86528,0.1767423301935196,0.3039894104003906,10.711153030395508,0.5846655999976633
277,86560,0.09582433104515076,0.28904154896736145,10.72995376586914,0.5845119999976625
278,86592,0.25845807790756226,0.2841742932796478,10.643722534179688,0.5843583999976616
279,86976,0.17782030999660492,0.2513597905635834,10.674025535583496,0.5825151999976512
280,87776,0.34918683767318726,0.21210110187530518,10.754606246948242,0.5786751999976296
281,87808,0.27268186211586,0.21117497980594635,10.838269233703613,0.5785215999976288
282,88480,0.00314236618578434,0.24720992147922516,10.951700210571289,0.5752959999976106
283,88512,0.35540997982025146,0.29621580243110657,10.827800750732422,0.5751423999976097
284,88544,0.44770297408103943,0.28079307079315186,10.95008659362793,0.5749887999976089
285,89280,0.18098017573356628,0.20959807932376862,11.12277603149414,0.571455999997589
286,89312,0.0041939388029277325,0.1835494190454483,11.076150894165039,0.5713023999975881
287,89344,0.1799507737159729,0.19553887844085693,11.089757919311523,0.5711487999975873
288,89376,0.09609481692314148,0.1693098545074463,11.089303016662598,0.5709951999975864
289,89408,0.2700391113758087,0.2488497644662857,11.045244216918945,0.5708415999975855
290,89440,0.4311754107475281,0.3442087173461914,10.975555419921875,0.5706879999975847
291,91072,0.5379592776298523,0.5000510215759277,11.221088409423828,0.5628543999975406
292,91104,0.0903838649392128,0.17097248136997223,11.350683212280273,0.5627007999975397
293,91968,0.0035005013924092054,0.22024554014205933,11.46217155456543,0.5585535999975164
294,92000,0.09488792717456818,0.2716200351715088,11.438117980957031,0.5583999999975156
295,92032,0.0037448599468916655,0.18401236832141876,11.559081077575684,0.5582463999975147
296,92064,0.18858304619789124,0.25202077627182007,11.46277904510498,0.5580927999975138
297,92096,0.26304835081100464,0.4311647117137909,11.453470230102539,0.557939199997513
298,92128,0.18601369857788086,0.3095773160457611,11.525986671447754,0.5577855999975121
299,92160,0.19188174605369568,0.2844923734664917,11.481921195983887,0.5576319999975112
300,92192,0.45778173208236694,0.3065308928489685,11.397067070007324,0.5574783999975104
301,92224,0.1823970228433609,0.22385279834270477,11.490278244018555,0.5573247999975095
302,93280,0.002768418751657009,0.23552370071411133,11.673497200012207,0.552255999997481
303,93696,0.10019735246896744,0.34105363488197327,11.662508010864258,0.5502591999974698
304,93728,0.28096920251846313,0.23420749604701996,11.685677528381348,0.5501055999974689
305,93760,0.09919365495443344,0.24077793955802917,11.635457992553711,0.549951999997468
306,93792,0.4733728766441345,0.4418898820877075,11.737205505371094,0.5497983999974672
307,95008,0.3818110525608063,0.2978787422180176,11.87430477142334,0.5439615999974343
308,95040,0.09818685054779053,0.28929364681243896,11.866183280944824,0.5438079999974335
309,95072,0.006127709988504648,0.4225634038448334,11.85113525390625,0.5436543999974326
310,95104,0.38215935230255127,0.23067355155944824,11.847039222717285,0.5435007999974317
311,95136,0.3996380865573883,0.25767046213150024,11.801673889160156,0.5433471999974309
312,95168,0.2837057113647461,0.2349851131439209,11.88138484954834,0.54319359999743
313,95648,0.09533630311489105,0.2383330762386322,11.975606918334961,0.540889599997417
314,95680,0.18757107853889465,0.2926448881626129,11.933399200439453,0.5407359999974162
315,95712,0.1874399483203888,0.34103742241859436,11.945130348205566,0.5405823999974153
316,96576,0.2827613353729248,0.3967910706996918,11.983102798461914,0.536435199997392
317,96608,0.38551753759384155,0.27016550302505493,12.082635879516602,0.5362815999973911
318,96640,0.4650105834007263,0.2921701669692993,12.073348045349121,0.5361279999973902
319,96672,0.09641463309526443,0.2977184057235718,12.078546524047852,0.5359743999973894
320,96704,0.290997713804245,0.3172528147697449,12.024429321289062,0.5358207999973885
321,97920,0.10461218655109406,0.19166359305381775,12.186745643615723,0.5299839999973557
322,97952,0.21940983831882477,0.1895497590303421,12.345451354980469,0.5298303999973548
323,98656,0.49650466442108154,0.2831195592880249,12.337653160095215,0.5264511999973358
324,99712,0.19644661247730255,0.36509019136428833,12.501412391662598,0.5213823999973073
325,102496,0.09761106222867966,0.3449004888534546,12.848396301269531,0.5080191999972321
326,102528,0.00325685553252697,0.20253857970237732,12.90665054321289,0.5078655999972312
327,102560,0.20324239134788513,0.2188272923231125,12.984819412231445,0.5077119999972304
328,102592,0.3012467622756958,0.42163848876953125,13.068229675292969,0.5075583999972295
329,102624,0.3111927807331085,0.3516128957271576,12.913928031921387,0.5074047999972287
330,102656,0.2109624743461609,0.3174499273300171,13.017660140991211,0.5072511999972278
331,102688,0.20718525350093842,0.2657635509967804,12.969841003417969,0.5070975999972269
332,102720,0.0034924836363643408,0.1651470959186554,12.990059852600098,0.5069439999972261
333,102752,0.0036475881934165955,0.21055543422698975,12.871169090270996,0.5067903999972252
334,102784,0.09636159986257553,0.18721845746040344,12.980875015258789,0.5066367999972243
335,102816,0.11066697537899017,0.2580137848854065,12.974569320678711,0.5064831999972235
336,102848,0.10590268671512604,0.1556374728679657,12.985769271850586,0.5063295999972226
337,102880,0.003289897460490465,0.183720663189888,13.051380157470703,0.5061759999972217
338,102912,0.30468863248825073,0.2570192217826843,12.947256088256836,0.5060223999972209
339,102944,0.40927210450172424,0.3326277434825897,12.951461791992188,0.50586879999722
340,102976,0.30945199728012085,0.21235178411006927,12.970376968383789,0.5057151999972191
341,104288,0.09866712242364883,0.2067810595035553,13.223200798034668,0.4994175999971837
342,104768,0.2922508716583252,0.2734730541706085,13.21391487121582,0.49711359999717075
343,105504,0.21539513766765594,0.20472995936870575,13.370777130126953,0.4935807999971509
344,105536,0.3117750287055969,0.18417859077453613,13.280075073242188,0.49342719999715
345,105568,0.31467264890670776,0.24716828763484955,13.289016723632812,0.49327359999714915
346,105600,0.4369215965270996,0.2773849070072174,13.257392883300781,0.4931199999971483
