episode,step,cart_pos,pole_angle,cart_vel,pole_ang_vel,action
32,0,-0.046085298,-0.046049148,0.20572826,-0.18569723,1.3370157
33,0,0.05835685,-0.19492236,0.12048724,-0.10043988,1.6833272
34,0,-0.19733885,0.08782646,0.13466293,0.086017996,-0.91886294
35,0,0.12411529,-0.12682727,-0.15940551,-0.18878251,0.5296807
36,0,-0.121885516,-0.08899727,-0.037726134,-0.119802974,0.4686468
37,0,0.09224892,0.1610072,0.02061139,-0.028084636,-1.3935387
38,0,0.038560644,-0.118811436,-0.1461606,0.09440997,-0.9845809
39,0,0.10780159,-0.16654468,0.074561745,0.051744938,0.21909627
40,0,-0.18704817,0.05330944,-0.06720111,0.20333764,-1.3984667
41,0,-0.11743568,0.16822815,0.167469,-0.15347382,-0.63697445
42,0,-0.03576219,0.033357486,-0.20826009,-0.077104345,-1.0511338
43,0,0.19664848,0.10123283,-0.058767468,0.020335212,-1.5739844
44,0,-0.1468907,0.13292465,0.058141887,-0.036557883,-0.9582131
45,0,0.1131219,0.19535974,-0.1490776,0.16125539,-2.1145413
46,0,0.053237885,-0.20215766,-0.0052141547,0.08313936,0.12177828
47,0,-0.07235305,-0.0924795,-0.13312343,-0.16376981,0.40034738
48,0,-0.07034722,0.014953271,-0.13496403,-0.012411639,-0.9912429
49,0,-0.058305338,-0.11235756,-0.037094668,-0.0033333153,-0.04709411
50,0,0.09565878,-0.18610217,0.039717674,-0.13646951,1.4880515
51,0,-0.19236952,-0.19846871,-0.0949214,0.110093564,0.07912034
52,0,0.0277818,-0.105643414,-0.035542235,-0.15865195,0.8091749
53,0,0.06056565,-0.18401316,-0.015652418,0.051843315,0.098324925
54,0,-0.20001864,-0.17205444,0.20175037,-0.09132631,1.8948787
55,0,-0.13472947,-0.11810798,0.10903117,0.034132123,0.4760994
56,0,0.08073577,0.17544979,0.118257225,0.020017907,-1.4007955
57,0,0.14175534,-0.1732681,0.06761214,-0.06844771,0.9862312
58,0,-0.19964686,0.15078169,-0.12811191,-0.03505832,-1.2554821
59,0,-0.03854969,0.009701997,0.14775255,0.1326465,-0.91770506
60,0,-0.084828064,0.10636133,0.0641067,-0.16651972,-0.5379113
61,0,0.06245607,-0.07869004,-0.01578714,0.1846782,-1.163575
62,0,-0.19017145,-0.1657375,0.14784682,-0.026296154,1.3537611
63,0,0.0035132468,0.16086468,0.110248625,-0.013173968,-1.1827024
64,0,0.018954828,0.06401217,0.19868672,0.19188702,-1.2506524
65,0,0.1722062,0.028626993,0.13965172,-0.0070219636,-0.8730496
66,0,-0.19390365,0.14596766,0.08998346,-0.18057075,-0.60136557
67,0,-0.101959966,-0.017033428,-0.122208476,-0.20522666,0.035014674
68,0,0.048948407,0.13042873,0.1802249,-0.088310905,-0.7860633
69,0,0.12741429,-0.0133392215,-0.027200833,0.16844794,-1.4182869
70,0,-0.124003135,-0.077985376,-0.15639688,0.08805323,-0.90737736
71,0,-0.15671065,-0.16132714,-0.18378426,-0.12483509,0.57212937
72,0,-0.08652347,-0.1865677,-0.10658694,0.11595717,-0.3188469
73,0,0.079303235,-0.011976525,-0.07218948,0.15303764,-1.3988895
74,0,0.020854577,-0.058499455,-0.07682598,0.034996852,-0.86912036
75,0,0.07890135,0.06563234,0.2077986,0.022161111,-0.87127674
76,0,0.03700152,-0.00012595952,0.051235944,-0.009432346,-0.7209089
77,0,0.14424548,0.014149681,-0.030804366,0.13098285,-1.4429944
78,0,-0.20397171,0.17888549,0.0711588,-0.20099299,-0.71087015
79,0,0.06348094,-0.17433877,0.024552152,0.15890443,-0.5458003
80,0,0.18919793,-0.006478429,-0.11799112,-0.010774106,-1.2307489
81,0,-0.07912587,0.15625104,0.022907943,-0.09550376,-1.0045637
82,0,0.0702416,0.0044116974,-0.02434659,-0.1915887,0.025442705
83,0,-0.10776259,0.20842934,-0.022487268,0.14554286,-1.7351099
84,0,-0.11947421,0.078482926,-0.035892785,-0.041648135,-0.91296554
85,0,-0.056331098,0.029173523,-0.14980826,-0.10737288,-0.80545986
86,0,0.023395285,0.016364858,0.08869633,-0.19168445,0.39894477
87,0,0.015532076,-0.143496,0.088580966,0.17149273,-0.48260996
88,0,0.113903195,0.10129428,-0.06529631,0.2080957,-1.873572
89,0,0.09798095,9.4771385e-05,-0.14819363,0.12741515,-1.5166303
90,0,-0.108128205,0.026036799,0.04306969,-0.15478545,-0.040978335
91,0,0.042379886,0.05610487,0.07072511,-0.06656362,-0.73347366
92,0,0.0029722303,-0.1829615,0.20820034,0.15740842,0.5056466
93,0,-0.11908876,-0.19265524,0.035175696,-0.00032503903,0.99010146
94,0,0.0053245723,0.036698565,-0.052818224,-0.07313782,-0.8325032
95,0,-0.14377525,0.15972143,-0.08754309,-0.14872225,-1.0184722
96,0,0.015408814,0.13212788,-0.009556234,0.047908336,-1.4280518
97,0,-0.053258687,0.068725914,0.1754503,0.016330525,-0.7242336
98,0,0.09445748,-0.16848326,-0.066515505,0.07832384,-0.5427755
99,0,0.04289636,0.09219828,0.17340589,-0.05785829,-0.72144103
0,1,0.16900386,-0.12173875,0.118547484,-0.09382837,0.85512376
1,1,0.18304384,0.19220261,-0.14366004,-0.020249117,-1.8411133
2,1,0.002483935,0.0640616,-0.21582367,-0.25088882,-0.6048603
3,1,0.058702517,-0.10303973,-0.16603635,-0.07071943,-0.4370251
4,1,-0.20885284,0.11060719,-0.0028985655,-0.23027754,-0.44676143
5,1,-0.18011637,0.18374988,-0.064065196,-0.10467937,-1.1504256
6,1,-0.16349804,0.10490988,-0.1653752,-0.015637489,-1.2311858
7,1,-0.19736136,0.10117278,-0.2940665,-0.002991829,-1.4053146
8,1,0.018005542,0.1900407,0.061857216,0.001395354,-1.4043025
9,1,0.181298,-0.118491076,-0.027325846,-0.0024712374,-0.5080794
10,1,-0.08896075,-0.07129404,-0.11363983,-0.13246064,0.09743424
11,1,0.07988756,0.046906244,0.09015956,-0.18438509,0.019966602
12,1,-0.13980554,0.16284709,-0.0018169712,-0.07736324,-1.0705897
13,1,0.03381988,-0.0757095,-0.21279283,-0.16456434,-0.15465531
14,1,-0.064270146,0.14954165,-0.07246236,-0.15012383,-1.003586
15,1,-0.011314443,-0.0946109,-0.06396909,0.06176188,-0.712597
16,1,0.0030246982,-0.12709174,-0.1767893,-0.018476754,-0.50386846
17,1,-0.04797681,-0.1604534,0.19003953,-0.017172853,1.310083
18,1,0.17395863,-0.20168449,0.20001112,0.065296344,0.74690187
19,1,0.0938822,-0.20320953,0.13785009,0.015264211,1.0455493
20,1,-0.16425055,-0.15486279,0.1673641,0.16291513,0.46738508
21,1,0.11585404,-0.18384923,0.18044874,0.09417498,0.49933013
22,1,0.008226929,-0.055839032,-0.18116891,0.0489734,-1.1053437
23,1,-0.09055481,0.061720338,0.13067569,-0.03389679,-0.5911188
24,1,0.20185755,-0.07443011,-0.2781171,0.010844925,-1.3555025
25,1,0.1831833,-0.07582894,-0.00947571,0.005661061,-0.77583647
26,1,0.20820415,0.025960613,-0.14155269,-0.12104994,-1.0628707
27,1,-0.03780667,-0.06384037,-0.21695428,-0.14547454,-0.29635265
28,1,0.077287,-0.2067494,0.3121684,0.0692171,1.4190111
29,1,-0.0023697824,0.101064,-0.038370416,0.006479975,-1.2615508
30,1,-0.102598764,0.16125296,-0.12586714,-0.22564745,-0.91686416
31,1,-0.108597495,-0.08465442,-0.24302748,0.065999284,-1.0154811
32,1,-0.04356376,-0.04724277,0.28816357,-0.06561275,0.9310405
33,1,0.060140833,-0.19526991,0.22569564,0.029512111,1.281077
34,1,-0.19640534,0.08815114,0.060457814,-0.014769847,-0.83242404
35,1,0.122762956,-0.12848882,-0.11465576,-0.13947004,0.39214417
36,1,-0.12208292,-0.090019844,-0.0045082886,-0.08222402,0.3930656
37,1,0.091922164,0.16009656,-0.07591856,-0.15088315,-1.2085761
38,1,0.03669647,-0.11861884,-0.21479718,-0.028710578,-0.69043446
39,1,0.10854308,-0.16622172,0.07677609,0.03002409,0.35625997
40,1,-0.18826665,0.054561254,-0.16421969,0.06192532,-1.2266272
41,1,-0.11603406,0.16646789,0.11649386,-0.2057285,-0.58167326
42,1,-0.038191307,0.032089714,-0.26978016,-0.16697532,-0.8578974
43,1,0.19545737,0.10062433,-0.16667187,-0.13005252,-1.3528129
44,1,-0.14668693,0.13213181,-0.010620031,-0.12169506,-0.8766037
45,1,0.11088365,0.19606118,-0.28388473,-0.013413353,-1.9682496
46,1,0.05316123,-0.20159128,-0.006012599,0.05154671,0.31083757
47,1,-0.073494345,-0.0939303,-0.098071046,-0.123923875,0.29868165
48,1,-0.07205667,0.014290854,-0.19848154,-0.10817737,-0.81698453
49,1,-0.05872517,-0.11259321,-0.043670192,-0.030397883,0.100076005
50,1,0.09659134,-0.18686508,0.1370914,-0.016829174,1.1041838
51,1,-0.19332221,-0.19759685,-0.09207911,0.084563084,0.20255521
52,1,0.02774306,-0.10686375,0.022020064,-0.08631032,0.55070853
53,1,0.060385693,-0.18373802,-0.016548451,0.022787593,0.27422407
54,1,-0.1973562,-0.17218147,0.31816092,0.059746265,1.7262226
55,1,-0.13353035,-0.11773368,0.13027877,0.048863586,0.4802654
56,1,0.081348225,0.17498176,0.014937788,-0.11056875,-1.2128316
57,1,0.14275022,-0.17366382,0.12669662,-0.004743074,0.77768886
58,1,-0.20134462,0.14996591,-0.20403366,-0.12817636,-1.1714351
59,1,-0.037523434,0.010343111,0.068256915,0.011453971,-0.6932986
60,1,-0.08440045,0.104488954,0.024667062,-0.21101637,-0.43741828
61,1,0.061778028,-0.07773276,-0.105798475,0.03431461,-0.9093715
62,1,-0.18825005,-0.16551353,0.22864524,0.07171592,1.2501248
63,1,0.0041338783,0.1601807,0.022689866,-0.12232421,-1.0320617
64,1,0.020349538,0.06509176,0.09344387,0.039516464,-1.0328003
65,1,0.17318174,0.027939782,0.065131314,-0.117663026,-0.5454963
66,1,-0.19323862,0.14396842,0.04610944,-0.22559083,-0.5460918
67,1,-0.1031218,-0.019012237,-0.11131425,-0.19104299,0.0056558475
68,1,0.05039308,0.12914601,0.115030006,-0.16841246,-0.5853658
69,1,0.12654264,-0.012595191,-0.13235688,0.0041764732,-1.2007602
70,1,-0.12591812,-0.07773335,-0.21668397,-0.016492918,-0.7115629
71,1,-0.15829311,-0.16236895,-0.13603999,-0.0764568,0.50367475
72,1,-0.087750465,-0.185863,-0.13164838,0.049883977,-0.06682193
73,1,0.07800973,-0.011341805,-0.17244181,-0.00346566,-1.1947675
74,1,0.019724932,-0.058772683,-0.13928692,-0.07009047,-0.59264755
75,1,0.080545716,0.06526061,0.13038415,-0.087132305,-0.60813713
76,1,0.037183903,-0.00072973565,-0.0067640343,-0.09897531,-0.42460722
77,1,0.14333986,0.014553436,-0.13610008,-0.029347789,-1.230566
78,1,-0.20351936,0.17668368,0.02244053,-0.24809806,-0.6693336
79,1,0.06341906,-0.17341389,-0.02642893,0.05517593,-0.072288774
80,1,0.18753995,-0.0073313913,-0.20190577,-0.14127532,-0.9267882
81,1,-0.079268895,0.15490527,-0.04528144,-0.17593232,-0.9006368
82,1,0.07002112,0.002536139,-0.02039183,-0.18486275,0.012374997
83,1,-0.10862258,0.20916086,-0.13775109,0.0028648004,-1.5932386
84,1,-0.12017522,0.07762908,-0.09744818,-0.124503635,-0.8241457
85,1,-0.058097485,0.027718889,-0.1975049,-0.17656964,-0.65607464
86,1,0.024421318,0.014681053,0.11283793,-0.15199535,0.25868514
87,1,0.016120207,-0.14239809,0.038801502,0.07383086,-0.08331235
88,1,0.11252228,0.102372475,-0.19507265,0.024185989,-1.6739298
89,1,0.09591439,0.00046679613,-0.25095513,-0.031149877,-1.3154771
90,1,-0.10772297,0.024479086,0.038114313,-0.15852645,-0.022756584
91,1,0.042766634,0.055008948,0.01336453,-0.14648461,-0.50234354
92,1,0.0051083094,-0.1815118,0.22091323,0.14918962,0.58832514
93,1,-0.11841139,-0.19238266,0.09578492,0.062499728,0.87856686
94,1,0.004478246,0.03551808,-0.10941224,-0.15489295,-0.6267983
95,1,-0.14498065,0.15791188,-0.1483821,-0.2173876,-0.9520097
96,1,0.014765108,0.13191797,-0.108276404,-0.08317377,-1.2710272
97,1,-0.051860027,0.068419285,0.11165276,-0.0715042,-0.56556654
98,1,0.093526274,-0.16829519,-0.11031687,-0.013700923,-0.10509512
99,1,0.044286635,0.09119582,0.11130553,-0.13937534,-0.49789333
0,2,0.17045327,-0.12241066,0.16712193,-0.037823364,0.6608739
1,2,0.1809704,0.19125216,-0.25898516,-0.16605596,-1.6710078
2,2,0.00018537408,0.061409056,-0.24165693,-0.2810477,-0.521269
3,2,0.05688599,-0.104103535,-0.19163404,-0.12561111,-0.14822882
4,2,-0.20902647,0.108207665,-0.030316466,-0.25568026,-0.37744284
5,2,-0.18114173,0.18232669,-0.13492619,-0.18457185,-1.0707624
6,2,-0.16556272,0.10424168,-0.23949793,-0.11356269,-1.1221992
7,2,-0.20073387,0.10059443,-0.3718038,-0.10707108,-1.288552
8,2,0.018083138,0.1894492,-0.036575474,-0.119194455,-1.262323
9,2,0.1807739,-0.11903449,-0.06929705,-0.08469981,-0.07414101
10,2,-0.09003582,-0.07260522,-0.10157055,-0.12469856,0.10692039
11,2,0.08077797,0.045098245,0.08733689,-0.181681,0.006390266
12,2,-0.14021027,0.16166873,-0.072659805,-0.160732,-0.9757254
13,2,0.03168638,-0.07744975,-0.21240714,-0.17546411,-0.051378317
14,2,-0.065329246,0.147699,-0.13392168,-0.22140649,-0.8927076
15,2,-0.01226766,-0.09458226,-0.11737401,-0.034590136,-0.41539547
16,2,0.0010679917,-0.12770954,-0.20770821,-0.085011974,-0.19854146
17,2,-0.045667242,-0.16018316,0.26481158,0.0725562,1.1442605
18,2,0.17610994,-0.20103034,0.23009636,0.08047302,0.7493837
19,2,0.09556203,-0.20283055,0.19435754,0.07013119,0.9017544
20,2,-0.16251093,-0.15330803,0.1817106,0.16147603,0.52005506
21,2,0.117721155,-0.18301997,0.19468291,0.08811392,0.57711554
22,2,0.0059986096,-0.05605469,-0.2533882,-0.0707615,-0.86552143
23,2,-0.08953104,0.06101543,0.07980915,-0.102926925,-0.47870493
24,2,0.19858761,-0.07515839,-0.36268452,-0.13057873,-1.063308
25,2,0.18273173,-0.07640746,-0.07082008,-0.10022045,-0.35597908
26,2,0.20640554,0.024188384,-0.20937042,-0.22178917,-0.7756555
27,2,-0.040035702,-0.06545931,-0.22625776,-0.16950051,-0.15868318
28,2,0.08079171,-0.2057117,0.38309887,0.14530012,1.2890924
29,2,-0.0032329354,0.10050714,-0.124473736,-0.1104615,-1.0890576
30,2,-0.10412794,0.15876652,-0.17627381,-0.2781871,-0.8439131
31,2,-0.11139037,-0.08464803,-0.30523324,-0.04245889,-0.80559397
32,2,-0.0404268,-0.047558952,0.3339015,-0.0022636615,0.78419006
33,2,0.06276435,-0.1946401,0.29354593,0.10287385,1.1196281
34,2,-0.19614542,0.087573506,-0.0017229812,-0.09704459,-0.75904834
35,2,0.121780194,-0.12977843,-0.083570085,-0.111324415,0.3306875
36,2,-0.12199486,-0.09073956,0.020519504,-0.057384335,0.3642592
37,2,0.09074815,0.15813652,-0.15168248,-0.2422309,-1.0251195
38,2,0.034299776,-0.11942155,-0.25639388,-0.11038917,-0.35798997
39,2,0.10936363,-0.166029,0.08899056,0.023568865,0.44202438
40,2,-0.1903401,0.054577865,-0.24101457,-0.048155952,-1.0824482
41,2,-0.1150983,0.16424976,0.073265985,-0.24648948,-0.5167862
42,2,-0.041127402,0.030088637,-0.31225693,-0.2276862,-0.71128166
43,2,0.19332664,0.09872519,-0.2500582,-0.2429306,-1.1150187
44,2,-0.14710754,0.13058332,-0.06825711,-0.18996334,-0.8098588
45,2,0.10741536,0.19519533,-0.39797089,-0.15663639,-1.8311507
46,2,0.05315614,-0.20121993,0.0071661025,0.0411675,0.42714542
47,2,-0.074343845,-0.09507455,-0.07331697,-0.10011876,0.25634018
48,2,-0.07430001,0.012826243,-0.24418731,-0.17657833,-0.6746243
49,2,-0.059145626,-0.11299988,-0.038791187,-0.039936386,0.18518056
50,2,0.09829546,-0.18673903,0.19894345,0.048839163,0.90879905
51,2,-0.19419572,-0.19690256,-0.08032818,0.07263998,0.29501137
52,2,0.028145216,-0.10756882,0.055924945,-0.050450932,0.43965933
53,2,0.06027104,-0.18364047,-0.004393158,0.013571385,0.38403562
54,2,-0.19364947,-0.17098004,0.4135106,0.1788147,1.6216415
55,2,-0.13212582,-0.11722247,0.15027486,0.06173816,0.48634693
56,2,0.08104953,0.17339264,-0.06691668,-0.20865044,-1.0372719
57,2,0.14422329,-0.17359418,0.16598357,0.028816057,0.69738805
58,2,-0.20373453,0.14832021,-0.2681543,-0.20344533,-1.1082517
59,2,-0.03716206,0.009973673,0.011608723,-0.07440763,-0.49428424
60,2,-0.08430863,0.102259345,-0.004438018,-0.2399532,-0.35886088
61,2,0.060346704,-0.07805226,-0.17001565,-0.076254845,-0.60281837
62,2,-0.18559813,-0.16442703,0.29582256,0.14905651,1.1894944
63,2,0.003978866,0.15855655,-0.047288597,-0.20483372,-0.8837563
64,2,0.020830017,0.06486164,0.012465434,-0.075347655,-0.831764
65,2,0.17358345,0.026409706,0.020747133,-0.1819409,-0.2567408
66,2,-0.19297133,0.14157917,0.0094738435,-0.25988403,-0.4856467
67,2,-0.10419268,-0.02087921,-0.10354606,-0.18198016,-0.0038809776
68,2,0.05129773,0.12723199,0.06953403,-0.21859133,-0.43523833
69,2,0.12475754,-0.013280043,-0.21325599,-0.122585736,-0.9223
70,2,-0.12832685,-0.078358695,-0.25779608,-0.09151981,-0.5090066
71,2,-0.15944752,-0.1630034,-0.09695975,-0.041430354,0.4881256
72,2,-0.08911166,-0.18564181,-0.13625783,0.014919935,0.12618047
73,2,0.075843945,-0.0120705245,-0.24981648,-0.1246022,-0.9347702
74,2,0.018115096,-0.059874658,-0.17635992,-0.136124,-0.3135066
75,2,0.08156089,0.06401867,0.07845422,-0.15726115,-0.34851018
76,2,0.036937404,-0.0019964662,-0.03819339,-0.14762014,-0.22702844
77,2,0.14151712,0.013563877,-0.21752791,-0.15282011,-0.94751465
78,2,-0.20351733,0.1740642,-0.019754326,-0.28565997,-0.618067
79,2,0.06306804,-0.17318988,-0.038624752,0.0105182845,0.162067
80,2,0.1852082,-0.0092352405,-0.2567445,-0.22705938,-0.6521027
81,2,-0.08002195,0.15286316,-0.10081073,-0.23729816,-0.81519604
82,2,0.06983217,0.0007133276,-0.0178135,-0.1805437,0.010324135
83,2,-0.1105275,0.20862901,-0.23410359,-0.11116989,-1.4890894
84,2,-0.12142817,0.076043494,-0.14780703,-0.19028558,-0.7392014
85,2,-0.060257293,0.02569945,-0.23049207,-0.22331132,-0.5400419
86,2,0.025617873,0.013282856,0.12454963,-0.13173401,0.1844405
87,2,0.016400589,-0.14198534,0.022416415,0.02732322,0.1289528
88,2,0.10998408,0.1018284,-0.30018914,-0.12172912,-1.5022184
89,2,0.09295019,-0.0005459621,-0.33088502,-0.15445676,-1.0724698
90,2,-0.10735802,0.02289649,0.034816723,-0.15994643,-0.013447814
91,2,0.042702325,0.05330134,-0.022435565,-0.19336824,-0.32675692
92,2,0.0074014254,-0.1800973,0.23886144,0.14913815,0.6478182
93,2,-0.11719986,-0.19159044,0.1437433,0.10622044,0.8512958
94,2,0.003177443,0.03369054,-0.14639358,-0.2065976,-0.47430006
95,2,-0.1467417,0.15549384,-0.19991484,-0.27218235,-0.88929296
96,2,0.013242265,0.1305622,-0.18800078,-0.18526289,-1.1031095
97,2,-0.051004704,0.0673796,0.06449388,-0.13378805,-0.43885598
98,2,0.09235967,-0.16871893,-0.118500665,-0.051521968,0.13046655
99,2,0.045176897,0.08956294,0.07049238,-0.18835253,-0.31577596
0,3,0.17228523,-0.12268136,0.19757071,-0.009678061,0.5822048
1,3,0.17786258,0.18902242,-0.3533931,-0.2803823,-1.5049922
2,3,-0.002325975,0.05852202,-0.25943634,-0.2992134,-0.46542722
3,3,0.05494664,-0.10551308,-0.19381012,-0.14471762,0.0025636181
4,3,-0.20943424,0.10561279,-0.050650578,-0.2705911,-0.3387539
5,3,-0.18281332,0.18019748,-0.19479167,-0.24803543,-1.0168068
6,3,-0.16829121,0.10271216,-0.30000374,-0.19071856,-1.0421404
7,3,-0.20480146,0.09910091,-0.435063,-0.1890378,-1.2223645
8,3,0.017276745,0.18780306,-0.11735977,-0.21317102,-1.1173579
9,3,0.18003167,-0.12009193,-0.0758258,-0.11270837,0.14589094
10,3,-0.09099182,-0.073842786,-0.089763835,-0.11753858,0.11749445
11,3,0.08163484,0.043307047,0.08361302,-0.18063976,0.000802204
12,3,-0.14125426,0.15976055,-0.13132244,-0.22576466,-0.9173535
13,3,0.029599875,-0.07923461,-0.20440947,-0.17491604,0.00010546297
14,3,-0.06693109,0.1452509,-0.18271731,-0.27367517,-0.81091166
15,3,-0.01360587,-0.09528816,-0.14457949,-0.09070257,-0.15481988
16,3,-0.0010557261,-0.12877578,-0.21362552,-0.11337739,-0.0060102046
17,3,-0.042711157,-0.15916938,0.32179046,0.13524283,1.0389346
18,3,0.17855081,-0.20024072,0.25819042,0.09274516,0.7642487
19,3,0.09772344,-0.20202865,0.23617743,0.10286997,0.8491887
20,3,-0.16061105,-0.15174031,0.19897997,0.16473329,0.5634358
21,3,0.1197576,-0.18220942,0.21364711,0.08935719,0.62878954
22,3,0.0031810892,-0.05726308,-0.30222958,-0.15452862,-0.6165391
23,3,-0.08894664,0.059726093,0.04113354,-0.15330264,-0.35679224
24,3,0.1946322,-0.07705521,-0.41907915,-0.22877607,-0.7592282
25,3,0.18187147,-0.07773047,-0.096170455,-0.15081644,-0.05207093
26,3,0.20407961,0.021639425,-0.25063932,-0.28186002,-0.56692326
27,3,-0.042295754,-0.067224845,-0.22463247,-0.1769436,-0.08194883
28,3,0.08492241,-0.20403768,0.43936342,0.19942066,1.2121378
29,3,-0.0048475675,0.09894833,-0.19131203,-0.19793975,-0.9141549
30,3,-0.10611035,0.15582915,-0.21770148,-0.31745693,-0.78685033
31,3,-0.11468952,-0.085548244,-0.34708974,-0.11964441,-0.60887
32,3,-0.036914762,-0.04736883,0.3651807,0.0387608,0.71999586
33,3,0.065970704,-0.1934207,0.34457114,0.15088229,1.0516416
34,3,-0.19644994,0.08626059,-0.05380949,-0.16391172,-0.6798912
35,3,0.12106857,-0.13084884,-0.059442483,-0.09402235,0.3215098
36,3,-0.12167971,-0.09124735,0.0414845,-0.038894534,0.3503792
37,3,0.08892471,0.15542547,-0.20838565,-0.3048776,-0.8931861
38,3,0.031645417,-0.120799385,-0.27015212,-0.1495401,-0.13639739
39,3,0.11033735,-0.16585338,0.106657356,0.025441315,0.4948251
40,3,-0.19308726,0.053638812,-0.30125,-0.13274139,-1.0029374
41,3,-0.11455029,0.16168916,0.03790333,-0.27563906,-0.46554694
42,3,-0.04440838,0.027601372,-0.34065402,-0.26699665,-0.6085315
43,3,0.19049755,0.09590304,-0.30958796,-0.3195041,-0.9277916
44,3,-0.14805263,0.12842964,-0.11674443,-0.24449702,-0.7354133
45,3,0.10291072,0.19305423,-0.4936697,-0.27221847,-1.6824974
46,3,0.053326085,-0.20088656,0.027942963,0.04233353,0.50537527
47,3,-0.074974805,-0.096026585,-0.053638592,-0.084283024,0.24696481
48,3,-0.07692068,0.010798935,-0.27585423,-0.22355208,-0.5605613
49,3,-0.05948341,-0.113450445,-0.027949888,-0.040394858,0.23789424
50,3,0.10051032,-0.18611951,0.24184747,0.085808255,0.83653414
51,3,-0.19491771,-0.19627522,-0.06260657,0.069857374,0.3672
52,3,0.028824585,-0.10801097,0.078974016,-0.03135124,0.410552
53,3,0.060318947,-0.18357275,0.01496992,0.01530581,0.4544154
54,3,-0.18907261,-0.16871305,0.49418876,0.2758106,1.5287466
55,3,-0.13052703,-0.11659064,0.16926262,0.07314894,0.50874543
56,3,0.08003961,0.17098382,-0.12987566,-0.27830157,-0.89487946
57,3,0.14603896,-0.17326519,0.19644001,0.048969954,0.66975427
58,3,-0.20671272,0.14600055,-0.32294473,-0.26476136,-1.0544537
59,3,-0.037258122,0.008913434,-0.025866196,-0.13075422,-0.30902806
60,3,-0.084463075,0.09980654,-0.025630094,-0.25709292,-0.3145855
61,3,0.058430966,-0.07923514,-0.206499,-0.14421934,-0.2931785
62,3,-0.18232766,-0.16264677,0.35362297,0.21232042,1.1264452
63,3,0.0032152156,0.15624417,-0.101213634,-0.2631671,-0.7612008
64,3,0.02062078,0.06366745,-0.047406614,-0.15776882,-0.64195395
65,3,0.17368296,0.024453562,0.0012848855,-0.20801544,-0.12726769
66,3,-0.19303045,0.13890527,-0.020091128,-0.28375816,-0.4341891
67,3,-0.10519403,-0.022670234,-0.09717501,-0.17535423,-0.004828118
68,3,0.051829398,0.124939375,0.038482837,-0.24697116,-0.349737
69,3,0.122316666,-0.014996918,-0.2672128,-0.20789967,-0.65430725
70,3,-0.13104317,-0.07957577,-0.2807021,-0.13864131,-0.353578
71,3,-0.16023439,-0.16332376,-0.06195845,-0.012708073,0.48037174
72,3,-0.09043602,-0.18564421,-0.12628902,0.0020950248,0.24684432
73,3,0.073048234,-0.013789574,-0.30190167,-0.20684616,-0.68622136
74,3,0.016268952,-0.061431155,-0.1897877,-0.16590606,-0.14218538
75,3,0.082189016,0.062277645,0.049793337,-0.19175903,-0.19798002
