episode,step,cart_pos,pole_angle,cart_vel,pole_ang_vel,action
22,39,-0.04772044,-0.10321608,0.119378574,0.0157096,0.39283285
23,39,-0.10759994,-0.0117578665,-0.048077546,-0.16301619,0.003546603
24,39,0.12733135,-0.13839209,0.15791747,0.011749165,0.50521016
25,39,0.22632104,-0.1015862,0.35759804,0.02602845,0.58574986
26,39,0.12910087,-0.06981942,-0.059740387,-0.14520861,0.1397512
27,39,-0.043420337,-0.08997288,0.23678851,0.06361918,0.4589583
28,39,0.39593825,-0.059024382,1.0205812,0.34900343,1.0378131
29,39,-0.14563854,-0.023725322,-0.39588976,-0.3015541,-0.30075046
30,39,-0.277815,0.007061032,-0.575969,-0.40754154,-0.5540165
31,39,-0.1639925,-0.11692103,0.18862195,0.09907215,0.5321059
32,39,0.12897506,-0.015399299,0.4701613,0.039261214,0.47372946
33,39,0.3399137,-0.06803318,0.9569019,0.34141585,1.0198653
34,39,-0.27599263,-0.011999437,-0.22664565,-0.22835523,-0.1643799
35,39,0.21869293,-0.114495896,0.5729077,0.16555631,0.84872687
36,39,-0.01959503,-0.05726337,0.4542544,0.15683305,0.55954576
37,39,-0.08219988,0.005814156,-0.57216567,-0.4103268,-0.55458355
38,39,0.052896306,-0.12411098,0.3978047,0.15232652,0.708799
39,39,0.28304708,-0.10529445,0.7901568,0.2822573,1.0008274
40,39,-0.35532123,-0.061810985,-0.34860826,-0.23180048,-0.14814596
41,39,-0.19639082,0.03854164,-0.37148592,-0.34479704,-0.42868724
42,39,-0.161588,-0.0677526,-0.18874973,-0.16275129,0.0056222826
43,39,0.032408293,-0.04301653,-0.38470823,-0.30021822,-0.22892725
44,39,-0.2718604,0.0024953077,-0.40711853,-0.32563558,-0.37242132
45,39,-0.2341286,-0.018572548,-1.0458963,-0.60191643,-0.9538547
46,39,0.23030624,-0.11518803,0.86023563,0.38226032,1.0725671
47,39,0.00067106995,-0.07672728,0.43004343,0.14953081,0.5975665
48,39,-0.1625991,-0.06810472,-0.09211373,-0.11955316,0.104583144
49,39,0.031299535,-0.08336592,0.49123603,0.18061364,0.6710912
50,39,0.3379074,-0.087000094,0.9215818,0.33390233,1.0510147
51,39,-0.05096776,-0.09148536,0.72777814,0.41925812,0.8725922
52,39,0.15054643,-0.079616785,0.5513089,0.15264049,0.7270163
53,39,0.21968392,-0.11373431,0.7969923,0.33776328,1.0210763
54,39,0.10478277,-0.0018530822,0.78062516,0.27163804,0.6434859
55,39,0.02086047,-0.049351726,0.5597975,0.19961649,0.622628
56,39,-0.07935398,0.022693211,-0.58021176,-0.42246044,-0.6088276
57,39,0.35629392,-0.099281706,0.87786055,0.29957625,1.0642208
58,39,-0.4281346,-0.014097047,-0.67831534,-0.4289333,-0.58633196
59,39,-0.042039298,-0.041623518,0.076854296,-0.076186284,0.19717124
60,39,-0.14057639,0.0020230836,-0.19491921,-0.23991466,-0.16806597
61,39,0.06307227,-0.1038659,0.27334887,0.054664116,0.52691007
62,39,0.062026873,-0.02492501,0.7387062,0.28716043,0.68962777
63,39,-0.13465753,0.019217739,-0.5028861,-0.38426438,-0.5176976
64,39,-0.038242184,-0.023599051,-0.13928477,-0.19383273,-0.054133184
65,39,0.18026777,-0.040477823,0.09133095,-0.12524441,0.20299676
66,39,-0.27543664,0.022014646,-0.32442176,-0.3059921,-0.33863115
67,39,-0.095862255,-0.05579133,0.17070034,-0.0027691158,0.32244852
68,39,-0.0038497767,0.020213757,-0.24702089,-0.28228644,-0.26674458
69,39,0.057012767,-0.0864038,0.015878085,-0.07970418,0.24643418
70,39,-0.15214917,-0.101654015,0.23446816,0.11022434,0.5325664
71,39,-0.03091213,-0.08380787,0.6434151,0.33210656,0.7936784
72,39,0.025520405,-0.11219838,0.69495267,0.37219265,0.9357991
73,39,-0.006579178,-0.08714667,-0.021446358,-0.0819619,0.2119934
74,39,0.018664323,-0.08897762,0.23095039,0.035976,0.4485186
75,39,0.073064946,-0.011318542,-0.025818823,-0.17189723,0.023647845
76,39,0.04180291,-0.0496363,0.12400033,-0.06138359,0.25126496
77,39,0.053913254,-0.07513582,-0.07383415,-0.12934168,0.13292368
78,39,-0.32233045,0.034799658,-0.47265118,-0.3789257,-0.51867926
79,39,0.19617783,-0.1187132,0.7329612,0.30845436,0.9956156
80,39,0.122265644,-0.08722236,0.031847853,-0.087644875,0.2583622
81,39,-0.2269677,0.011739742,-0.506467,-0.38065365,-0.49942312
82,39,0.08866718,-0.045537654,0.14770973,-0.06776553,0.26481354
83,39,-0.4026074,0.020207584,-1.0046827,-0.5844616,-1.024754
84,39,-0.22656329,-0.02998525,-0.24944474,-0.22337912,-0.14213693
85,39,-0.14239839,-0.05819822,-0.10119912,-0.13600223,0.0658248
86,39,0.07981274,-0.02281972,0.18554537,-0.07049542,0.24636486
87,39,0.1398334,-0.09794114,0.62883407,0.23746815,0.8502461
88,39,-0.10872147,-0.052886885,-0.55247813,-0.3608705,-0.36641157
89,39,-0.027446024,-0.0935115,-0.10927917,-0.11095657,0.14459361
90,39,-0.09026239,-0.02447532,0.09712858,-0.07990672,0.17288546
91,39,0.01288215,-0.023846017,-0.048375692,-0.15882841,0.031599574
92,39,0.23420686,-0.073650196,0.8435859,0.32136405,0.9393134
93,39,0.10317162,-0.06332237,0.81868964,0.37564394,0.86999893
94,39,-0.055971254,-0.04579844,-0.07015867,-0.13937494,0.06500871
95,39,-0.3291683,0.0019396339,-0.5872068,-0.40628314,-0.54639316
96,39,-0.16497262,-0.014500464,-0.536202,-0.3764572,-0.46082398
97,39,-0.0734413,-0.009692309,-0.06630672,-0.17485397,-0.018730752
98,39,0.20153967,-0.12956,0.69050175,0.2841452,0.99798
99,39,0.01809619,0.00227498,-0.116069525,-0.21489152,-0.09426451
0,40,0.34923813,-0.08995766,0.7225881,0.16970527,0.916057
1,40,-0.10326222,-0.0102301845,-0.8600385,-0.52877444,-0.7961793
2,40,-0.10813459,-0.04456201,-0.21145345,-0.20063572,-0.07199444
3,40,0.09413392,-0.110302754,0.4049097,0.1218305,0.678848
4,40,-0.27878043,0.0021862371,-0.22882508,-0.24389395,-0.20114486
5,40,-0.3929532,0.014569236,-0.7138493,-0.46715298,-0.71341014
6,40,-0.36597955,-0.04091144,-0.50744796,-0.3267693,-0.35684094
7,40,-0.4578566,-0.060396094,-0.62736404,-0.3615065,-0.41204625
8,40,-0.17627478,0.026757794,-0.69699967,-0.4671788,-0.7323022
9,40,0.26650435,-0.11938834,0.532528,0.11090395,0.8269576
10,40,-0.039457798,-0.071476,0.35319483,0.115238145,0.51923907
11,40,0.10173708,-0.016840592,0.07203309,-0.12980217,0.12760493
12,40,-0.31151864,0.009753935,-0.57428414,-0.40734598,-0.5555403
13,40,0.047679115,-0.09745506,0.30411607,0.06926516,0.54376876
14,40,-0.23160495,-0.00019203032,-0.52822477,-0.38231504,-0.4894085
15,40,0.024670824,-0.09674505,0.3723045,0.12080037,0.60881317
16,40,0.048258144,-0.1155891,0.47038504,0.19182926,0.7483815
17,40,0.20470002,-0.04384703,0.78925943,0.26442787,0.7933831
18,40,0.44077078,-0.09757834,1.0168995,0.35863876,1.1667284
19,40,0.35535222,-0.08734126,0.975663,0.36720982,1.097122
20,40,0.023220016,-0.051169533,0.6560467,0.2726782,0.70318186
21,40,0.34683648,-0.093388185,0.9036326,0.320365,1.0629257
22,40,-0.046451595,-0.10306075,0.13443217,0.023222264,0.4065335
23,40,-0.10806345,-0.013374869,-0.0448328,-0.15982813,0.010560654
24,40,0.12900282,-0.13829015,0.17661035,0.01943821,0.5216423
25,40,0.2299535,-0.10135435,0.3693555,0.028731648,0.5943986
26,40,0.12856045,-0.071263105,-0.04846095,-0.13844107,0.15302578
27,40,-0.04099386,-0.089348614,0.24871509,0.06836231,0.47274217
28,40,0.40612796,-0.0556258,1.0188309,0.33745727,1.0275134
29,40,-0.1495664,-0.026720177,-0.39001384,-0.2961525,-0.2859728
30,40,-0.28356263,0.003011916,-0.57398707,-0.40351158,-0.5400582
31,40,-0.16200694,-0.11591043,0.20818415,0.11141917,0.5484866
32,40,0.133672,-0.0150313545,0.4696218,0.036106266,0.47303495
33,40,0.34948257,-0.06469617,0.9581111,0.33306572,1.0072746
34,40,-0.2782373,-0.014263311,-0.22261898,-0.22401275,-0.1556361
35,40,0.22449368,-0.11286003,0.58756554,0.17077242,0.86006975
36,40,-0.015030506,-0.055726025,0.4591622,0.15576687,0.5597868
37,40,-0.08791183,0.0017321169,-0.57057714,-0.40709364,-0.5414597
38,40,0.056957096,-0.12260144,0.41457444,0.15930258,0.7197418
39,40,0.2909965,-0.10251753,0.80046475,0.2822326,1.0020496
40,40,-0.35874662,-0.06410588,-0.33683348,-0.22307156,-0.1290219
41,40,-0.2001148,0.03512305,-0.37379733,-0.34261027,-0.4229571
42,40,-0.16341984,-0.06937145,-0.17774494,-0.15609619,0.02017732
43,40,0.028610395,-0.04599196,-0.37529346,-0.29228488,-0.21167034
44,40,-0.27591583,-0.0007342267,-0.40440992,-0.32115567,-0.36149698
45,40,-0.24455571,-0.024564205,-1.0399896,-0.59575886,-0.93228245
46,40,0.23895347,-0.11142679,0.8701875,0.38020742,1.0728835
47,40,0.005012206,-0.07525626,0.43859103,0.15111375,0.6007534
48,40,-0.16346376,-0.06929065,-0.08095245,-0.11270021,0.11930874
49,40,0.036255226,-0.081587546,0.5003636,0.18208721,0.6752721
50,40,0.34714386,-0.083727725,0.9267835,0.3288234,1.0472003
51,40,-0.04366438,-0.08735682,0.7339251,0.4149731,0.86638904
52,40,0.15610255,-0.07811436,0.5603179,0.15449496,0.72903466
53,40,0.22770417,-0.110408075,0.80788,0.33735585,1.0203133
54,40,0.11252977,0.00076996913,0.77025145,0.2554113,0.62580776
55,40,0.026465517,-0.047400516,0.5619421,0.19550034,0.61909604
56,40,-0.0851594,0.018488904,-0.5812157,-0.4206753,-0.59777844
57,40,0.36511248,-0.096336894,0.8866708,0.29817095,1.0605018
58,40,-0.4348842,-0.018350981,-0.6721775,-0.42169887,-0.5704621
59,40,-0.041236173,-0.04237937,0.083688535,-0.07196663,0.20599386
60,40,-0.14251338,-0.00035512424,-0.19281685,-0.23642126,-0.16002673
61,40,0.065872125,-0.103335075,0.2868871,0.059760496,0.536667
62,40,0.069383055,-0.022129094,0.73374087,0.2757941,0.67698956
63,40,-0.13968517,0.015398484,-0.5030291,-0.38166755,-0.5080568
64,40,-0.03960821,-0.02552296,-0.13414727,-0.18952538,-0.044265695
65,40,0.18121243,-0.041727986,0.09757361,-0.1217751,0.2113165
66,40,-0.27867818,0.018983563,-0.32436305,-0.30264184,-0.32965675
67,40,-0.09411296,-0.05581716,0.17915016,0.0018078599,0.33068395
68,40,-0.0063203895,0.017412981,-0.24746744,-0.27998286,-0.25943387
69,40,0.057235096,-0.08720119,0.028608408,-0.07321591,0.2601289
70,40,-0.14971827,-0.100534536,0.2514578,0.12097204,0.54399014
71,40,-0.024447205,-0.08053425,0.65034056,0.33016235,0.7866316
72,40,0.03252807,-0.108514115,0.70718306,0.37408736,0.93671477
73,40,-0.0067291637,-0.087966055,-0.008539703,-0.07531641,0.22596273
74,40,0.021030843,-0.08863109,0.24258208,0.040410813,0.45795903
75,40,0.07282328,-0.013025015,-0.022713639,-0.16886018,0.030636363
76,40,0.04307723,-0.050253626,0.13093433,-0.058222555,0.2601758
77,40,0.05323287,-0.076425396,-0.062290993,-0.12297402,0.14647728
78,40,-0.32706285,0.03104051,-0.474325,-0.3763304,-0.51022494
79,40,0.2035721,-0.115663774,0.7464558,0.31127703,0.9926504
80,40,0.122645624,-0.08810324,0.044232324,-0.08181523,0.2722412
81,40,-0.23202479,0.007957911,-0.50535804,-0.3772561,-0.48875228
82,40,0.09017592,-0.046218287,0.15409714,-0.06482679,0.27282244
83,40,-0.41265503,0.014384202,-1.0051986,-0.58233887,-1.0061464
84,40,-0.22902402,-0.03220127,-0.24298115,-0.21800117,-0.13169685
85,40,-0.14336257,-0.05955071,-0.091739036,-0.13026658,0.07733756
86,40,0.08168495,-0.023524787,0.18890502,-0.06878357,0.25131425
87,40,0.14617702,-0.09559241,0.64031696,0.24035697,0.8478514
88,40,-0.114188075,-0.05646626,-0.54130864,-0.35174748,-0.3465661
89,40,-0.028468197,-0.09461869,-0.09518209,-0.10346018,0.15927616
90,40,-0.08926863,-0.025267579,0.10152183,-0.07685313,0.17850585
91,40,0.012422904,-0.025423694,-0.04363784,-0.15516673,0.040205285
92,40,0.24265426,-0.070502065,0.8469535,0.3154823,0.93261695
93,40,0.11135532,-0.059642404,0.8192777,0.36705756,0.8599409
94,40,-0.056633603,-0.047183804,-0.06243379,-0.1344309,0.074366316
95,40,-0.33502227,-0.0020934276,-0.5840749,-0.4012535,-0.5298207
96,40,-0.17030834,-0.018241255,-0.53132993,-0.37122485,-0.44557303
97,40,-0.07408799,-0.011426742,-0.06325824,-0.17165881,-0.011694126
98,40,0.20852399,-0.1267436,0.70675945,0.28953362,0.9983424
99,40,0.01694566,0.00014415155,-0.11433087,-0.2119153,-0.08716826
0,41,0.3565105,-0.08829105,0.73238623,0.1712044,0.91753745
1,41,-0.111839525,-0.015494393,-0.85581607,-0.5239341,-0.77801096
2,41,-0.11020754,-0.04655503,-0.20334353,-0.19492507,-0.05993911
3,41,0.09825552,-0.109098144,0.4196396,0.12778802,0.68715656
4,41,-0.28105602,-0.00023093694,-0.22665241,-0.24026826,-0.19329414
5,41,-0.40008587,0.009922857,-0.7130996,-0.46390235,-0.6985756
6,41,-0.37100622,-0.044152092,-0.49831057,-0.3189505,-0.34147945
7,41,-0.4640626,-0.063975796,-0.61439615,-0.35075584,-0.38618383
8,41,-0.18324937,0.022108909,-0.69830143,-0.4652487,-0.7208787
9,41,0.2719072,-0.118295625,0.54830456,0.117072456,0.83601093
10,41,-0.035883702,-0.07033973,0.36190253,0.11785738,0.52208817
11,41,0.10247433,-0.018131744,0.0753092,-0.12732768,0.13397346
12,41,-0.3172497,0.005709373,-0.572403,-0.40306374,-0.5408058
13,41,0.050783306,-0.09677602,0.31695554,0.07427099,0.5569371
14,41,-0.2368708,-0.00399043,-0.52535206,-0.37800226,-0.47575554
15,41,0.028455889,-0.09555137,0.38495427,0.1256358,0.6171334
16,41,0.053034194,-0.11369092,0.48515376,0.19705448,0.7555845
17,41,0.21257688,-0.04127656,0.78729755,0.25482845,0.7858056
18,41,0.45096496,-0.094063565,1.0230865,0.3534764,1.1659348
19,41,0.36512604,-0.08374148,0.9802603,0.3611578,1.0917934
20,41,0.029780196,-0.048501045,0.6569313,0.26636213,0.6935586
21,41,0.35590363,-0.09024282,0.91073227,0.31723166,1.0567561
22,41,-0.04503273,-0.1028309,0.14939374,0.030619267,0.41918996
23,41,-0.10849356,-0.014960342,-0.041389834,-0.15657836,0.017791294
24,41,0.13086031,-0.1381126,0.19514138,0.026897408,0.53754294
25,41,0.23370232,-0.1010971,0.38089323,0.031133479,0.6035553
26,41,0.12813312,-0.07264032,-0.037108194,-0.13177885,0.16588514
27,41,-0.03844708,-0.08867459,0.26081407,0.07346689,0.48431942
28,41,0.41629785,-0.05234241,1.016613,0.32570085,1.0183305
29,41,-0.15343289,-0.029660404,-0.3836265,-0.29041457,-0.27240145
30,41,-0.28928697,-0.0009960883,-0.5713162,-0.39903042,-0.52531964
31,41,-0.15982667,-0.11477662,0.22756515,0.12364692,0.5641955
32,41,0.13836364,-0.014694418,0.46908975,0.033017725,0.47052988
33,41,0.35905898,-0.06144592,0.9584571,0.3238885,0.996914
34,41,-0.2804407,-0.016484624,-0.21835668,-0.21964861,-0.1467516
35,41,0.23044024,-0.11117127,0.6020635,0.17599478,0.8697351
36,41,-0.010418279,-0.054199718,0.46380055,0.15451837,0.5595596
37,41,-0.09360461,-0.0023171278,-0.5683346,-0.40346828,-0.5252228
38,41,0.06118372,-0.12102327,0.43099132,0.16597147,0.72832763
39,41,0.29904625,-0.099741936,0.8102391,0.28181118,1.0011233
40,41,-0.36205205,-0.06631271,-0.32462916,-0.21402851,-0.10571316
41,41,-0.20385982,0.031725645,-0.37568322,-0.3402843,-0.41773012
42,41,-0.16514078,-0.07092424,-0.16655958,-0.14940791,0.0339221
43,41,0.024908796,-0.048888125,-0.3654468,-0.28413594,-0.19368008
44,41,-0.279942,-0.0039192014,-0.4012528,-0.31647134,-0.3508332
45,41,-0.25491947,-0.030494414,-1.0332155,-0.5891696,-0.90518475
46,41,0.24769762,-0.10768582,0.87961435,0.37792087,1.0711871
47,41,0.009437126,-0.07377034,0.4468148,0.1524222,0.6037245
48,41,-0.16421574,-0.07040779,-0.0695866,-0.1057112,0.1344094
49,41,0.0413008,-0.07979455,0.50921464,0.1834061,0.67823625
50,41,0.3564298,-0.080506355,0.9314788,0.32346022,1.0421629
51,41,-0.036303166,-0.08327204,0.73936003,0.41021818,0.861814
52,41,0.16174637,-0.07659533,0.56888276,0.15589498,0.7290131
53,41,0.23582967,-0.10708771,0.81807095,0.3363861,1.0189793
54,41,0.12017095,0.0032305184,0.7594652,0.23894124,0.6111784
55,41,0.032090362,-0.045490786,0.56376237,0.1911786,0.6160871
56,41,-0.09097138,0.014303036,-0.581533,-0.41846678,-0.5874295
57,41,0.37401494,-0.0934092,0.89469767,0.29600918,1.0576483
58,41,-0.44156992,-0.022533609,-0.66553044,-0.41432163,-0.551401
59,41,-0.04036416,-0.043093044,0.09063238,-0.06769162,0.21430305
60,41,-0.14442776,-0.0026986536,-0.19039309,-0.23279099,-0.15237686
61,41,0.06880597,-0.10275482,0.3001717,0.06454977,0.5476203
62,41,0.07668743,-0.019447021,0.728344,0.26418182,0.6651566
63,41,-0.14471157,0.011604963,-0.50263596,-0.37882128,-0.49769646
64,41,-0.040921617,-0.027404055,-0.12875563,-0.1851165,-0.0351751
65,41,0.1822199,-0.042944286,0.10390644,-0.11835556,0.22001734
66,41,-0.28191656,0.01598655,-0.32379296,-0.29896042,-0.32261685
67,41,-0.092279255,-0.055797406,0.18758295,0.0063557588,0.33757314
68,41,-0.008793276,0.014635445,-0.24747787,-0.27742973,-0.25394148
69,41,0.05758482,-0.087934464,0.041369,-0.06680115,0.27337757
70,41,-0.14711937,-0.09930921,0.268093,0.13134971,0.5545871
71,41,-0.01791768,-0.07728351,0.65638995,0.3273669,0.7787752
72,41,0.039654694,-0.10481184,0.71876144,0.37554416,0.93428886
73,41,-0.00674996,-0.08871973,0.004403399,-0.06873825,0.24009427
74,41,0.02351289,-0.08824103,0.25406867,0.044676427,0.46770152
75,41,0.07261364,-0.014701552,-0.019406365,-0.16576903,0.03837794
76,41,0.04442149,-0.050839126,0.13798425,-0.05497575,0.26744074
77,41,0.052668255,-0.077652246,-0.050665278,-0.11667426,0.16173755
78,41,-0.33180913,0.027307415,-0.47543395,-0.37343228,-0.5008326
79,41,0.21109556,-0.11259149,0.7588831,0.31293008,0.98827255
80,41,0.123149745,-0.088926405,0.056682266,-0.07601785,0.2869266
81,41,-0.23706824,0.004209742,-0.50372785,-0.37362581,-0.47757563
82,41,0.091748945,-0.046869658,0.16057049,-0.061858084,0.28042814
83,41,-0.42270193,0.008584505,-1.0045776,-0.579343,-0.99065804
84,41,-0.23141931,-0.03436479,-0.23633544,-0.21267708,-0.11992845
85,41,-0.1442318,-0.06084686,-0.08219624,-0.12460774,0.092013955
86,41,0.08359115,-0.024212927,0.19234702,-0.06705105,0.25545064
87,41,0.1526305,-0.09321973,0.6508866,0.24220122,0.8498293
88,41,-0.11954072,-0.05995499,-0.5296771,-0.34245485,-0.32137528
89,41,-0.029349599,-0.09565246,-0.081099674,-0.09615368,0.17463925
90,41,-0.08823074,-0.026029881,0.1059657,-0.07384073,0.18516275
91,41,0.012012055,-0.026964974,-0.038692396,-0.15142299,0.048404925
92,41,0.2511323,-0.067413874,0.8497293,0.30916455,0.92277014
93,41,0.1195418,-0.056048907,0.8192561,0.35808617,0.84578836
94,41,-0.05721857,-0.04852109,-0.054659266,-0.12961951,0.08586326
95,41,-0.34084085,-0.006074387,-0.58014345,-0.39559904,-0.5160885
96,41,-0.17559241,-0.021929432,-0.5258738,-0.36565667,-0.43096164
97,41,-0.074703194,-0.0131296385,-0.060001213,-0.16840374,-0.0040811524
98,41,0.2156653,-0.12387872,0.7219831,0.293772,1.0022222
99,41,0.015813949,-0.0019571204,-0.11230149,-0.20881227,-0.079997785
0,42,0.36387795,-0.08661195,0.74164987,0.17213589,0.9208305
1,42,-0.12037075,-0.020710202,-0.8508186,-0.51869434,-0.75602114
2,42,-0.11219853,-0.048491858,-0.19504248,-0.189221,-0.048021615
3,42,0.10252219,-0.107836016,0.43395495,0.13329524,0.696532
4,42,-0.28330842,-0.0026123484,-0.22417979,-0.23654468,-0.18457893
5,42,-0.40720686,0.0053101517,-0.7115328,-0.46009347,-0.68233466
6,42,-0.37594014,-0.047316156,-0.4888765,-0.31116456,-0.32314932
7,42,-0.47013488,-0.067445815,-0.600651,-0.33935094,-0.3603225
8,42,-0.19023338,0.017479585,-0.69888884,-0.46291938,-0.70896244
9,42,0.2774654,-0.117143646,0.56363875,0.122731864,0.85311687
10,42,-0.032224566,-0.06917912,0.3702316,0.120066956,0.5255493
11,42,0.10324513,-0.01939838,0.078749746,-0.12479444,0.1397574
12,42,-0.32295808,0.0017090347,-0.56976664,-0.39822736,-0.5282458
13,42,0.054016303,-0.09604552,0.3298561,0.07947559,0.56946826
14,42,-0.24210484,-0.007745244,-0.52186745,-0.37331954,-0.46103132
15,42,0.032366093,-0.09431005,0.3973442,0.1302553,0.6235764
16,42,0.05795549,-0.11174207,0.49945936,0.20186117,0.7649076
17,42,0.22043274,-0.0388013,0.7850467,0.24516979,0.78053105
18,42,0.46121943,-0.090598874,1.0289317,0.34832072,1.1582081
19,42,0.374943,-0.08020248,0.9842991,0.35479066,1.0819666
20,42,0.036345802,-0.045897976,0.65716565,0.25944585,0.688841
21,42,0.36503735,-0.08713199,0.9170021,0.31329924,1.0534655
22,42,-0.04346513,-0.10252816,0.16419616,0.03780884,0.43157774
23,42,-0.108888246,-0.016513605,-0.037745614,-0.15325738,0.024301521
24,42,0.1329021,-0.13786185,0.21348707,0.034102473,0.55433905
25,42,0.23756556,-0.10081693,0.3922669,0.033323187,0.61430645
26,42,0.12781939,-0.07395236,-0.025715198,-0.12526281,0.17630626
27,42,-0.035779253,-0.08794867,0.2729103,0.07867126,0.49494776
28,42,0.4264439,-0.049175475,1.0140402,0.31389084,1.0039492
29,42,-0.15723364,-0.03254367,-0.37685394,-0.28452688,-0.25989988
30,42,-0.29498103,-0.0049583376,-0.56794757,-0.39407793,-0.51002455
31,42,-0.1574537,-0.1135209,0.24673498,0.13572834,0.5772368
32,42,0.14304926,-0.014389081,0.46842703,0.029777743,0.47069094
33,42,0.36863554,-0.05828884,0.95816696,0.31422037,0.987486
34,42,-0.28260037,-0.018663146,-0.21386376,-0.21526399,-0.13687491
35,42,0.23653042,-0.10943047,0.6162909,0.18106194,0.8773161
36,42,-0.0057611326,-0.052686423,0.46815398,0.15306179,0.5589974
37,42,-0.099270575,-0.006327978,-0.56525165,-0.3991582,-0.5115966
38,42,0.065571845,-0.1193807,0.4469095,0.17211981,0.74011016
39,42,0.30719027,-0.096972704,0.8193586,0.28080618,1.0017464
40,42,-0.36523163,-0.068425685,-0.31170955,-0.20421779,-0.08249255
41,42,-0.20762204,0.028350241,-0.3772121,-0.33792153,-0.4116965
42,42,-0.1667494,-0.0724112,-0.15526438,-0.14278537,0.04944662
43,42,0.02130797,-0.051702533,-0.35514176,-0.27571848,-0.18044315
44,42,-0.28393465,-0.007057965,-0.39769825,-0.31165475,-0.3381383
45,42,-0.26520914,-0.036355693,-1.0252218,-0.58159703,-0.8808452
46,42,0.2565328,-0.10396848,0.8884036,0.37522426,1.070464
47,42,0.013942641,-0.07227217,0.45472345,0.15347175,0.6072655
48,42,-0.16485295,-0.071454555,-0.057999797,-0.09855043,0.1499534
49,42,0.046433095,-0.07798909,0.5177193,0.1844651,0.68221307
50,42,0.36575982,-0.077339396,0.935611,0.31771782,1.034778
51,42,-0.028890269,-0.07923428,0.7442553,0.40525132,0.8549124
52,42,0.16747282,-0.075065255,0.57688475,0.15666002,0.7294744
53,42,0.24405348,-0.10377877,0.8275736,0.33486548,1.019482
54,42,0.1277036,0.0055281334,0.74851817,0.22259177,0.5985668
55,42,0.03773211,-0.04362412,0.56531966,0.18673955,0.61047566
56,42,-0.09678366,0.010138966,-0.5812669,-0.41599098,-0.5750493
57,42,0.38299423,-0.090505145,0.90206283,0.2932747,1.0543292
58,42,-0.44818562,-0.026641605,-0.6581692,-0.40647486,-0.5335971
59,42,-0.03942241,-0.04376432,0.09764132,-0.06342352,0.22260633
60,42,-0.14631659,-0.0050065443,-0.18769954,-0.2290983,-0.14441866
61,42,0.07187191,-0.102127165,0.3133133,0.069209486,0.5592065
62,42,0.08393616,-0.016880637,0.72260255,0.2524406,0.6504152
63,42,-0.14973131,0.007839837,-0.5016919,-0.37569812,-0.48750445
64,42,-0.04218029,-0.029241925,-0.12318501,-0.18071564,-0.025148787
65,42,0.18329121,-0.04412697,0.110353045,-0.11494426,0.22917727
66,42,-0.28514764,0.013025368,-0.32289332,-0.2952234,-0.31760684
67,42,-0.09036188,-0.055733144,0.19590145,0.01073166,0.34532908
68,42,-0.011265029,0.011882199,-0.24722022,-0.2748828,-0.24658689
69,42,0.05806206,-0.088604555,0.054127634,-0.060499717,0.2877076
70,42,-0.1443562,-0.09798188,0.28434393,0.1413275,0.5644245
71,42,-0.011332299,-0.07406418,0.6615666,0.3237207,0.7750162
72,42,0.046892617,-0.101097666,0.72948736,0.37625706,0.9297204
73,42,-0.006641123,-0.089408174,0.017395826,-0.06219768,0.25506482
74,42,0.026109217,-0.087808765,0.26544586,0.048834313,0.47672787
75,42,0.0724383,-0.016347196,-0.01585406,-0.16255291,0.04640971
76,42,0.045836106,-0.05139304,0.14501967,-0.051839415,0.27529404
77,42,0.05222094,-0.07881586,-0.038832128,-0.110240676,0.17603773
78,42,-0.33656353,0.023603693,-0.47594857,-0.37018174,-0.49253747
79,42,0.21873738,-0.10950826,0.7702176,0.31337607,0.9854208
80,42,0.12377897,-0.089691564,0.06925614,-0.07015404,0.30116388
81,42,-0.24209277,0.000497608,-0.5015759,-0.3697569,-0.46232292
82,42,0.09338693,-0.047491744,0.16709465,-0.05890919,0.2875829
83,42,-0.43273857,0.0028144615,-1.0031384,-0.57596153,-0.96739316
84,42,-0.23374683,-0.03647549,-0.22941886,-0.20726208,-0.10842171
85,42,-0.14500394,-0.062085338,-0.07233687,-0.11865687,0.1071744
86,42,0.085531786,-0.02488449,0.195805,-0.06539763,0.2593192
87,42,0.15918697,-0.09083007,0.6609386,0.24361186,0.85059357
88,42,-0.124772675,-0.06334802,-0.5172131,-0.33240846,-0.2971064
89,42,-0.030090049,-0.09661416,-0.06697607,-0.08894004,0.19247115
90,42,-0.087147765,-0.026761938,0.11053576,-0.07074841,0.19072548
91,42,0.011651429,-0.028469378,-0.033583567,-0.14765988,0.058767334
92,42,0.2596339,-0.06439177,0.8517183,0.30210102,0.91744995
93,42,0.12772344,-0.052548178,0.8183591,0.3483067,0.8340949
94,42,-0.057724733,-0.049810164,-0.046675794,-0.12468779,0.09686571
95,42,-0.34661743,-0.009999307,-0.5756831,-0.38972986,-0.50131536
96,42,-0.18081947,-0.025562353,-0.51992273,-0.3598826,-0.41502044
97,42,-0.07528465,-0.0148001,-0.0565064,-0.16503887,0.0023406595
98,42,0.22295518,-0.12097378,0.73651326,0.29738784,0.99835527
99,42,0.014703885,-0.0040276577,-0.109996065,-0.2056006,-0.073604226
0,43,0.37133616,-0.084924504,0.7505552,0.17277187,0.9219339
1,43,-0.1288468,-0.025871523,-0.84481525,-0.51269156,-0.73482704
