iteration,global_step,surrogate_loss,value_loss,entropy,clip_fraction,grad_norm,explained_variance,learning_rate
21,135168,-0.0012225997517816723,55.155574798583984,1.4525341749191285,0.009244791980017908,33.47780002355576,0.03208428621292114,0.0003
22,141312,-5.874912603758276e-05,54.91832103729248,1.4524844527244567,0.0,32.042559534311295,0.03828465938568115,0.0003
23,147456,-0.0005368160083889962,54.7254976272583,1.453540450334549,0.0009114583692280576,29.315227353572844,0.047430574893951416,0.0003
24,153600,-0.00010139453806914389,55.37920150756836,1.4542100131511688,0.008072916822857223,33.62525233030319,0.05085521936416626,0.0003
25,159744,0.00039444337016902864,56.18147850036621,1.454879504442215,0.0006510416918899864,35.70626380443573,0.0727643370628357,0.0003
26,165888,-0.0005480478052049875,55.83513145446777,1.4557149589061738,0.04462890738795977,33.52827444076538,0.0888025164604187,0.0003
27,172032,0.0006473797373473644,56.98695945739746,1.4574517965316773,0.012207031447906047,35.22123919725418,0.09313338994979858,0.0003
28,178176,-0.0017808862496167422,53.93037872314453,1.4591882586479188,0.016113281605066733,29.09547855257988,0.1272624135017395,0.0003
29,184320,-0.0011608039363636634,54.627995300292966,1.460333228111267,0.005078125232830644,35.602608275413516,0.1528213620185852,0.0003
30,190464,-0.000281187379732728,54.014939308166504,1.4614771366119386,0.0016276042180834339,30.68758498430252,0.16118735074996948,0.0003
31,196608,-6.0248133377172056e-05,55.36539535522461,1.4630455017089843,0.00016276042151730508,36.564125537872314,0.1690099835395813,0.0003
32,202752,-0.0010779819451272488,54.897698402404785,1.4635203182697296,0.008203125165891834,26.962371587753296,0.19265532493591309,0.0003
33,208896,-0.0007535805798397632,53.9546573638916,1.465019118785858,0.010123698026291095,35.57920463085175,0.2180112600326538,0.0003
34,215040,-0.00020693966653198003,52.624970054626466,1.4657625317573548,0.001302083401242271,32.01705324649811,0.27377206087112427,0.0003
35,221184,-0.0013024741085246206,52.81165447235107,1.4663231194019317,0.006412760654347949,43.66694802045822,0.2983143925666809,0.0003
36,227328,-0.0009635553695261478,51.936676025390625,1.4674892902374268,0.019661459111375734,34.91137330532074,0.34351933002471924,0.0003
37,233472,0.00455374465091154,52.236785125732425,1.4687331676483155,0.06204427269694861,43.68698136806488,0.36080193519592285,0.0003
38,239616,0.0002882779139326885,52.16420078277588,1.4697039902210236,0.025130209358758294,38.44949018955231,0.3760532736778259,0.0003
39,245760,-0.0002950508613139391,52.571004486083986,1.4702308475971222,0.0008138020988553762,43.73340026140213,0.3953431248664856,0.0003
40,251904,-0.0005011218308936805,52.637196159362794,1.4706100583076478,0.0023437500436557456,35.83212350606918,0.39734548330307007,0.0003
41,258048,-0.0006914251247508218,52.21717720031738,1.4706553637981414,0.007454427430639043,46.1104120016098,0.4154842495918274,0.0003
42,264192,-0.00016731726936995982,51.34608955383301,1.4708516061306,0.0008138020988553762,34.65064877271652,0.4495200514793396,0.0003
43,270336,-5.248016677796841e-05,51.40364856719971,1.4712712466716766,0.007519531482830644,39.627211368083955,0.46386879682540894,0.0003
44,276480,-0.00016935811436269432,51.123100662231444,1.4720413506031036,0.003938802247284911,36.65699080228806,0.3784570097923279,0.0003
45,282624,0.0007450763718225062,51.203661346435545,1.4727353215217591,0.00266927090997342,41.82282290458679,0.34423118829727173,0.0003
46,288768,-0.0007930358173325658,48.64702110290527,1.4729296743869782,0.005338541860692203,44.95907769203186,0.442335844039917,0.0003
47,294912,-0.0005107476143166422,47.17366466522217,1.4728168070316314,0.004687500186264515,42.38767962455749,0.45442044734954834,0.0003
48,301056,-9.790745098143816e-05,45.53886203765869,1.472743922472,0.0,41.52000303268433,0.49684321880340576,0.0003
49,307200,-0.0005247251130640507,45.081877899169925,1.4731196641921998,0.007649739910266362,41.75781350135803,0.5006260871887207,0.0003
50,313344,-3.159937914460897e-05,43.774135208129884,1.473315852880478,0.0,43.87808456420898,0.5641477108001709,0.0003
51,319488,-0.0004610651230905205,42.42826690673828,1.4731969952583313,0.0071289064217126,52.95636243820191,0.5964879989624023,0.0003
52,325632,-0.0006489903200417757,40.66100158691406,1.4731842517852782,0.004134114756016061,50.18599097728729,0.6278003454208374,0.0003
53,331776,-0.0004554563653073274,40.87688503265381,1.4733889698982239,0.0009440104448003694,49.16894083023071,0.6429938077926636,0.0003
54,337920,-0.00046661556698381903,38.683547019958496,1.47339369058609,0.006119791866512969,46.13361744880676,0.7168394923210144,0.0003
55,344064,-0.0016688580624759197,38.16039505004883,1.4735527992248536,0.017382813338190316,42.73955838680267,0.7131347060203552,0.0003
56,350208,-0.00021963766776025295,36.382165145874026,1.4737700283527375,0.0023111979739042,48.89704527854919,0.7394418716430664,0.0003
57,356352,-0.0005985995754599571,36.0431941986084,1.4739943087100982,0.011132812732830644,37.98489058017731,0.7138110995292664,0.0003
58,362496,0.0002847498428309336,35.593784141540525,1.4745227873325348,0.0038085938926087693,43.96727477312088,0.7295998334884644,0.0003
59,368640,0.0006941225379705429,35.9467472076416,1.4749213218688966,0.002441406331490725,62.58870642185211,0.6953303813934326,0.0003
60,374784,-0.0008019148837774992,33.85983600616455,1.4751311480998992,0.03766276159440167,66.24297790527343,0.7429333329200745,0.0003
61,380928,-0.00010141697712242603,31.848144340515137,1.4754257798194885,0.0,63.72942461967468,0.7935051321983337,0.0003
62,387072,-0.00021084507461637257,31.396626281738282,1.4757309794425963,0.0017578125349245965,59.386609363555905,0.8230682015419006,0.0003
63,393216,-0.00048465435393154623,30.541977977752687,1.4762278497219086,0.020638021011836826,43.09463453292847,0.8239354491233826,0.0003
64,399360,0.00040394797979388387,32.025018310546876,1.4771720468997955,0.008626302183256485,43.48044638633728,0.7767016887664795,0.0003
65,405504,-2.8505911541287787e-05,28.341891956329345,1.4779465913772583,0.0,54.33898147940636,0.8397790193557739,0.0003
66,411648,-0.0027905012175324373,27.38452215194702,1.4784361898899079,0.030240886146202683,56.70950508117676,0.8379108309745789,0.0003
67,417792,-1.5086052007973194e-05,27.792352199554443,1.4790947318077088,0.0009440104418899864,55.1257604598999,0.8469790816307068,0.0003
68,423936,-0.0002108211294398643,26.435284519195555,1.479523593187332,0.0008463541918899864,60.038781309127806,0.8682103157043457,0.0003
69,430080,-0.00037793505180161446,28.206431674957276,1.47948517203331,0.00403645838086959,54.880974006652835,0.8330948948860168,0.0003
70,436224,-0.0001998158113565296,25.82595911026001,1.4792861640453339,0.0002929687616415322,47.274462175369266,0.8656743764877319,0.0003
71,442368,-0.0018152514392568264,30.23952865600586,1.4786074995994567,0.02395833433547523,41.79535298347473,0.8015013933181763,0.0003
72,448512,8.083339780569076e-05,27.13789701461792,1.4791930735111236,6.510416860692204e-05,52.62625348567963,0.8406768441200256,0.0003
73,454656,-0.004325122997397557,23.32882413864136,1.4799380421638488,0.02711588620149996,48.167280197143555,0.8870192170143127,0.0003
74,460800,-0.0010139758232980967,21.45195598602295,1.480914479494095,0.013411458613700234,46.657990670204164,0.921217143535614,0.0003
75,466944,-0.00010848218953469768,21.284968280792235,1.4813184022903443,9.765625291038304e-05,55.570306074619296,0.921483039855957,0.0003
76,473088,4.2877253144979476e-05,21.695589065551758,1.481538462638855,0.0061523438693257045,48.97465803027153,0.9155247211456299,0.0003
77,479232,0.0002904809545725584,23.664832305908202,1.4822998523712159,0.0013997396046761424,59.662499928474425,0.8918720483779907,0.0003
78,485376,-0.0009898449294269084,21.872047328948973,1.4827775657176971,0.01754557353851851,59.728383255004886,0.92755126953125,0.0003
79,491520,-0.0003936440625693649,24.1246280670166,1.4832652390003205,0.011425781482830643,47.366182160377505,0.8949582576751709,0.0003
80,497664,-0.0009905322764097945,24.791466808319093,1.483883559703827,0.010286458692280575,45.65235161781311,0.8829166889190674,0.0003
81,503808,0.0022113653394626454,21.67353172302246,1.48515704870224,0.030664063803851605,47.67495830059052,0.9118709564208984,0.0003
82,509952,-0.00040084088686853647,21.073393726348876,1.4861164748668672,0.009830729410168715,43.86627635955811,0.9129886627197266,0.0003
83,516096,0.001060275500640273,20.660702610015868,1.4868319392204286,0.007649739747284912,45.306596755981445,0.9188427925109863,0.0003
84,522240,-0.0008321584267832804,20.985479164123536,1.4877098202705383,0.016341146337799727,54.11589527130127,0.9236848950386047,0.0003
85,528384,-0.0005720482382457704,20.449530601501465,1.4887927412986754,0.008072916901437566,45.489746260643,0.9366005063056946,0.0003
86,534528,0.0005991382524371148,21.591028213500977,1.4889563500881196,0.012239583625341766,40.52277818918228,0.9287713766098022,0.0003
87,540672,-5.838630022481084e-05,21.402965259552,1.4889406621456147,0.0015950521075865254,49.16143125295639,0.929679274559021,0.0003
88,546816,-0.0003848001448204741,20.999043560028078,1.4894937336444856,0.0070963544771075245,41.11430416107178,0.9321249127388,0.0003
89,552960,-0.0010924507553681905,19.74577465057373,1.4903055727481842,0.014908854517852888,39.07327599525452,0.9411983489990234,0.0003
90,559104,0.00011519923209561967,17.567819690704347,1.4905094027519226,0.0,39.027480721473694,0.9586150646209717,0.0003
91,565248,0.0004110870067961514,17.574826431274413,1.4913356959819795,0.035351563591393645,39.09320271015167,0.9487432837486267,0.0003
92,571392,-0.0006946884328499437,16.19232749938965,1.4921189308166505,0.02080078125,36.85598353147507,0.9549078941345215,0.0003
93,577536,0.025595512805739417,15.319377565383911,1.493408304452896,0.21966146740596743,40.038101363182065,0.9631275534629822,0.0003
94,583680,0.0024685762356966732,15.119554805755616,1.4946815967559814,0.08382161728513893,42.90592795610428,0.9652940034866333,0.0003
95,589824,8.68980772793293e-05,15.240109825134278,1.4949525892734528,0.0011718750436557456,48.075648760795595,0.9657991528511047,0.0003
96,595968,-0.00036717979237437247,15.797775030136108,1.494670993089676,0.00019531250291038305,44.18173973560333,0.9583983421325684,0.0003
97,602112,-5.328359548002481e-05,13.822222709655762,1.4946512401103973,0.0,35.58418541550636,0.96822190284729,0.0003
98,608256,0.00020942409755662084,12.234193563461304,1.494240540266037,0.007845052290940657,36.10876381397247,0.9763587117195129,0.0003
99,614400,-0.003236852222471498,11.610237121582031,1.494789218902588,0.015397135890088976,35.1896267414093,0.978915274143219,0.0003
100,620544,-0.0004738791787531227,12.406957864761353,1.4953071534633637,0.0007812500261934474,44.11967840194702,0.9735069274902344,0.0003
101,626688,-0.00036263126276026014,11.020330047607422,1.495565539598465,0.03365885483799502,37.573252332210544,0.9793622493743896,0.0003
102,632832,-0.0007994777988642454,11.959383106231689,1.4963616251945495,0.013411458831978963,40.81362776756286,0.9733499884605408,0.0003
103,638976,-0.00041207718313671646,17.81508250236511,1.4972757756710053,0.004850260558305309,33.937619018554685,0.9471986889839172,0.0003
104,645120,-0.0005799863905849634,11.949147367477417,1.497784972190857,0.0004882812558207661,28.3734117269516,0.9714043736457825,0.0003
105,651264,4.24378551542759e-05,9.904827499389649,1.4974327385425568,0.03938802251941524,25.547392868995665,0.9799912571907043,0.0003
106,657408,-0.0011416107881814241,29.030357599258423,1.4980932414531707,0.03909505307674408,33.948841142654416,0.8648908734321594,0.0003
107,663552,-0.0006966232467675582,8.13719539642334,1.4995663821697236,0.010872396084596402,16.761546790599823,0.9847516417503357,0.0003
108,669696,0.0004848183132708073,17.87868309020996,1.5014946579933166,0.002018229212262668,31.950632882118224,0.9244177937507629,0.0003
109,675840,-0.0010972961317747831,34.47651491165161,1.5009724259376527,0.008756510770763271,28.012750959396364,0.8233188986778259,0.0003
110,681984,-0.0001346141565591097,14.889871978759766,1.501518088579178,0.0009114583750488237,32.75115276575089,0.9342196583747864,0.0003
111,688128,-0.00032268473878502844,23.35314531326294,1.5028595149517059,0.0012369792006211356,32.00845909118652,0.8962310552597046,0.0003
112,694272,-0.0005722694797441364,38.563154220581055,1.5024072885513307,0.0005208333401242271,33.44362392425537,0.8301673531532288,0.0003
113,700416,-0.000739898276515305,25.666594791412354,1.5023781061172485,0.0022135417006211356,35.749232053756714,0.8936522006988525,0.0003
114,706560,7.08081892298651e-05,32.95401544570923,1.5032757818698883,0.0,43.9601634979248,0.8651409149169922,0.0003
115,712704,-0.00028513791039586067,53.104842567443846,1.5041608572006226,0.0015950521337799728,35.89161369800568,0.7253700494766235,0.0003
116,718848,0.00011002002283930779,62.51778316497803,1.505665898323059,9.765625e-05,52.39201626777649,0.6231502294540405,0.0003
117,724992,-0.0005720494402339682,88.07510185241699,1.506309348344803,0.008496094041038304,65.02828617095948,0.5907667875289917,0.0003
118,731136,-0.0022308018495095895,71.83298873901367,1.5068488121032715,0.024511719014844856,63.82895750999451,0.625956654548645,0.0003
119,737280,-0.0008298719301819801,92.14821395874023,1.5077479660511017,0.0013671875349245965,74.48148374557495,0.5922495126724243,0.0003
120,743424,-0.0010954514029435814,52.72242031097412,1.5083820462226867,0.0063802084536291655,46.883864879608154,0.652614951133728,0.0003
121,749568,-0.0002458430361002684,82.24533195495606,1.509196788072586,0.00013020833721384407,55.370462608337405,0.48118603229522705,0.0003
122,755712,3.839889541268349e-05,46.07050313949585,1.5098716020584106,0.0,49.66016433238983,0.6364917755126953,0.0003
123,761856,-6.54438161291182e-05,37.987695121765135,1.5100514590740204,0.0003255208401242271,31.628227472305298,0.7390632033348083,0.0003
124,768000,-0.0004299239662941545,34.91677007675171,1.5094334721565246,0.0010416666948003695,34.10853905677796,0.731738805770874,0.0003
125,774144,-0.0008147947170073167,29.094982147216797,1.5098931789398193,0.0068359376600710675,31.079876089096068,0.7808002829551697,0.0003
126,780288,-0.00032156945671886207,46.793488311767575,1.5103355944156647,0.0003255208372138441,37.48909966945648,0.6786818504333496,0.0003
127,786432,-0.0005865547918801894,61.1998685836792,1.5107639670372008,0.0007812500203726813,46.41484627723694,0.6083139181137085,0.0003
128,792576,-0.0013814135287248063,49.89028472900391,1.511105614900589,0.00540364597691223,36.252936363220215,0.5931419134140015,0.0003
129,798720,0.00012682033702731131,40.30012292861939,1.5123857378959655,0.0023111979622626676,30.830599331855773,0.5679453611373901,0.0003
130,804864,-4.88718505948782e-05,21.139926385879516,1.513858324289322,0.0002278645901242271,31.898432207107543,0.7444504499435425,0.0003
131,811008,-0.0007166614290326834,19.939834451675416,1.5145865738391877,0.0005208333430346101,27.11429319381714,0.7762453556060791,0.0003
132,817152,-0.0017136027105152606,33.00519504547119,1.5150595009326935,0.009277343936264514,33.01973623037338,0.6731010675430298,0.0003
133,823296,-0.0005089770071208477,35.911013793945315,1.5155652642250061,0.0007812500174622983,25.977399778366088,0.7378853559494019,0.0003
134,829440,-0.00022785197943449021,13.24819188117981,1.5156092166900634,0.00026041667442768814,21.91124019622803,0.8979131579399109,0.0003
135,835584,-0.0007485319743864238,40.22633457183838,1.5152856171131135,0.0018554688198491932,32.44643409252167,0.7152010202407837,0.0003
136,841728,0.00046265029814094303,81.1039005279541,1.5159854769706727,0.0022786458896007387,29.005558836460114,0.6464241147041321,0.0003
137,847872,-0.0004333706106990576,46.01681709289551,1.518209207057953,0.004785156392608769,27.78912663459778,0.6381968259811401,0.0003
138,854016,-0.002427635771164205,28.849875974655152,1.519477778673172,0.07382812789583112,17.140204083919524,0.7690628170967102,0.0003
139,860160,-0.00020374018349684776,31.357086181640625,1.5201150178909302,0.00032552084303461015,17.633778500556947,0.7833412885665894,0.0003
140,866304,-0.0006947326532099396,29.569092273712158,1.5203674614429474,0.004752604296663776,23.866649436950684,0.8254910707473755,0.0003
141,872448,0.00018769369780784472,15.520340156555175,1.5222621262073517,0.0,14.90915389060974,0.9092918634414673,0.0003
142,878592,0.0001399032298650127,67.85669860839843,1.5242554306983949,6.510416860692204e-05,51.143662464618686,0.7441016435623169,0.0003
143,884736,-0.00033996838319581,38.08540182113647,1.525678038597107,0.0006510416860692203,32.18562009334564,0.8356865644454956,0.0003
144,890880,-0.0005389305297285318,57.48161163330078,1.526966106891632,0.003385416799574159,49.35081284046173,0.799683690071106,0.0003
145,897024,-0.0006486102938652039,30.130302906036377,1.5275169253349303,0.0035156250902218743,39.58930299282074,0.8463334441184998,0.0003
146,903168,-0.00011878228688146918,52.55088310241699,1.5270963072776795,0.0008463541977107525,33.28795506954193,0.8023395538330078,0.0003
147,909312,0.001000187429599464,46.32290744781494,1.5279686450958252,0.002376302154152654,42.225591444969176,0.8564517498016357,0.0003
148,915456,0.001422689575701952,34.455541896820066,1.5284131228923798,0.0015299479273380712,28.247534012794496,0.889288604259491,0.0003
149,921600,-0.00024224980152212083,18.505132532119752,1.528739720582962,0.02672526113456115,20.92423371076584,0.9232144355773926,0.0003
150,927744,0.0002890374045819044,29.810509586334227,1.531072598695755,0.001399739645421505,29.25992097854614,0.8833827376365662,0.0003
151,933888,-0.00023359055630862714,45.94365921020508,1.5313920736312867,0.0009114583692280576,36.34257612228394,0.839928150177002,0.0003
152,940032,-3.060721792280674e-06,24.76397533416748,1.532600647211075,0.000260416668606922,32.44151117801666,0.904510498046875,0.0003
153,946176,9.112963452935219e-05,50.96175651550293,1.533352106809616,0.0010091146221384406,22.20577139854431,0.8531452417373657,0.0003
154,952320,-2.0737294107675553e-06,6.722720420360565,1.5342369735240937,0.002832031305297278,12.899698078632355,0.9735473990440369,0.0003
155,958464,-0.0009359326679259539,0.7995856493711472,1.534999519586563,0.008821614948101342,9.449041748046875,0.9974961280822754,0.0003
156,964608,-0.0012876486172899604,42.362501525878905,1.5370395481586456,0.015006510962848552,27.961884808540344,0.8805024027824402,0.0003
157,970752,-0.00034097002353519203,46.203483963012694,1.5393055081367493,0.0006835937558207661,25.058233857154846,0.8569506406784058,0.0003
158,976896,-0.0004823117982596159,27.052567291259766,1.5393160700798034,0.0024414063547737895,16.846819615364076,0.9013910293579102,0.0003
159,983040,5.527783650904894e-05,30.71163663864136,1.5395463466644288,0.0,30.06968500614166,0.8675765991210938,0.0003
160,989184,-0.00020699469605460762,44.571872520446775,1.5403660118579865,0.000260416668606922,31.442210614681244,0.8228907585144043,0.0003
161,995328,-0.0005930550862103701,38.18497381210327,1.542998343706131,0.014583333552582189,23.043611025810243,0.8458635807037354,0.0003
162,1001472,-0.0007341897115111351,37.28510522842407,1.5455398678779602,0.0033854167500976472,25.608509361743927,0.8833886981010437,0.0003
163,1007616,-0.0012050824880134314,24.989849281311034,1.5451407849788665,0.019628906578873284,18.124479138851164,0.9068840742111206,0.0003
164,1013760,0.0016921671805903316,48.83112716674805,1.5442743718624115,0.02841796916909516,20.880931174755098,0.8461199998855591,0.0003
165,1019904,-1.647309400141239e-05,65.13968143463134,1.5445254623889924,0.002148437543655746,40.28232128620148,0.8413564562797546,0.0003
166,1026048,-0.0010204814141616225,40.837347412109374,1.545397585630417,0.017350261053070425,24.273322069644927,0.8877866268157959,0.0003
167,1032192,-9.558800375089049e-05,49.10147647857666,1.548768001794815,0.0012369792006211356,42.7276428937912,0.8711923956871033,0.0003
168,1038336,-0.000758668586240674,39.317497634887694,1.5513319313526153,0.015885417198296635,26.840256464481353,0.8941154479980469,0.0003
169,1044480,-0.00021691545844078065,58.58720779418945,1.5545511066913604,3.255208430346102e-05,28.815649390220642,0.8556456565856934,0.0003
170,1050624,-0.0005787864996818825,34.57288389205932,1.556327486038208,0.009830729244276882,30.25183860063553,0.901185929775238,0.0003
171,1056768,-0.0004397300072014332,36.978438186645505,1.557968258857727,0.00852864605258219,46.89652502536774,0.8805428147315979,0.0003
172,1062912,-0.00016717659309506416,43.821577072143555,1.5589465618133544,9.765625291038304e-05,66.3668916463852,0.879845380783081,0.0003
173,1069056,-0.0035278548020869493,31.874862289428712,1.5602128744125365,0.056347658194135876,38.852753853797914,0.9058306217193604,0.0003
174,1075200,-0.0008289911318570375,51.58974914550781,1.5618279933929444,0.0031901041860692204,71.77413251399994,0.8592471480369568,0.0003
175,1081344,0.0006334485486149787,56.41377544403076,1.5624768555164337,0.0013997396134072914,43.2592676281929,0.820633590221405,0.0003
176,1087488,5.809676367789507e-05,48.99549407958985,1.5627979159355163,0.0,64.39840211868287,0.8112306594848633,0.0003
177,1093632,-0.000341851927805692,37.567730236053464,1.563565307855606,0.00898437518044375,46.90302395820618,0.8212536573410034,0.0003
178,1099776,-0.00044412400166038424,41.84520797729492,1.5639709293842317,0.0006184896046761423,49.14686245918274,0.7542388439178467,0.0003
179,1105920,-0.0005730314180254937,19.80380163192749,1.5645242869853973,0.0007161458604969084,27.549735021591186,0.806969940662384,0.0003
180,1112064,-0.0001449128962121904,33.68745346069336,1.5649117290973664,0.0,42.55034718513489,0.7680184841156006,0.0003
181,1118208,-0.0005467282142490148,11.149281740188599,1.5651033639907836,0.0003906250087311491,17.531593346595763,0.8831886053085327,0.0003
182,1124352,-5.551641806960106e-05,34.21044101715088,1.5668902337551116,0.0,42.299980628490445,0.7875008583068848,0.0003
183,1130496,-0.0002609055954962969,25.997062778472902,1.5690007984638215,0.0017903646134072916,23.037672567367554,0.8011308908462524,0.0003
184,1136640,-0.0005369786522351205,6.26896687746048,1.5715986669063569,0.02594401116366498,9.268681895732879,0.9178674817085266,0.0003
185,1142784,-0.0011780972388805821,14.726525735855102,1.5719886779785157,0.019628906532307155,20.00755820274353,0.8500480055809021,0.0003
186,1148928,-0.0003754528937861323,30.068606758117674,1.5712203621864318,0.00042317709303461013,23.88943819999695,0.7514125108718872,0.0003
187,1155072,-0.0014105194015428424,3.225942152738571,1.572288340330124,0.014322916988749056,10.027483773231506,0.9649502038955688,0.0003
188,1161216,-0.0007177385228715139,19.263810110092162,1.5727255761623382,0.00761718770954758,17.286224603652954,0.8370640277862549,0.0003
189,1167360,-0.000722121587023139,6.266012191772461,1.5715979933738708,0.004557291747187264,9.124974048137664,0.9553133845329285,0.0003
190,1173504,-0.0013232969911769032,0.799067160487175,1.5718769431114197,0.01162109401775524,10.823001503944397,0.9958421587944031,0.0003
191,1179648,-0.0008608193689724431,7.731399869918823,1.5714747428894043,0.00686848996556364,14.732069301605225,0.9752659797668457,0.0003
192,1185792,-0.0009793609846383334,9.782528901100159,1.5727384448051454,0.004752604215173051,15.906327557563781,0.9736665487289429,0.0003
193,1191936,-0.001019648159854114,7.899210286140442,1.5747582137584686,0.025651042311801577,33.09540215730667,0.9832693338394165,0.0003
194,1198080,-0.0010586088072159327,17.23665518760681,1.5754727363586425,0.005794271029299125,27.575481879711152,0.961057186126709,0.0003
195,1204224,-0.00011191269295522943,33.31610994338989,1.574595832824707,0.0,31.17019407749176,0.9228460192680359,0.0003
196,1210368,-0.0018421072512865067,8.482935690879822,1.5741449356079102,0.011979166956734844,25.0055424451828,0.9755852818489075,0.0003
197,1216512,-0.00027406548615545035,44.292761993408206,1.574533176422119,0.006705729273380712,29.82615327835083,0.8873808979988098,0.0003
198,1222656,-0.0008317488245666027,5.93234623670578,1.5760986447334289,0.0015299479535315185,20.870612955093385,0.9861393570899963,0.0003
199,1228800,-0.0020023891236633064,16.959436655044556,1.5785207331180573,0.012337239959742874,22.725292468070982,0.9639551043510437,0.0003
200,1234944,-0.0006103329826146365,15.158312654495239,1.5796692848205567,0.0014322916977107525,27.32409472465515,0.9691121578216553,0.0003
201,1241088,-0.0013265088433399796,15.413761425018311,1.5804459929466248,0.027832032251171767,22.2137286901474,0.9662871360778809,0.0003
202,1247232,-0.0002791835693642497,17.258339834213256,1.5814122080802917,0.00016276041860692204,28.79950475692749,0.9570885896682739,0.0003
203,1253376,0.0003266421786975116,44.667377662658694,1.5827494859695435,0.0,27.47809853553772,0.8995511531829834,0.0003
204,1259520,-0.0008589697070419788,24.596855545043944,1.5842731535434722,0.005371093924622983,45.27598600387573,0.9258171319961548,0.0003
205,1265664,-0.000595248187892139,47.26593379974365,1.5853488385677337,0.00019531250291038305,37.181386184692386,0.8628935217857361,0.0003
206,1271808,-0.0018223507329821586,37.19532852172851,1.5855178475379943,0.017285156686557456,18.469883537292482,0.8766281604766846,0.0003
207,1277952,-8.243178017437458e-05,14.283124256134034,1.586121416091919,0.0,20.40200912952423,0.9463779926300049,0.0003
208,1284096,-0.0004904762143269181,29.693537616729735,1.5859626948833465,0.0007161458604969084,18.908724093437193,0.8797194957733154,0.0003
209,1290240,-0.00010240562260150909,12.318002343177795,1.5882523655891418,0.0024739583925111218,10.858459204435349,0.9570801854133606,0.0003
210,1296384,0.0007901720236986876,28.103217315673827,1.5912705302238463,0.0010091146134072915,23.253541827201843,0.935158908367157,0.0003
211,1302528,-0.00023202975280582904,27.995509338378906,1.5914071321487426,0.035123699251562356,17.37259211540222,0.908980131149292,0.0003
212,1308672,-4.610829055309296e-05,38.7144534111023,1.5934711337089538,0.0,37.08177380561828,0.8622982501983643,0.0003
213,1314816,-5.891290493309498e-05,35.357005977630614,1.5944108724594117,0.0,40.9981249332428,0.8873490691184998,0.0003
214,1320960,-0.00026993401115760207,48.32280559539795,1.5946832418441772,0.001595052145421505,35.725658082962035,0.8464252352714539,0.0003
215,1327104,-0.0005954344058409333,65.54417972564697,1.5960619390010833,0.01152343787252903,57.46538228988648,0.838869035243988,0.0003
216,1333248,-7.39414244890213e-05,50.14270191192627,1.597033143043518,0.0,70.72242732048035,0.8618639707565308,0.0003
217,1339392,-0.00027603711932897566,49.831039619445804,1.5976083695888519,0.00016276041860692204,42.73401379585266,0.854983925819397,0.0003
