episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1
518,72,-0.10787677764892578,-0.08429453521966934,-0.6463198661804199,-1.2431249618530273,0,-1,-1,-10,0,-10.0,0.9893935918807983,0.9928255004627402,1.5592700741533885,3.277350650698116
525,73,-0.11834932118654251,-0.10298759490251541,-1.3496240377426147,-2.337477684020996,0,-1,-1,-19,0,-10.0,0.9825353026390076,0.992726217912694,1.3752522368681688,0.9366589154609867
533,74,-0.13554207980632782,-0.13215406239032745,-1.9980227947235107,-3.348375082015991,0,-1,-2,-27,1,10.0,0.975017786026001,0.9926269452909028,0.9120428013852586,1.106043097358865
539,75,-0.15046553313732147,-0.15805767476558685,-1.109075903892517,-2.0103819370269775,0,-1,-1,-16,1,10.0,0.9706618785858154,0.9925276825963737,0.8592684312450025,0.9348736965316895
552,76,-0.15692387521266937,-0.17128366231918335,-0.29300710558891296,-0.7916193604469299,0,-1,0,-6,0,-10.0,0.9655179381370544,0.9924284298281141,0.4344050390593559,0.94564444107602
562,77,-0.1639970988035202,-0.18569357693195343,-1.0183357000350952,-1.9202096462249756,0,-1,-1,-15,0,-10.0,0.9555253982543945,0.9923291869851313,1.1245862374759064,0.7507177851807221
572,78,-0.17799519002437592,-0.21089015901088715,-1.6862074136734009,-2.9606542587280273,0,-2,-2,-24,1,10.0,0.9455015659332275,0.9922299540664328,0.6822940268979351,0.9418370052369971
579,79,-0.19002485275268555,-0.23344899713993073,-0.8358078002929688,-1.7113251686096191,0,-2,-1,-14,0,-10.0,0.9341414570808411,0.9921307310710261,0.836888105290474,0.925610197192106
584,80,-0.20225009322166443,-0.2566293478012085,-1.5121756792068481,-2.761145830154419,0,-2,-2,-22,0,-10.0,0.916012704372406,0.992031517997919,0.727346007485316,0.6326929028571296
594,81,-0.22090879082679749,-0.28980568051338196,-2.131413459777832,-3.722808599472046,0,-2,-2,-30,0,-10.0,0.8897126317024231,0.9919323148461192,0.49730795804716293,0.3417568242207159
601,82,-0.24542896449565887,-0.33209535479545593,-2.6941447257995605,-4.596745491027832,0,-3,-3,-37,0,-10.0,0.8536038398742676,0.9918331216146347,-0.33441227879266444,-0.4412979827800285
610,83,-0.2752423584461212,-0.38261741399765015,-3.2006988525390625,-5.383135795593262,0,-3,-3,-43,0,-10.0,-2.194035053253174,0.9917339383024733,-0.1810573184490204,-0.28063274264335636
616,84,-0.027149707078933716,0.15320006012916565,-0.049955278635025024,-0.0865248292684555,0,1,0,-1,0,-10.0,0.97862708568573,0.991634764908643,3.371721418636877,2.62839917405431
622,85,-0.03178773447871208,0.146194726228714,-0.7802988886833191,-1.1776809692382812,0,1,-1,-9,0,-10.0,0.9834339022636414,0.9915356014321521,1.5063432524135887,3.3004097553581007
631,86,-0.043435677886009216,0.12870942056179047,-1.4588491916656494,-2.1926002502441406,0,1,-1,-18,1,10.0,0.986909031867981,0.9914364478720089,0.47829015951991705,0.8531336200525643
636,87,-0.05313349887728691,0.11441567540168762,-0.6004334092140198,-0.8589911460876465,0,1,-1,-7,0,-10.0,0.9900195598602295,0.9913373042272218,1.3654487766757721,1.5871756051829542
643,88,-0.06308435648679733,0.09990210831165314,-1.296317458152771,-1.909314513206482,0,1,-1,-15,1,10.0,0.9921952486038208,0.9912381704967991,0.8917586672828638,0.9820484639145184
654,89,-0.07121454924345016,0.08834435790777206,-0.4479714334011078,-0.5913373827934265,0,1,0,-5,1,10.0,0.99200439453125,0.9911390466797494,0.8164113096781531,0.7788693249479687
660,90,-0.07121444493532181,0.08941829204559326,0.3379628658294678,0.6302737593650818,0,1,0,5,0,-10.0,0.9920582175254822,0.9910399327750814,1.3843886498392592,1.646938719898265
666,91,-0.07219722121953964,0.0891169011592865,-0.4304138720035553,-0.5372182726860046,0,1,0,-4,0,-10.0,0.9939724206924438,0.9909408287818039,0.9452205518768512,0.8845757922269226
672,92,-0.080538809299469,0.07763775438070297,-1.1418203115463257,-1.6177576780319214,0,1,-1,-13,0,-10.0,0.9968889355659485,0.9908417346989258,1.0128127294150895,1.0774216311889053
682,93,-0.09570593386888504,0.05577688664197922,-1.8021665811538696,-2.6229121685028076,0,0,-2,-21,0,-10.0,0.9994126558303833,0.9907426505254558,0.8282529701912941,1.889871699015862
692,94,-0.11721380800008774,0.024235321208834648,-2.415717601776123,-3.560960292816162,0,0,-2,-28,0,-10.0,0.9997328519821167,0.9906435762604033,0.4182689812603818,0.2875939619815946
704,95,-0.1446082890033722,-0.016345418989658356,-2.984945297241211,-4.4366021156311035,0,0,-3,-35,0,-10.0,0.9957296848297119,0.9905445119027773,0.23377467043399813,0.24016916899373672
716,96,-0.17744794487953186,-0.06534767895936966,-3.5105843544006348,-5.251089096069336,0,-1,-4,-42,1,10.0,0.9881089925765991,0.990445457451587,0.13991517037153245,0.15266953517272475
721,97,-0.20677800476551056,-0.10904594510793686,-2.496894598007202,-3.702373743057251,0,-1,-2,-30,0,-10.0,0.9771765470504761,0.9903464129058418,0.30356687986573383,0.7270793214127967
730,98,-0.23492836952209473,-0.15107449889183044,-3.055640697479248,-4.576028347015381,0,-1,-3,-37,1,10.0,0.9644327163696289,0.9902473782645512,0.3575371830289622,0.25769711015535596
735,99,-0.25996387004852295,-0.1885928362607956,-2.0871317386627197,-3.1244664192199707,0,-2,-2,-25,0,-10.0,0.9493297338485718,0.9901483535267248,0.7888301749275878,1.1422251300249218
744,100,-0.28416749835014343,-0.22510041296482086,-2.671356439590454,-4.037855625152588,0,-2,-3,-32,0,-10.0,0.9269486665725708,0.9900493386913721,0.3655097057282304,0.3953260423171612
753,101,-0.3139057755470276,-0.270280122756958,-3.2028684616088867,-4.870248317718506,0,-2,-3,-39,0,-10.0,0.8954662084579468,0.989950333757503,0.47419922800387415,0.20666023644306777
759,102,-0.3486473262310028,-0.32331687211990356,-3.681795120239258,-5.621583938598633,0,-3,-4,-45,0,-10.0,0.8530095815658569,0.9898513387241272,-0.1017650183260441,0.136352713245127
766,103,-0.3878600597381592,-0.38339319825172424,-4.108065605163574,-6.291684627532959,0,-3,-4,-50,1,10.0,-2.192255973815918,0.9897523535902548,-0.06840666532516479,-0.2793973807126573
775,104,-0.008414298295974731,-0.16017162799835205,0.20546314120292664,0.012799859046936035,0,-1,0,0,0,-10.0,0.9721542000770569,0.9896533783548958,3.796484431491214,3.9624226030747245
784,105,-0.010721717961132526,-0.16687066853046417,-0.5585119724273682,-1.1752582788467407,0,-1,-1,-9,1,10.0,0.9703662991523743,0.9895544130170603,1.8930256654733264,3.773483200538959
792,106,-0.011924771592020988,-0.17214451730251312,0.21436874568462372,-0.024735361337661743,0,-1,0,0,0,-10.0,0.9678812026977539,0.9894554575757586,3.8933860317412163,3.9624226030747245
798,107,-0.014141969382762909,-0.1792171448469162,-0.5492122769355774,-1.2116241455078125,0,-1,-1,-10,0,-10.0,0.9609342217445374,0.9893565120300011,1.8948326525333963,3.8296424155984656
808,108,-0.023661218583583832,-0.19765056669712067,-1.2541369199752808,-2.3087477684020996,0,-2,-1,-18,0,-10.0,0.9486711621284485,0.9892575763787981,1.5811292959394403,1.0762016654179096
811,109,-0.03990277275443077,-0.22655871510505676,-1.9020471572875977,-3.318274736404419,0,-2,-2,-27,1,10.0,0.9361853003501892,0.9891586506211602,1.0585198850452116,1.5528534492572432
817,110,-0.05400940403342247,-0.25261563062667847,-1.0379599332809448,-2.055645227432251,0,-2,-1,-16,1,10.0,0.9288394451141357,0.9890597347560981,1.324730961713239,1.7532580370944264
830,111,-0.05990438908338547,-0.2667594850063324,-0.24686503410339355,-0.912972092628479,0,-2,0,-7,0,-10.0,0.9203104972839355,0.9889608287826225,1.7747949148334676,1.1918324625193795
840,112,-0.06647489219903946,-0.2822934091091156,-0.9636573791503906,-2.0193910598754883,0,-2,-1,-16,1,10.0,0.9122227430343628,0.9888619326997442,1.354414170399931,1.8099471888168255
848,113,-0.07170142233371735,-0.29627230763435364,-0.1853046715259552,-0.9096046090126038,0,-2,0,-7,0,-10.0,0.9028106331825256,0.9887630465064743,1.8682417867349574,1.1918324625193795
854,114,-0.07765600085258484,-0.3117520809173584,-0.9017062187194824,-2.0105700492858887,0,-2,-1,-16,0,-10.0,0.8859351277351379,0.9886641702018236,1.4307014946391998,1.9085587230603072
864,115,-0.09043940901756287,-0.33773481845855713,-1.5598666667938232,-3.0225279331207275,0,-3,-2,-24,1,10.0,0.8692108392715454,0.9885653037848035,0.370701482493087,0.8719706447287755
872,116,-0.10143774002790451,-0.36164796352386475,-0.7498047351837158,-1.8964459896087646,0,-3,-1,-15,0,-10.0,0.8506442308425903,0.988466447254425,0.4986427110674593,1.0075857655581097
878,117,-0.11271555721759796,-0.386465847492218,-1.4098315238952637,-2.901268720626831,0,-3,-1,-23,1,10.0,0.8322691917419434,0.9883676006096995,-0.2597291025867938,0.30990722317788183
886,118,-0.12235935777425766,-0.4095495045185089,-0.6248704195022583,-1.8396694660186768,0,-3,-1,-15,1,10.0,-2.17863392829895,0.9882687638496386,0.4986427110674593,0.8467527838087372
893,119,0.05459603667259216,0.017818912863731384,0.13695812225341797,0.007362633943557739,0,0,0,0,0,-10.0,0.9998736381530762,0.9881699369732536,4.270841057218465,4.734277398441608
901,120,0.05164218321442604,0.011240726336836815,-0.6233382821083069,-1.163269281387329,0,0,-1,-9,0,-10.0,0.9999570250511169,0.9880711199795563,2.193456415098862,4.323544035925709
907,121,0.041406381875276566,-0.006557495333254337,-1.3271065950393677,-2.2480599880218506,0,0,-1,-18,1,10.0,0.9995342493057251,0.9879723128675584,1.5962695552529607,1.6175738659847758
915,122,0.03297245875000954,-0.02158191055059433,-0.47685593366622925,-0.9373459219932556,0,0,0,-7,0,-10.0,0.9986109733581543,0.9878735156362717,1.3248206852092428,1.147891086716509
921,123,0.0241280235350132,-0.03726990520954132,-1.1929278373718262,-2.045736312866211,0,0,-1,-16,0,-10.0,0.9959569573402405,0.987774728284708,1.770701091130082,1.6949566787005383
935,124,0.008429154753684998,-0.06358470767736435,-1.8550009727478027,-3.0727999210357666,0,-1,-2,-25,0,-10.0,0.9900513291358948,0.9876759508118795,1.1984627858906394,1.4833453496612994
945,125,-0.013598809950053692,-0.09974297881126404,-2.465766191482544,-4.023396015167236,0,-1,-2,-32,1,10.0,0.9825842976570129,0.9875771832167983,0.13160325668692632,0.5302973718402311
955,126,-0.032963354140520096,-0.13196860253810883,-1.536048173904419,-2.612929582595825,0,-1,-2,-21,1,10.0,0.9772488474845886,0.9874784254984766,1.1117830860677191,2.3879683396053357
967,127,-0.043475814163684845,-0.15083491802215576,-0.6829502582550049,-1.3291627168655396,0,-1,-1,-11,1,10.0,0.9751923680305481,0.9873796776559268,2.2511007705520636,3.6665700165133925
973,128,-0.04585200920701027,-0.15750421583652496,0.10210257023572922,-0.15471391379833221,0,-1,0,-1,0,-10.0,0.9725062251091003,0.9872809396881612,4.539469664135373,3.690459362861555
980,129,-0.04914995655417442,-0.16581249237060547,-0.6543208956718445,-1.3313286304473877,0,-1,-1,-11,1,10.0,0.9702161550521851,0.9871822115941924,2.2511007705520636,3.8478071442032853
995,130,-0.05126836523413658,-0.17258000373840332,0.12594422698020935,-0.16931134462356567,0,-1,0,-1,0,-10.0,0.9672242403030396,0.987083493373033,4.585801317417074,3.688285663830639
1007,131,-0.0543319471180439,-0.1810406893491745,-0.6309563517570496,-1.345983862876892,0,-1,-1,-11,0,-10.0,0.9596948623657227,0.9869847850236957,2.260794347246856,3.890597207270793
1011,132,-0.06463150680065155,-0.20076128840446472,-1.3293814659118652,-2.4331212043762207,0,-2,-1,-19,0,-10.0,0.9467048645019531,0.9868860865451933,1.7264211391186535,1.115688735849791
1021,133,-0.08158878982067108,-0.2308574616909027,-1.9709243774414062,-3.432823657989502,0,-2,-2,-27,1,10.0,0.9334197044372559,0.9867873979365388,1.20683387025149,1.6144637576681125
1028,134,-0.09635701030492783,-0.2580316960811615,-1.1022899150848389,-2.1654622554779053,0,-2,-1,-17,0,-10.0,0.9184705018997192,0.9866887191967452,1.539817319919226,1.6995564102892038
1032,135,-0.11110612750053406,-0.285533607006073,-1.7540333271026611,-3.1756362915039062,0,-2,-2,-25,1,10.0,0.903551459312439,0.9865900503248255,0.930273572858368,1.3127496422344764
1041,136,-0.1238802969455719,-0.31056174635887146,-0.9154059886932373,-1.9795669317245483,0,-2,-1,-16,0,-10.0,0.8869490623474121,0.986491391319793,1.5659724830382384,1.9939424441965916
1049,137,-0.13679741322994232,-0.3362305760383606,-1.5729615688323975,-2.9908599853515625,0,-3,-2,-24,1,10.0,0.8705347776412964,0.9863927421806611,0.3484035348643867,1.0580408405658535
1052,138,-0.14792044460773468,-0.3598126769065857,-0.7617246508598328,-1.862181544303894,0,-3,-1,-15,0,-10.0,0.8523228764533997,0.986294102906443,0.5468864164036966,0.9891050997189615
1059,139,-0.1593160629272461,-0.3842878043651581,-1.4214756488800049,-2.8670406341552734,0,-3,-1,-23,0,-10.0,0.8250249624252319,0.9861954734961524,-0.16194236713993868,0.44737753395321556
1070,140,-0.17697127163410187,-0.41830021142959595,-2.0233845710754395,-3.782935619354248,0,-3,-2,-30,0,-10.0,-2.2124786376953125,0.9860968539488029,-0.6056170929079367,0.08492355044592396
1082,141,-0.1913129836320877,-0.19149775803089142,-0.20916680991649628,-0.18975843489170074,0,-2,0,-2,0,-10.0,0.9600260257720947,0.985998244263408,2.2044983443802044,1.289691866375815
1095,142,-0.19757838547229767,-0.1999349296092987,-0.9395402669906616,-1.3250330686569214,0,-2,-1,-11,1,10.0,0.9573157429695129,0.9858996444389817,1.5449994908212816,2.25879949695173
1103,143,-0.20247052609920502,-0.20660151541233063,-0.14496803283691406,-0.15402381122112274,0,-2,0,-1,0,-10.0,0.9539005160331726,0.9858010544745378,1.4957930623638964,1.8543219833294666
1112,144,-0.20811311900615692,-0.21470783650875092,-0.8784968256950378,-1.2929266691207886,0,-2,-1,-10,1,10.0,0.9510887265205383,0.9857024743690904,1.43878156954904,1.8851507048820833
1121,145,-0.2124398648738861,-0.22115890681743622,-0.09160203486680984,-0.13942404091358185,0,-2,0,-1,1,10.0,0.9530834555625916,0.9856039041216536,1.5166706686617433,1.8810316325362129
