episode,step,cart_pos,pole_angle,cart_vel,pole_vel,cart_pos_dis,pole_angle_dis,cart_vel_dis,pole_vel_dis,action_idx,action_val,reward,epsilon,q_0,q_1
2705,348,-0.04871433973312378,0.10499497503042221,2.120211362838745,3.4462316036224365,0,1,2,28,1,10.0,0.9790571928024292,0.9657968760541503,4.093427478910865,2.660206756377611
2712,349,-0.02416366897523403,0.14471615850925446,2.7081353664398193,4.364425182342529,0,1,3,35,1,10.0,0.9626789689064026,0.9657002963665449,3.6459147899291287,1.2924544862262368
2717,350,0.005970865488052368,0.19318650662899017,3.2450475692749023,5.205883502960205,0,2,3,42,1,10.0,0.937686562538147,0.9656037263369083,1.1430361813308092,0.5185564578499909
2724,351,0.04117118567228317,0.24962666630744934,3.7304954528808594,5.969464302062988,0,2,4,48,0,-10.0,0.9094157218933105,0.9655071659642745,0.6467055344968967,0.3241289539395938
2730,352,0.07269159704446793,0.3009722828865051,2.721386432647705,4.504405975341797,0,2,3,36,0,-10.0,0.8852859735488892,0.9654106152476781,2.178046053899437,0.8811930666321071
2739,353,0.0946984589099884,0.3386945128440857,1.8092302083969116,3.210001230239868,0,3,2,26,0,-10.0,0.8672634363174438,0.9653140741861533,0.6206756356241836,-0.008838105362584558
2742,354,0.10808298736810684,0.3643302321434021,0.9807996153831482,2.058016300201416,0,3,1,16,0,-10.0,0.8562538623809814,0.9652175427787347,1.3579898116403855,0.5257983001618205
2751,355,0.11360327899456024,0.3791385889053345,0.22324970364570618,1.0217031240463257,0,3,0,8,0,-10.0,0.8524425029754639,0.9651210210244568,1.342357514044504,1.1546574712514812
2760,356,0.11189752072095871,0.38413205742836,-0.47468721866607666,0.07794944196939468,0,3,0,1,0,-10.0,0.8555116653442383,0.9650245089223544,1.2410947303399662,0.953402656872024
2770,357,0.10350243002176285,0.38011619448661804,-1.1224253177642822,-0.7923575043678284,0,3,-1,-6,0,-10.0,0.8647761344909668,0.9649280064714622,1.1240421246142756,1.1298966830650765
2781,358,0.08887162804603577,0.3677281141281128,-1.7276071310043335,-1.6046242713928223,0,3,-2,-13,1,10.0,0.8711260557174683,0.964831513670815,0.5011714805615191,0.4946395113158967
2788,359,0.07638419419527054,0.3589901328086853,-0.8894573450088501,-0.34201544523239136,0,3,-1,-3,1,10.0,0.8686357736587524,0.9647350305194479,0.9365310515494778,1.2317888463961904
2795,360,0.07196938991546631,0.36244210600852966,-0.10702484846115112,0.8417306542396545,0,3,0,7,0,-10.0,0.8662380576133728,0.9646385570163959,1.4889201643504681,1.3225614373659744
2804,361,0.06706764549016953,0.365734726190567,-0.7861860990524292,-0.0840459018945694,0,3,-1,-1,0,-10.0,0.8702718019485474,0.9645420931606943,1.1585457141670814,1.2770578255648517
2818,362,0.05565261095762253,0.36017805337905884,-1.4170159101486206,-0.9394673109054565,0,3,-1,-8,0,-10.0,0.8800179362297058,0.9644456389513782,0.45387359087094614,1.0980126260963545
2825,363,0.03816227614879608,0.3463843762874603,-2.006682872772217,-1.738957166671753,0,3,-2,-14,1,10.0,0.8867427706718445,0.9643491943874831,0.28366554094425883,0.7307726486658332
2836,364,0.023022767156362534,0.3365370035171509,-1.1438117027282715,-0.4337734878063202,0,3,-1,-3,1,10.0,0.8848829865455627,0.9642527594680443,0.9553638865944794,1.2814893114884098
2843,365,0.016193777322769165,0.33928897976875305,-0.3383861780166626,0.7895777821540833,0,3,0,6,0,-10.0,0.8829870820045471,0.9641563341920976,1.5333122577267226,1.3173621146057353
2849,366,0.009035822004079819,0.3420715928077698,-1.0072094202041626,-0.13287828862667084,0,3,-1,-1,0,-10.0,0.8870810866355896,0.9640599185586783,1.1575003566852398,1.3047033054179114
2856,367,-0.00453591113910079,0.3360341489315033,-1.6283117532730103,-0.9855288863182068,0,3,-2,-8,0,-10.0,0.8964533805847168,0.9639635125668224,0.6835887554350941,0.46722960643218536
2860,368,-0.02408791147172451,0.32178667187690735,-2.2086117267608643,-1.7822744846343994,0,3,-2,-14,0,-10.0,0.9101085662841797,0.9638671162155658,0.33527046851429393,0.7307726486658332
2866,369,-0.04924646392464638,0.2998189628124237,-2.753544807434082,-2.5339903831481934,0,2,-3,-20,0,-10.0,0.9268140196800232,0.9637707295039442,0.4194541082346071,0.12683147732767436
2872,370,-0.07968348264694214,0.27052900195121765,-3.2671875953674316,-3.2488136291503906,0,2,-3,-26,0,-10.0,0.9451272487640381,0.9636743524309938,0.8005082382290287,0.6102615539933106
2877,371,-0.11510336399078369,0.23424939811229706,-3.7523462772369385,-3.9323322772979736,0,2,-4,-31,0,-10.0,0.9634148478507996,0.9635779849957506,0.04817074239253998,0.20129694636285977
2877,372,-0.15523047745227814,0.1912725269794464,-4.210608005523682,-4.587692737579346,0,2,-4,-37,0,-10.0,0.9798715710639954,0.9634816271972511,0.048993578553199774,0.06140181040936469
2889,373,-0.19979704916477203,0.14187486469745636,-4.6423773765563965,-5.215654373168945,0,1,-5,-42,1,10.0,0.9901403188705444,0.9633852790345313,0.0,0.09927685260772706
2896,374,-0.24005991220474243,0.09929593652486801,-3.5562963485717773,-3.533482789993286,0,1,-4,-28,0,-10.0,0.9964156150817871,0.9632889405066278,0.049820780754089355,0.04986402690410614
2900,375,-0.2783568501472473,0.05986974015831947,-4.037505149841309,-4.259010314941406,0,0,-4,-34,0,-10.0,0.9998199343681335,0.9631926116125772,0.11193197599067775,0.07537695457612656
2907,376,-0.3212788999080658,0.013418617658317089,-4.485197067260742,-4.941106796264648,0,0,-4,-40,0,-10.0,0.9984305500984192,0.9630962923514159,0.18540509077906608,0.1685649909936789
2915,377,-0.36848583817481995,-0.03961599990725517,-4.8990278244018555,-5.578953266143799,0,0,-5,-45,0,-10.0,0.9902441501617432,0.9629999827221808,0.05483584948666024,0.055468657395747537
2924,378,-0.41962742805480957,-0.09877181798219681,-5.277763366699219,-6.169960021972656,0,-1,-5,-49,0,-10.0,0.9732503890991211,0.9629036827239086,0.10243668085468413,0.0
2929,379,-0.4743368923664093,-0.16355295479297638,-5.619645118713379,-6.710548400878906,0,-1,-6,-54,0,-10.0,0.9455119371414185,0.9628073923556362,0.047275596857070924,0.0
2938,380,-0.5322287678718567,-0.23342669010162354,-5.922857761383057,-7.19713830947876,-1,-2,-6,-58,0,-10.0,0.9052400588989258,0.9627111116164007,0.04526200294494629,0.0
2939,381,-0.5929022431373596,-0.30783095955848694,-6.186036586761475,-7.627220153808594,-1,-2,-6,-61,0,-10.0,0.850855827331543,0.962614840505239,0.042542791366577154,0.0
2950,382,-0.6559484004974365,-0.38619181513786316,-6.4087042808532715,-8.000266075134277,-1,-3,-6,-64,0,-10.0,-2.218229055404663,0.9625185790211885,-0.11091145277023316,0.0
2960,383,-0.13469967246055603,0.1620958149433136,0.14446744322776794,-0.04218873381614685,0,1,0,0,1,10.0,0.9716833233833313,0.9624223271632865,9.618440865980403,10.273110785452257
2967,384,-0.12904095649719238,0.1682756394147873,0.882401704788208,1.1061424016952515,0,1,1,9,0,-10.0,0.9701894521713257,0.9623260849305701,10.231707467579882,5.814366771142376
2977,385,-0.12473317980766296,0.17265719175338745,0.08586695045232773,-0.07992725074291229,0,1,0,-1,1,10.0,0.9681408405303955,0.9622298523220771,10.44265273537584,9.793444102247246
2986,386,-0.11963977664709091,0.17849144339561462,0.8272844552993774,1.0732710361480713,0,1,1,9,1,10.0,0.9618315100669861,0.962133629336845,10.289065361175037,5.712291571431571
2994,387,-0.10745425522327423,0.195367693901062,1.5120649337768555,2.139892101287842,0,2,2,17,1,10.0,0.9505234956741333,0.9620374159739113,1.271118919472768,1.6287967331476279
2995,388,-0.08873545378446579,0.22243307530879974,2.1419332027435303,3.122307300567627,0,2,2,25,0,-10.0,0.9393017888069153,0.961941212232314,3.6202898276517823,1.979975196846512
3005,389,-0.07232826948165894,0.24637018144130707,1.260201334953308,1.831083059310913,0,2,1,15,1,10.0,0.9268496632575989,0.9618450181110908,3.6473446262843687,3.568145120649496
3011,390,-0.056046534329652786,0.2704632878303528,1.90358304977417,2.8301825523376465,0,2,2,23,0,-10.0,0.9148039221763611,0.9617488336092797,3.514700736309324,2.1497767929256537
3021,391,-0.0418473556637764,0.291883647441864,1.0518641471862793,1.606613039970398,0,2,1,13,1,10.0,0.9015318751335144,0.9616526587259188,3.752632521293402,3.263560336450286
3030,392,-0.027592487633228302,0.3137962222099304,1.704517126083374,2.6138927936553955,0,3,2,21,1,10.0,0.8807717561721802,0.9615564934600462,0.7599590492092014,0.19847349494898497
3038,393,-0.007132472936064005,0.34529441595077515,2.301738977432251,3.535919427871704,0,3,2,28,0,-10.0,0.8601847887039185,0.9614603378107003,0.02274625050448359,-0.2550523070846391
3044,394,0.010973567143082619,0.373918741941452,1.4384942054748535,2.3377490043640137,0,3,1,19,0,-10.0,0.8468789458274841,0.9613641917769192,1.1890226562355504,0.7323416045616116
3049,395,0.020895399153232574,0.39130696654319763,0.6506440043449402,1.263770580291748,0,3,1,10,0,-10.0,0.8411620855331421,0.9612680553577415,0.9963580904520222,0.8022934897816542
3057,396,0.023310763761401176,0.3985447585582733,-0.07398053258657455,0.28891700506210327,0,3,0,2,0,-10.0,0.842793345451355,0.9611719285522058,1.685560529642945,0.47193138971222603
3062,397,0.018787534907460213,0.3964930474758148,-0.7455779910087585,-0.6075838208198547,0,3,-1,-5,0,-10.0,0.8511354327201843,0.9610758113593506,1.0737492400291502,1.5442234472099905
3069,398,0.007803407497704029,0.3858295679092407,-1.3724474906921387,-1.4425063133239746,0,3,-1,-12,0,-10.0,0.865247905254364,0.9609797037782147,0.2925459832212313,0.21775076776575056
3082,399,-0.009236186742782593,0.36708593368530273,-1.9611890316009521,-2.229126453399658,0,3,-2,-18,1,10.0,0.8759437203407288,0.9608836058078369,0.2575479201319999,0.5022895831376331
3085,400,-0.02398272603750229,0.35221630334854126,-1.1083322763442993,-0.9445294141769409,0,3,-1,-8,1,10.0,0.8776484131813049,0.9607875174472562,0.5291382522669545,1.1749975406347821
3091,401,-0.030493587255477905,0.34978803992271423,-0.3090372085571289,0.26602065563201904,0,3,0,2,0,-10.0,0.8793308138847351,0.9606914386955115,1.729690222169991,0.47193138971222603
3100,402,-0.03735147789120674,0.3473747670650482,-0.9772265553474426,-0.6509146094322205,0,3,-1,-5,1,10.0,0.879018247127533,0.960595369551642,1.0737492400291502,1.5997525578556804
3105,403,-0.0425955168902874,0.34782421588897705,-0.1859569549560547,0.5491018891334534,0,3,0,4,0,-10.0,0.8787848949432373,0.9604993100146869,1.7212738642800498,1.40376483050878
3114,404,-0.04827573522925377,0.3481596112251282,-0.8632826209068298,-0.3817569315433502,0,3,-1,-3,0,-10.0,0.8846883177757263,0.9604032600836855,1.068593155631409,1.4460412889429142
3123,405,-0.06045939400792122,0.339575856924057,-1.493504524230957,-1.2450652122497559,0,3,-1,-10,1,10.0,0.8881749510765076,0.9603072197576771,0.7884588042159948,0.638605555244327
3130,406,-0.07065507769584656,0.33440256118774414,-0.6644062995910645,0.012575343251228333,0,3,-1,0,0,-10.0,0.8913760185241699,0.9602111890357014,1.0359916926203847,1.1834256777789967
3134,407,-0.0809473767876625,0.32958143949508667,-1.3115078210830688,-0.8813847303390503,0,3,-1,-7,0,-10.0,0.9000419974327087,0.9601151679167977,1.273451955123092,1.2558479086580085
3146,408,-0.09746606647968292,0.31616130471229553,-1.9154750108718872,-1.715435266494751,0,3,-2,-14,1,10.0,0.9059985876083374,0.9600191564000061,0.36812929384518744,1.2320260086720345
3155,409,-0.11168970912694931,0.3065965473651886,-1.051830768585205,-0.40050172805786133,0,2,-1,-3,0,-10.0,0.9113553166389465,0.9599231544843662,2.7812655547205134,3.233108323031927
3160,410,-0.12574175000190735,0.2977326810359955,-1.6784474849700928,-1.2774248123168945,0,2,-2,-10,1,10.0,0.9144607782363892,0.9598271621689177,0.5735354872657439,1.409659511623114
3169,411,-0.13766172528266907,0.29247090220451355,-0.8270025253295898,0.0238705575466156,0,2,-1,0,1,10.0,0.9101630449295044,0.9597311794527008,2.1455648368929623,3.043346729380225
3177,412,-0.14140351116657257,0.29972824454307556,-0.035578273236751556,1.2368345260620117,0,2,0,10,1,10.0,0.8984974026679993,0.9596352063347555,2.83947317408671,3.464535477109294
3183,413,-0.1375778764486313,0.31859472393989563,0.69497150182724,2.357804536819458,0,3,1,19,0,-10.0,0.8869035243988037,0.9595392428141221,1.2136836620811466,0.848778518305106
3187,414,-0.13488374650478363,0.3362981677055359,-0.05594724416732788,1.3068952560424805,0,3,0,10,0,-10.0,0.8816194534301758,0.9594432888898407,1.3377157632165892,0.9819056603358922
3194,415,-0.1393422782421112,0.3440646827220917,-0.7461305856704712,0.3524300158023834,0,3,-1,3,1,10.0,0.8743891716003418,0.9593473445609517,0.8422041801044269,0.38076832763104995
3201,416,-0.14236705005168915,0.35441622138023376,0.02859586477279663,1.5285308361053467,0,3,0,12,0,-10.0,0.8671824932098389,0.9592514098264956,1.1565088303719722,0.934404985485353
3214,417,-0.14599041640758514,0.3644414246082306,-0.6632804274559021,0.58102947473526,0,3,-1,5,0,-10.0,0.8664388656616211,0.9591554846855129,0.6580813256343212,0.6478615023355514
3223,418,-0.15622739493846893,0.36546024680137634,-1.302717924118042,-0.28672707080841064,0,3,-1,-2,1,10.0,0.863335132598877,0.9590595691370444,1.2496765738535673,1.7453233981811223
3231,419,-0.16461795568466187,0.3696819841861725,-0.49278849363327026,0.9347394108772278,0,3,0,7,0,-10.0,0.8600010275840759,0.9589636631801307,1.7444710980469993,1.554971904645226
3239,420,-0.17321322858333588,0.3741642236709595,-1.1430723667144775,0.0543665811419487,0,3,-1,0,1,10.0,0.8543258309364319,0.9588677668138127,1.0405811913737075,1.3212358276368075
3248,421,-0.18008369207382202,0.3816729485988617,-0.3467859625816345,1.253231406211853,0,3,0,10,1,10.0,0.8394724726676941,0.9587718800371313,1.3377157632165892,1.0010363641731357
3255,422,-0.1793382465839386,0.40065884590148926,0.3886738419532776,2.361678123474121,0,3,0,19,0,-10.0,-2.175590991973877,0.9586760028491276,-0.04646314727724042,0.012470094386229078
3262,423,0.197851300239563,-0.1332225203514099,0.20756298303604126,-0.0008292347192764282,0,-1,0,0,0,-10.0,0.9803808927536011,0.9585801352488427,11.47431981311464,11.111515003049202
3268,424,0.1955556422472,-0.14006833732128143,-0.5584626793861389,-1.1926589012145996,0,-1,-1,-10,0,-10.0,0.9749335050582886,0.9584842772353178,7.338118580566415,11.678017993515551
3273,425,0.18593303859233856,-0.15832401812076569,-1.2658802270889282,-2.2946765422821045,0,-1,-1,-18,1,10.0,0.969623863697052,0.9583884288075943,5.014392429111213,7.788924687424764
3281,426,0.17797663807868958,-0.17428754270076752,-0.4377971887588501,-1.0579192638397217,0,-1,0,-8,0,-10.0,0.9634190201759338,0.9582925899647136,5.292190058621157,8.325456702726635
3287,427,0.1695205718278885,-0.191261425614357,-1.1517069339752197,-2.168957233428955,0,-2,-1,-17,1,10.0,0.9574901461601257,0.9581967607057171,4.110694999281938,4.307454809589334
3292,428,0.16261830925941467,-0.20617908239364624,-0.33853277564048767,-0.9670929908752441,0,-2,0,-8,1,10.0,0.9560355544090271,0.9581009410296466,3.9809550670040164,4.292130789397115
3296,429,0.16347423195838928,-0.20967690646648407,0.4103541970252991,0.13272292912006378,0,-2,0,1,1,10.0,0.9589278101921082,0.9580051309355436,4.80250548516957,5.582907037381824
3308,430,0.17150083184242249,-0.20266273617744446,1.1038424968719482,1.1484161615371704,0,-2,1,9,0,-10.0,0.9605837464332581,0.9579093304224501,5.060328553843789,2.7740806603316495
3318,431,0.177824929356575,-0.19853509962558746,0.27802032232284546,-0.13079969584941864,0,-2,0,-1,1,10.0,0.9623531103134155,0.9578135394894078,4.9051657236418595,4.817784059852476
3323,432,0.18459606170654297,-0.19402801990509033,0.9831897616386414,0.9064343571662903,0,-2,1,7,0,-10.0,0.9630371928215027,0.9577177581354589,4.273424419255262,3.098098924257904
3333,433,0.18975692987442017,-0.1922570765018463,0.1650439351797104,-0.3619348406791687,0,-2,0,-3,1,10.0,0.9639133810997009,0.9576219863596453,3.7580859182025934,3.4897776084284624
3342,434,0.19545291364192963,-0.1899646818637848,0.8796267509460449,0.6916479468345642,0,-2,1,6,1,10.0,0.9684683680534363,0.9575262241610094,3.259353987921814,2.038316814810347
3348,435,0.2080027014017105,-0.17757144570350647,1.5429662466049194,1.6691123247146606,0,-1,2,13,1,10.0,0.9757392406463623,0.9574304715385933,1.9218769082678442,4.938366725479331
3357,436,0.22693325579166412,-0.1557585597038269,2.161346435546875,2.5829906463623047,0,-1,2,21,0,-10.0,0.9809595942497253,0.9573347284914394,9.396992056114495,2.2064862846633915
3364,437,0.24337822198867798,-0.1379868984222412,1.2538686990737915,1.175301194190979,0,-1,1,9,1,10.0,0.9854062795639038,0.9572389950185903,11.120381495054788,5.577215220716596
3369,438,0.2595689296722412,-0.12080443650484085,1.8983409404754639,2.140507459640503,0,-1,2,17,1,10.0,0.9911044836044312,0.9571432711190885,5.402643136323527,5.379464860148373
3378,439,0.28195691108703613,-0.09431594610214233,2.498642683029175,3.043199300765991,0,-1,2,24,1,10.0,0.9965068101882935,0.9570475567919766,6.842024899325937,4.298955522490385
3384,440,0.3101212680339813,-0.05910320580005646,3.0582358837127686,3.890151023864746,0,0,3,31,0,-10.0,0.9991673827171326,0.9569518520362974,7.004740067502484,2.362280441838652
3394,441,0.3351302742958069,-0.02885465696454048,2.0783674716949463,2.3717398643493652,0,0,2,19,0,-10.0,0.9998273849487305,0.9568561568510938,9.548516602435086,4.524385297415751
3400,442,0.35074758529663086,-0.013139228336513042,1.1705657243728638,0.9671957492828369,0,0,1,8,0,-10.0,0.999882161617279,0.9567604712354087,11.618090096700861,6.487487264738083
3406,443,0.3576759397983551,-0.010854353196918964,0.331070214509964,-0.33021217584609985,0,0,0,-3,1,10.0,0.9999391436576843,0.9566647951882852,10.643681694815971,8.009825372228573
3416,444,0.36511319875717163,-0.0078002228401601315,1.0566195249557495,0.7878686189651489,0,0,1,6,1,10.0,0.9999644160270691,0.9565691287087663,8.209466970903161,7.675474658651388
3427,445,0.37949782609939575,0.0059637511149048805,1.7279794216156006,1.8230892419815063,0,0,2,15,0,-10.0,0.9997286200523376,0.9564734717958955,3.519807222452749,4.890947575839775
3432,446,0.3917692005634308,0.016472958028316498,0.8475975394248962,0.4656497836112976,0,0,1,4,0,-10.0,0.9998037815093994,0.9563778244487159,4.567149936151401,6.471218184631962
3446,447,0.39561766386032104,0.014007163234055042,0.03390377014875412,-0.7874877452850342,0,0,0,-6,0,-10.0,0.9999997615814209,0.9562821866662711,6.919886004004888,7.78395477008997
3452,448,0.3916749656200409,-0.000460703915450722,-0.7190192341804504,-1.947599172592163,0,0,-1,-16,1,10.0,0.9998343586921692,0.9561865584476045,7.24623703403231,6.847710147236618
3464,449,0.38906413316726685,-0.012870979495346546,0.0858616828918457,-0.7058433294296265,0,0,0,-6,0,-10.0,0.9992923140525818,0.9560909397917597,7.119997569588238,7.78395477008997
3475,450,0.3856087625026703,-0.02660239487886429,-0.6722146272659302,-1.877891182899475,0,0,-1,-15,0,-10.0,0.9973404407501221,0.9559953306977805,7.887480542022242,6.376856785802001
3480,451,0.3748954236507416,-0.051570650190114975,-1.3733855485916138,-2.964040517807007,0,0,-1,-24,0,-10.0,0.992439329624176,0.9558997311647107,0.3208300773537789,0.3910550197794732
3486,452,0.35747578740119934,-0.08695192635059357,-2.0207483768463135,-3.969939708709717,0,-1,-2,-32,1,10.0,0.9858630299568176,0.9558041411915943,2.0850203746426734,2.1618832840386117
3492,453,0.34237879514694214,-0.1188989132642746,-1.1230045557022095,-2.60477352142334,0,-1,-1,-21,1,10.0,0.9809817671775818,0.9557085607774751,3.0002453488857777,5.411669424329515
3502,454,0.33583348989486694,-0.1379064917564392,-0.29868653416633606,-1.360877275466919,0,-1,0,-11,1,10.0,0.9789480566978455,0.9556129899213974,1.7255554564239477,3.5779198571430832
3515,455,0.3371511995792389,-0.14509287476539612,0.4600116014480591,-0.2225048691034317,0,-1,0,-2,1,10.0,0.9800019860267639,0.9555174286224053,9.791732217575085,8.844888070608699
3522,456,0.34572434425354004,-0.14141441881656647,1.1610487699508667,0.8262532949447632,0,-1,1,7,1,10.0,0.9836980700492859,0.955421876879543,8.604328499164602,6.652837656678366
3532,457,0.3610198199748993,-0.12767921388149261,1.8114420175552368,1.7993366718292236,0,-1,2,14,1,10.0,0.9890643954277039,0.9553263346918551,2.396012147511189,4.590706670606821
3536,458,0.3825659155845642,-0.1045735776424408,2.416781187057495,2.7077882289886475,0,-1,2,22,1,10.0,0.9947156310081482,0.955230802058386,8.82294061470516,2.793568782582472
3542,459,0.40993639826774597,-0.07269377261400223,2.9810492992401123,3.5594236850738525,0,-1,3,28,1,10.0,0.9989386200904846,0.9551352789781802,2.9276700433708873,1.0009093793349926
3547,460,0.442734032869339,-0.03257909417152405,3.5066001415252686,4.358793258666992,0,0,4,35,1,10.0,0.9997672438621521,0.9550397654502824,0.24404116378724575,0.10728848902237167
3552,461,0.4805743992328644,0.015256020240485668,3.9942378997802734,5.107349395751953,0,0,4,41,1,10.0,0.9950588941574097,0.9549442614737373,0.19868729040345878,0.2765684779193588
3558,462,0.5230714678764343,0.07029306143522263,4.443411350250244,5.8038411140441895,1,1,4,46,1,10.0,0.9825795292854309,0.95484876704759,0.0,0.04912897646427155
3570,463,0.5698261260986328,0.1319865882396698,4.8525471687316895,6.445013046264648,1,1,5,52,0,-10.0,0.9650813341140747,0.9547532821708853,0.05307147704064846,0.04886944591999054
3580,464,0.6119872331619263,0.18686538934707642,3.73929762840271,4.76676082611084,1,1,4,38,0,-10.0,0.9489293694496155,0.9546578068426682,0.14580912720263584,0.0
3591,465,0.6435976624488831,0.22598819434642792,2.725651979446411,3.261918306350708,1,2,3,26,0,-10.0,0.9370150566101074,0.9545623410619839,0.21169770304059723,0.09785470654994252
3597,466,0.6655998826026917,0.2509680688381195,1.8016424179077148,1.9089614152908325,1,2,2,15,0,-10.0,0.930741548538208,0.9544668848278777,0.3624089148432255,0.17106011655926706
3604,467,0.6788173317909241,0.2631700336933136,0.9550872445106506,0.6825330257415771,1,2,1,5,1,10.0,0.9238364696502686,0.9543714381393948,0.29317032391428954,0.25636607437729836
3611,468,0.6921849250793457,0.27597737312316895,1.6217601299285889,1.7149666547775269,1,2,2,14,1,10.0,0.9108078479766846,0.954276000995581,0.04695327579975128,0.13876203168761758
3613,469,0.7119154334068298,0.2986506223678589,2.235436201095581,2.6666605472564697,1,2,2,21,1,10.0,0.8908467292785645,0.9541805733954815,0.14592087406221332,0.16956145091652872
3621,470,0.7374804019927979,0.3303835391998291,2.7969536781311035,3.5382471084594727,1,3,3,28,1,10.0,0.8628215193748474,0.9540851553381419,0.04201598167419434,-0.09308300542831421
3627,471,0.7683586478233337,0.3703761100769043,3.307060718536377,4.330467224121094,1,3,3,35,1,10.0,0.8254131078720093,0.9539897468226081,-0.09927150253224373,-0.029897357225418093
3642,472,0.8040357232093811,0.41783595085144043,3.7664287090301514,5.0442094802856445,1,3,4,40,1,10.0,-2.2227673530578613,0.9538943478479258,0.04239879846572876,-0.11113836765289307
3645,473,0.12876048684120178,-0.027251318097114563,0.12115973234176636,0.17163598537445068,0,0,0,1,0,-10.0,0.9989597797393799,0.953798958413141,12.915381698636153,13.914802015732214
3652,474,0.1256384700536728,-0.03225197643041611,-0.6400875449180603,-1.0069643259048462,0,0,-1,-8,1,10.0,0.9987489581108093,0.9537035785172997,7.897649355775873,12.622682941162937
3656,475,0.12376843392848969,-0.03536977246403694,0.15682847797870636,0.21722973883152008,0,0,0,2,0,-10.0,0.9984041452407837,0.953608208159448,11.670466504948045,13.036265831271598
3667,476,0.12098585069179535,-0.03994857892394066,-0.6073059439659119,-0.9667424559593201,0,0,-1,-8,0,-10.0,0.9968788027763367,0.9535128473386321,8.115019670580269,12.677948509869235
3678,477,0.11088862270116806,-0.055867914110422134,-1.313957691192627,-2.062701463699341,0,0,-1,-17,0,-10.0,0.9932283163070679,0.9534174960538983,7.134316847449149,8.797736077915921
3689,478,0.09403002262115479,-0.0822901725769043,-1.966867446899414,-3.077467679977417,0,-1,-2,-25,0,-10.0,0.9859743118286133,0.9533221543042929,4.485459703599142,5.815136782515377
3692,479,0.07093431055545807,-0.1184302270412445,-2.568516731262207,-4.015444755554199,0,-1,-3,-32,1,10.0,0.9773294925689697,0.9532268220888624,3.147999928936243,6.827433113089397
3702,480,0.050573185086250305,-0.15056736767292023,-1.633450984954834,-2.60274600982666,0,-1,-2,-21,1,10.0,0.9713245630264282,0.9531314994066535,4.207892895634992,10.45386440496736
3706,481,0.03910936415195465,-0.1693381667137146,-0.7762115001678467,-1.3190217018127441,0,-1,-1,-11,0,-10.0,0.9643906354904175,0.9530361862567129,8.192748245148813,10.249250022619563
3712,482,0.027412716299295425,-0.1887044608592987,-1.465047836303711,-2.392096757888794,0,-2,-1,-19,1,10.0,0.9577130675315857,0.9529408826380873,3.5440399845475206,4.679116190692602
3716,483,0.01751556433737278,-0.20563790202140808,-0.6278426051139832,-1.1530135869979858,0,-2,-1,-9,0,-10.0,0.9500858783721924,0.9528455885498235,5.101684099791062,5.787746667064326
3725,484,0.00725531904026866,-0.22341454029083252,-1.3244118690490723,-2.2358617782592773,0,-2,-1,-18,0,-10.0,0.9367343783378601,0.9527503039909685,3.9527471166879424,5.659642054544161
3734,485,-0.009645962156355381,-0.25152650475502014,-1.964431643486023,-3.2318203449249268,0,-2,-2,-26,0,-10.0,0.9164162874221802,0.9526550289605694,3.0226728497079947,4.250633754645694
3742,486,-0.03262491896748543,-0.2891085147857666,-2.548884868621826,-4.141945838928223,0,-2,-3,-33,0,-10.0,0.8875733017921448,0.9525597634576733,1.4431883813134225,3.3257661262764286
3748,487,-0.06112442910671234,-0.33530089259147644,-3.078291416168213,-4.9666595458984375,0,-3,-3,-40,0,-10.0,0.848487913608551,0.9524645074813276,-0.43975871217989626,0.25229460101433
3761,488,-0.0945902019739151,-0.3892454504966736,-3.5529019832611084,-5.706158638000488,0,-3,-4,-46,0,-10.0,-2.202579975128174,0.9523692610305795,-0.78616273735274,-0.7485830106570666
3767,489,-0.1239190474152565,0.0012699514627456665,0.030215129256248474,0.12823092937469482,0,0,0,1,1,10.0,0.999916672706604,0.9522740241044765,13.26630359371687,13.727736918552349
3775,490,-0.11935650557279587,0.009129540994763374,0.7790747880935669,1.284298300743103,0,0,1,10,1,10.0,0.9992121458053589,0.9521787967020661,14.301286202479949,10.3242619205751
3782,491,-0.10762286186218262,0.028069263324141502,1.4720113277435303,2.355421781539917,0,0,1,19,1,10.0,0.9967184066772461,0.9520835788223959,10.06992224134837,5.40214897557604
3790,492,-0.08925475925207138,0.05728497356176376,2.112889289855957,3.3488051891326904,0,0,2,27,1,10.0,0.9907791614532471,0.9519883704645137,6.747959112248099,4.724341435875865
3795,493,-0.06476031988859177,0.09602531790733337,2.7040653228759766,4.268710136413574,0,1,3,34,0,-10.0,0.9829617142677307,0.9518931716274672,6.791204483039488,2.0045711999493703
3799,494,-0.04312114790081978,0.13053087890148163,1.7555599212646484,2.8284335136413574,0,1,2,23,1,10.0,0.9729955792427063,0.9517979823103044,8.244341146057646,4.463310333098349
3807,495,-0.022057823836803436,0.16433022916316986,2.3707783222198486,3.789306402206421,0,1,2,30,0,-10.0,0.9621667861938477,0.9517028025120734,6.005973908589372,2.7969665854796437
3817,496,-0.003545511979609728,0.19450749456882477,1.4581159353256226,2.4272613525390625,0,2,1,19,0,-10.0,0.9551317095756531,0.9516076322318222,4.669285622499531,3.5830749594641307
3821,497,0.006291510071605444,0.2118213027715683,0.622520387172699,1.1929714679718018,0,2,1,10,0,-10.0,0.9527277946472168,0.9515124714685991,5.209630001046415,3.975098770834604
