step,avg_reward,optimal_pct,cumulative_regret,q_error
1,0.0008254822757842664,10.100000000000001,1.53148878209971,4.58430507909743
2,-0.018123943816211106,10.45,3.086722295815991,4.159696513255221
3,0.03060861925528952,10.7,4.576944880011062,3.7416988537802203
4,0.009632484226907928,9.3,6.1258456255210145,3.3197637180447948
5,0.05342189054319988,10.4,7.646018230085573,2.9003225800061756
6,-0.011768379773888782,8.95,9.199362092924451,2.4780594885537175
7,0.022586264662514368,9.75,10.72736250662798,2.055942049961748
8,-0.06244512791658462,8.55,12.305821929190216,1.6311490689801427
9,-0.008731624221424315,10.9,13.824849451434355,1.213409913081314
10,0.04021611794598985,10.9,15.331011194182013,0.793539516236412
11,1.0706613532594749,42.95,15.784793864343508,0.745341117048718
12,1.066356577323814,40.8,16.279310866033445,0.718213111620772
13,1.0448685780830163,41.3,16.780210072011453,0.6987827334620753
14,1.0394453204170175,43.45,17.265809109195548,0.683670413120836
15,1.0578791065448139,44.1,17.738882035933322,0.6731979183758473
16,1.0537549558308672,44.45,18.204249504236813,0.6626891604363936
17,1.0651680704612239,45.85,18.63771119327814,0.6540724760952684
18,1.1316652485924021,47.9,19.06059075484959,0.6468725239871763
19,1.1441947589392447,50.0,19.467483082633287,0.6408546357829633
20,1.1551795796199633,51.349999999999994,19.85566564128545,0.6354773220454057
21,1.1479023255837506,53.25,20.228569281251087,0.6290451020048696
22,1.1766188384561707,53.6,20.58568550472719,0.6240567207262313
23,1.1794601478411841,53.900000000000006,20.93276838680591,0.6187644316487851
24,1.1728201463179606,53.75,21.27481653269667,0.6154848641493375
25,1.2234195522872298,56.05,21.59581478696098,0.6123414185513144
26,1.2442611159989452,57.45,21.8857102589771,0.608410758978967
27,1.2402429904889394,57.099999999999994,22.178547348513096,0.6048488132641393
28,1.2523321024485699,58.050000000000004,22.46434643196133,0.602276056683921
29,1.1986932455006878,57.699999999999996,22.7574423394432,0.5995684242864833
30,1.2406335339657726,59.650000000000006,23.030278546915067,0.5967617466225227
31,1.2492969460057937,60.650000000000006,23.28882325428198,0.5952401081794805
32,1.2676417857947273,60.699999999999996,23.54286707203709,0.5922388269725322
33,1.2654407679878907,60.25,23.794619552199027,0.5898635995400673
34,1.258011873233311,61.8,24.042037870248496,0.587774017759704
35,1.3073949458198577,63.05,24.27219381046536,0.5861177790670123
36,1.2408311740018423,61.6,24.52238596222025,0.583968982093791
37,1.2885391958596977,62.8,24.754433690913874,0.5817431567720253
38,1.3158292796676325,63.24999999999999,24.973046177595215,0.5800235299893197
39,1.3168373393795363,64.14999999999999,25.18058040618138,0.5781737277036533
40,1.3348387728530215,65.5,25.38319306815253,0.5765824998406418
41,1.3082412490155406,66.3,25.586871999665878,0.5747507662420909
42,1.3279062614479724,65.9,25.785884992756138,0.5731468164831972
43,1.347704366654769,66.4,25.977573906497845,0.5717529511910824
44,1.3331640338177504,67.65,26.15883862229729,0.5703678720899503
45,1.3532412728720493,67.2,26.34687365751317,0.5693055393668932
46,1.3780086766522572,68.15,26.519355680993275,0.5683178813079761
47,1.296824134618272,67.30000000000001,26.70178731031515,0.5663393309726368
48,1.3264978951140622,67.5,26.880587873267903,0.5647661772877507
49,1.37744478052478,66.10000000000001,27.075550811882668,0.5638907302413639
50,1.3515803987636477,68.55,27.25423178405775,0.5624855101112136
51,1.3543601627479345,68.89999999999999,27.423019620355532,0.5617123584203426
52,1.3462429507709748,67.85,27.58558266567562,0.5607142563511328
53,1.371684477809376,67.55,27.74849114537911,0.5605872728629562
54,1.3522107640372414,68.75,27.91235976059508,0.5597293952586945
55,1.3429483712448667,68.10000000000001,28.083940901732632,0.5588658483691282
56,1.359761083131083,67.75,28.261625855726397,0.5577789200832928
57,1.3368380240001907,69.1,28.432186387487523,0.5566085585663313
58,1.368601708400068,68.95,28.60061803760221,0.555914299922974
59,1.3595473948302184,69.89999999999999,28.760823501934844,0.5549992830133761
60,1.3602100551102183,71.45,28.902556304393325,0.5546123769541291
61,1.380972415563142,70.75,29.058277377275406,0.5539677622320021
62,1.4119317694054607,69.8,29.21631900486787,0.553261330427761
63,1.352034694293917,69.6,29.384776330360637,0.5523700253562781
64,1.3318201680577115,70.19999999999999,29.536078854567172,0.5513507283776657
65,1.3808612407776928,70.1,29.69227645944846,0.5504125637894897
66,1.4014353454627204,71.6,29.830350006208135,0.5493790039987861
67,1.4168874169580403,71.55,29.96488169360542,0.548838439063175
68,1.4046252291209387,71.85000000000001,30.102516767054446,0.5482771596393693
69,1.3799160476268946,71.1,30.25601865541754,0.5478674569555524
70,1.4079396981541406,73.0,30.384251594206475,0.5471683010398682
71,1.3620008857571597,72.0,30.51879725572624,0.546334986199864
72,1.377394291885174,72.35000000000001,30.654262080271998,0.5452809551366862
73,1.3821443569773928,73.15,30.782385688960307,0.5444995849834622
74,1.4261978120863463,73.2,30.903610171811522,0.5440062517520619
75,1.4523280998108563,73.55000000000001,31.025748845151373,0.5434745136397598
76,1.410814601049105,74.0,31.14370355770505,0.5431731050466948
77,1.395580667129205,73.4,31.266774350762237,0.5423402179517208
78,1.4047690574902778,72.85000000000001,31.398696928944613,0.5418613932490655
79,1.4419019753923856,73.8,31.518626236752915,0.5413231825394564
80,1.433643173073578,74.35000000000001,31.63846028844916,0.5409429449442023
81,1.4087039363456342,73.7,31.75518520817848,0.5402104617724499
82,1.4147346844296578,73.8,31.87279117400993,0.5394783427861158
83,1.423531777252123,73.7,31.98404540316174,0.5391450333887879
84,1.4323358634720433,73.65,32.1028140160555,0.538683164966921
85,1.4262608269900638,73.6,32.22313291293252,0.5383026412042049
86,1.4284519128308069,74.7,32.33441016906309,0.5381570505953167
87,1.442879731032242,74.95,32.447200018758565,0.5377887159034328
88,1.4256102988006194,75.64999999999999,32.552347553282935,0.5376095247966876
89,1.4000543335381093,75.1,32.65966208795248,0.5370142112164917
90,1.4559003783350335,76.2,32.758114134546084,0.5364640229290444
91,1.4029289737476436,76.25,32.85692091262987,0.5361121187659926
92,1.404014583265991,76.3,32.964678606291415,0.5357956286844493
93,1.4066395999194177,76.6,33.06868706645202,0.5355029179517461
94,1.4111566156011526,75.9,33.170940091034794,0.5351150691307347
95,1.4541153286549056,75.85,33.27686680006187,0.5346364926462364
96,1.439121579264135,76.2,33.37881114980726,0.5338867585044762
97,1.4236486192625564,76.4,33.48412753884974,0.5335911031057903
98,1.420241647864159,76.95,33.582595965968665,0.5330554579618079
99,1.409050118033372,77.10000000000001,33.67537998784296,0.5328422204158686
100,1.4235228412115957,77.7,33.767393529798106,0.5325610757844713
101,1.4167858137352016,77.60000000000001,33.86266098329392,0.5321150050760449
102,1.3792847616017958,76.8,33.97009918186271,0.5317285578852168
103,1.420185567548631,76.8,34.06430615529608,0.5314577291070508
104,1.4397693284384578,77.05,34.16775183799617,0.5309503034923497
105,1.445264812923965,78.5,34.261068999770714,0.5306044449300176
106,1.4180328432126057,79.0,34.34654498401109,0.5299653704511745
107,1.499014839458709,78.45,34.43398354757767,0.5297207872726005
108,1.464648353245236,78.5,34.52181400013567,0.5289599926561614
109,1.453246749604256,79.85,34.59975252549346,0.5286841888065097
110,1.4058322352722887,78.55,34.697561047660315,0.5284131742058126
111,1.4111770880053909,77.75,34.793591601422435,0.5281087298335511
112,1.477412467122559,78.7,34.87602206000017,0.5275659460551576
113,1.4158260162898177,78.8,34.962503145078216,0.5273959522516799
114,1.4465965385607458,79.25,35.03805867898555,0.5271422471507303
115,1.4062948145487708,78.4,35.12771904165416,0.5269023915656919
116,1.4391009669875139,78.35,35.21772203875382,0.5266990163495792
117,1.4472950732652328,79.75,35.29323321649026,0.5265171634627642
118,1.4592879117668835,78.55,35.38927229541,0.5264426165310202
119,1.459322967224162,78.3,35.48559663578202,0.5259187849915823
120,1.4068638874900432,78.4,35.577410070666446,0.5253393888773066
121,1.4500685180953596,78.25,35.67482147947992,0.5249809204649887
122,1.4521351731900403,78.05,35.768969400958895,0.524630881547553
123,1.4577596979643697,79.60000000000001,35.8462440342688,0.5241391737589888
124,1.477422045792691,80.60000000000001,35.921821350157884,0.5239223105540192
125,1.451479704334258,79.95,35.997019187024854,0.5234990574446492
126,1.4581108294121017,80.15,36.07029747706565,0.5231364298849178
127,1.4396430355988592,79.9,36.15475911729978,0.5226792215894429
128,1.4421550292246574,79.2,36.23901718646204,0.5224065311587077
129,1.436059862372841,79.25,36.3192812877347,0.5221149395896669
130,1.4528145534395231,80.35,36.39175647962811,0.5219069958926599
131,1.4802472247588518,79.9,36.46761798348548,0.5217012181223812
132,1.4521099648323081,79.95,36.54116289750437,0.5214179490407014
133,1.4626931296803316,79.60000000000001,36.625651766973746,0.5212373228033467
134,1.4716181178932062,79.5,36.709874437418875,0.5207762099873265
135,1.4704459656118412,79.60000000000001,36.781149527440476,0.5205468656284532
136,1.443533520007004,79.75,36.85753234859798,0.5203389023396542
137,1.4658743469485809,80.15,36.93237727755828,0.5200397546335298
138,1.4486796300006655,81.05,37.00075685051573,0.5198972672714368
139,1.4610086305312207,81.05,37.06471019419509,0.5196989596175071
140,1.4873562734198054,80.60000000000001,37.13453762855726,0.5195228787438987
141,1.4891259278641444,80.15,37.2113496996515,0.5190583904383145
142,1.4727387632760964,80.45,37.28379415315575,0.5187376518110536
143,1.4993684757140782,80.60000000000001,37.34886435373793,0.5185489149596768
144,1.4636320713761426,80.7,37.421025759646675,0.5181464269043013
145,1.4386664149324804,80.35,37.49192197366469,0.5180282303272926
146,1.3870949595478348,80.60000000000001,37.559599289088624,0.5175428315013609
147,1.4378159444057104,79.95,37.635326347323634,0.5172977715697822
148,1.4514827893568762,80.9,37.7013897135787,0.5171159875659668
149,1.4494468035977766,80.85,37.77143912725168,0.5168550773045171
150,1.4672489508400688,81.0,37.84144085334802,0.516728401706124
151,1.4439663234872604,81.25,37.912304985081235,0.5164413653307671
152,1.4834595994645527,81.2,37.981655117406376,0.516344858856679
153,1.4396613586189997,81.69999999999999,38.043598334098306,0.5160988877531354
154,1.4112629287117548,81.69999999999999,38.10425044394083,0.5160343283442618
155,1.4945877937859726,81.8,38.168515550825525,0.5157269301879485
156,1.4745350580271863,81.8,38.229296171538934,0.5154880953475562
157,1.5035065223551387,81.6,38.29297295048093,0.515332734098336
158,1.4726955173353313,80.9,38.36543436476239,0.5151371956077757
159,1.445623313136394,81.45,38.42977373399908,0.5148043363957092
160,1.4751340660277965,81.2,38.49965461570447,0.5145107607658629
161,1.4865072305382325,81.39999999999999,38.568299901869956,0.5143952349170903
162,1.462044508471973,82.05,38.6266273978037,0.5141527590856798
163,1.475273383286408,81.75,38.693060458337705,0.5138478884852278
164,1.4479693161298701,81.6,38.75759979440186,0.5136264656711462
165,1.5085057525027228,82.89999999999999,38.81448378671745,0.5135548307897848
